Time(Iteration),EpsilonGreedyLinearBandit,LinUCBBandit
133,15.261333718871668,11.315509066213552
134,15.327600419853486,11.393771280860499
135,15.364685683174514,11.472033495507445
136,15.505055507280371,11.55029571015439
137,15.577725747692138,11.628557924801338
138,15.753738458626344,11.706820139448284
139,15.821776738517588,11.78508235409523
140,15.97057721043492,11.863344568742177
141,16.03794734132307,11.941606783389123
142,16.23455989496356,12.01986899803607
143,16.241200463169157,12.098131212683016
144,16.313462598388018,12.176393427329963
145,16.376341683575326,12.254655641976909
146,16.475508666012253,12.332917856623855
147,16.58297433405287,12.411180071270802
148,16.595315557035512,12.489442285917749
149,16.720035142436608,12.567704500564695
150,16.919176253401723,12.64596671521164
151,17.020302488043846,12.724228929858587
152,17.188343433556366,12.802491144505533
153,17.238149116873938,12.880753359152479
154,17.26912980438378,12.959015573799425
155,17.359171263105456,13.03727778844637
156,17.49940340841691,13.115540003093319
157,17.506043976622504,13.193802217740265
158,17.512684544828097,13.27206443238721
159,17.599511845328998,13.350326647034157
160,17.662420041405205,13.428588861681103
161,17.751390782003924,13.50685107632805
162,17.81550583533485,13.585113290974997
163,17.87742778371386,13.663375505621943
164,17.882060589582604,13.741637720268889
165,18.011134020457494,13.819899934915835
166,18.127472677356472,13.898162149562783
167,18.13411324556207,13.976424364209729
168,18.21372288971328,14.054686578856675
169,18.22962623795482,14.13294879350362
170,18.298278475618808,14.211211008150567
171,18.446706813600976,14.289473222797515
172,18.46048462279935,14.36773543744446
173,18.472676077517953,14.445997652091407
174,18.614719907028846,14.524259866738353
175,18.633602047458993,14.602522081385299
176,18.686071515704377,14.680784296032247
177,18.699419087697482,14.759046510679193
178,18.773194187835806,14.837308725326139
179,18.7798347560414,14.915570939973085
180,18.786475324246993,14.993833154620031
181,18.827409283306785,15.072095369266979
182,18.968508878919707,15.150357583913925
183,19.0954318346423,15.228619798560871
184,19.295740858776842,15.306882013207817
185,19.392119108789483,15.385144227854763
186,19.430690887178507,15.46340644250171
187,19.50303864064245,15.541668657148657
188,19.518824212177673,15.619930871795603
189,19.623276736778752,15.698193086442549
190,19.728836610775396,15.776455301089495
191,19.77380067966998,15.854717515736443
192,19.808887472172472,15.932979730383389
193,19.879570644777193,16.011241945030335
194,19.986845639767076,16.089504159677283
195,20.031201019366783,16.167766374324227
196,20.107714005847896,16.246028588971175
197,20.25739666330655,16.32429080361812
198,20.316236850327925,16.402553018265067
199,20.371593675834085,16.480815232912015
200,20.392158796037666,16.55907744755896
201,20.457348588184388,16.637339662205907
202,20.50719809185175,16.71560187685285
203,20.660857546452583,16.7938640914998
204,20.683560018495278,16.872126306146747
205,20.75901921324832,16.95038852079369
206,20.790000050103753,17.02865073544064
207,20.824760854089327,17.106912950087583
208,20.85737485391875,17.18517516473453
209,20.883336205746087,17.26343737938148
210,20.974487239936966,17.341699594028423
211,21.147161275867724,17.41996180867537
212,21.15380184407332,17.498224023322315
213,21.16958741560854,17.576486237969263
214,21.259790683241118,17.65474845261621
215,21.43748712282045,17.733010667263155
216,21.444127691026043,17.811272881910103
217,21.485162906957292,17.889535096557047
218,21.51673151066553,17.967797311203995
219,21.55588079385384,18.046059525850943
220,21.57283905247688,18.124321740497887
221,21.613276575772403,18.202583955144835
222,21.619917143977997,18.28084616979178
223,21.62655771218359,18.359108384438727
224,21.66850140058551,18.437370599085675
225,21.705507352274093,18.51563281373262
226,21.742132461876174,18.593895028379567
227,21.762384555369938,18.67215724302651
228,21.816034999180516,18.75041945767346
229,21.92302189656985,18.828681672320407
230,21.963955855629642,18.90694388696735
231,21.98364504131271,18.9852061016143
232,21.988359401759606,19.063468316261243
233,22.01015506864903,19.14173053090819
234,22.016795636854624,19.21999274555514
235,22.1256411061823,19.298254960202083
236,22.275554214769322,19.37651717484903
237,22.327772130448757,19.454779389495975
238,22.368807346380002,19.533041604142923
239,22.48478043604185,19.61130381878987
240,22.53802734624247,19.689566033436815
241,22.620721619915084,19.767828248083763
242,22.627362188120678,19.846090462730707
243,22.68935362695746,19.924352677377655
244,22.859525188610174,20.002614892024603
245,22.867792663339387,20.080877106671547
246,22.98323297836962,20.159139321318495
247,23.054984583110787,20.23740153596544
248,23.073863926640623,20.315663750612387
249,23.143018294580784,20.393925965259335
250,23.169182898716784,20.47218817990628
251,23.20402276740831,20.550450394553227
252,23.24317205059662,20.62871260920017
253,23.348439255080525,20.70697482384712
254,23.46504358756634,20.785237038494067
255,23.471684155771932,20.86349925314101
256,23.52354142177614,20.94176146778796
257,23.530181989981735,21.020023682434903
258,23.60851742238946,21.09828589708185
259,23.62286441237545,21.1765481117288
260,23.629504980581043,21.254810326375743
261,23.70677706373714,21.33307254102269
262,23.713417631942733,21.411334755669635
263,23.816473156385538,21.489596970316583
264,23.89893808807412,21.56785918496353
265,24.025991077781594,21.646121399610475
266,24.139836839464987,21.724383614257423
267,24.14292429338827,21.802645828904367
268,24.146011747311547,21.880908043551315
269,24.149099201234826,21.959170258198263
270,24.152186655158108,22.037432472845207
271,24.155274109081386,22.115694687492155
272,24.29783763090804,22.1939569021391
273,24.360601872303498,22.272219116786047
274,24.409506802659884,22.350481331432995
275,24.45824885123701,22.42874354607994
276,24.54510894653839,22.507005760726887
277,24.640700026851437,22.58526797537383
278,24.683605962180867,22.66353019002078
279,24.840185873469302,22.741792404667727
280,24.90496351606907,22.82005461931467
281,24.9668121692494,22.89831683396162
282,25.005511995443456,22.976579048608563
283,25.10553944616253,23.05484126325551
284,25.24196083112933,23.13310347790246
285,25.24504828505261,23.211365692549403
286,25.385915521903684,23.28962790719635
287,25.498127085057305,23.367890121843296
288,25.5604942871281,23.446152336490243
289,25.56358174105138,23.52441455113719
290,25.58547578093964,23.602676765784135
291,25.588563234862917,23.680938980431083
292,25.749562655466228,23.759201195078028
293,25.905540335685778,23.837463409724975
294,25.908627789609056,23.915725624371923
295,26.069680134171524,23.993987839018867
296,26.188866052048535,24.072250053665815
297,26.303558680462146,24.15051226831276
298,26.43322420768343,24.228774482959707
299,26.505412110940206,24.307036697606655
300,26.508499564863484,24.3852989122536
301,26.557241613440606,24.463561126900547
302,26.672920652889417,24.54182334154749
303,26.708544254878337,24.62008555619444
304,26.711631708801615,24.698347770841387
305,26.822197186625157,24.77660998548833
306,26.90176987975475,24.85487220013528
307,26.95111665816969,24.933134414782224
308,27.021057746699647,25.01139662942917
309,27.23985724122854,25.08965884407612
310,27.30568489963021,25.167921058723064
311,27.351432428043534,25.24618327337001
312,27.449129580040285,25.324445488016956
313,27.528640716715007,25.402707702663903
314,27.531728170638285,25.48096991731085
315,27.54230827406938,25.559232131957796
316,27.545395727992663,25.637494346604747
317,27.777295979650866,25.715756561251688
318,27.88155488531728,25.79401877589863
319,28.016331153868105,25.87228099054557
320,28.13187542566942,25.95054320519251
321,28.147063038795768,26.02880541983945
322,28.196723428470403,26.10706763448639
323,28.199810882393685,26.185329849133332
324,28.202898336316963,26.263592063780273
325,28.30146016473547,26.341854278427213
326,28.365945330344395,26.420116493074154
327,28.393373052917514,26.498378707721095
328,28.414160775904804,26.576640922368036
329,28.48271240394077,26.654903137014976
330,28.609006643668504,26.733165351661917
331,28.662990425572126,26.811427566308858
332,28.666077879495408,26.8896897809558
333,28.701096543602112,26.96795199560274
334,28.704183997525394,27.04621421024968
335,28.799568629521367,27.12447642489662
336,28.802656083444646,27.20273863954356
337,28.805743537367924,27.281000854190502
338,28.836772876986167,27.359263068837443
339,28.911628864766566,27.437525283484383
340,28.914716318689848,27.515787498131324
341,28.974030775077757,27.594049712778265
342,29.021145607786355,27.672311927425206
343,29.024233061709634,27.750574142072146
344,29.027320515632915,27.828836356719087
345,29.090692724093493,27.907098571366028
346,29.19673179461615,27.98536078601297
347,29.24472495207478,28.06362300065991
348,29.247812405998058,28.14188521530685
349,29.323569905650732,28.22014742995379
350,29.324649597237162,28.29840964460073
351,29.357129684773675,28.376671859247672
352,29.468568940324946,28.454934073894613
353,29.604320258936582,28.533196288541554
354,29.60740771285986,28.611458503188494
355,29.624419718781127,28.689720717835435
356,29.717201182284107,28.767982932482376
357,29.720288636207385,28.846245147129316
358,29.87429159356389,28.924507361776257
359,30.017181544012242,29.002769576423198
360,30.020268997935524,29.08103179107014
361,30.11694234399436,29.15929400571708
362,30.141305467661084,29.23755622036402
363,30.219241993604705,29.31581843501096
364,30.30003603090531,29.3940806496579
365,30.303123484828593,29.472342864304842
366,30.30621093875187,29.550605078951783
367,30.42387282989486,29.628867293598724
368,30.478426128785628,29.707129508245664
369,30.510754145822897,29.785391722892605
370,30.558117441625406,29.863653937539546
371,30.580728931479094,29.941916152186486
372,30.60378601184064,30.020178366833427
373,30.751395551096003,30.098440581480368
374,30.754483005019285,30.17670279612731
375,30.771915556059774,30.25496501077425
376,30.907014076678667,30.33322722542119
377,30.963777242900193,30.41148944006813
378,30.990690781765192,30.48975165471507
379,31.178583946487556,30.568013869362012
380,31.363938572989905,30.646276084008953
381,31.410155414921302,30.724538298655894
382,31.52153854565385,30.802800513302834
383,31.56261165617311,30.881062727949775
384,31.6053910193086,30.959324942596716
385,31.608478473231877,31.037587157243657
386,31.644081000759293,31.115849371890597
387,31.685236215379433,31.194111586537538
388,31.68832366930271,31.27237380118448
389,31.72431263278211,31.35063601583142
390,31.79661488783706,31.42889823047836
391,31.8349833705203,31.5071604451253
392,31.875131171131308,31.58542265977224
393,31.878218625054586,31.663684874419182
394,31.930507479211037,31.741947089066123
395,32.102751117194046,31.820209303713064
396,32.105838571117324,31.898471518360004
397,32.1089260250406,31.976733733006945
398,32.2150435080938,32.054995947653886
399,32.21813096201708,32.13325816230083
400,32.244664270620014,32.21152037694777
401,32.27209184384754,32.28978259159471
402,32.27517929777082,32.36804480624165
403,32.34438366837082,32.44630702088859
404,32.36810361787461,32.52456923553553
405,32.37572768659677,32.60283145018247
406,32.37881514052005,32.68109366482941
407,32.40885639954463,32.75935587947635
408,32.41194385346792,32.83761809412329
409,32.42890211209095,32.915880308770234
410,32.48608054250121,32.994142523417175
411,32.55077827272183,33.072404738064115
412,32.59423876192669,33.150666952711056
413,32.63381431459447,33.228929167358
414,32.67696617205169,33.30719138200494
415,32.71234243796028,33.38545359665188
416,32.77397911582469,33.46371581129882
417,32.814064700863284,33.54197802594576
418,32.81715215478656,33.6202402405927
419,32.867235985924864,33.69850245523964
420,32.98815102468892,33.77676466988658
421,32.991238478612196,33.85502688453352
422,33.035045922081125,33.93328909918046
423,33.0381333760044,34.011551313827404
424,33.09268667489517,34.089813528474345
425,33.23871536871435,34.168075743121285
426,33.317318709241746,34.246337957768226
427,33.320406163165025,34.32460017241517
428,33.46898741199011,34.40286238706211
429,33.684708400452635,34.48112460170905
430,33.76474854814127,34.55938681635599
431,33.90031658004284,34.63764903100293
432,33.91361202048358,34.71591124564987
433,33.91669947440686,34.79417346029681
434,33.9500980496969,34.87243567494375
435,33.953185503620176,34.95069788959069
436,34.0384702765946,35.02896010423763
437,34.10058606404274,35.107222318884574
438,34.255362078282005,35.185484533531515
439,34.25844953220528,35.263746748178455
440,34.273778558353115,35.342008962825396
441,34.30207514513883,35.42027117747234
442,34.30516259906211,35.49853339211928
443,34.32129867046286,35.57679560676622
444,34.370959060137494,35.65505782141316
445,34.37404651406077,35.7333200360601
446,34.40147423663389,35.81158225070704
447,34.5246909789678,35.88984446535398
448,34.53436917505743,35.96810668000092
449,34.537456628980706,36.04636889464786
450,34.59827853890196,36.1246311092948
451,34.6702177103373,36.202893323941744
452,34.673305164260576,36.281155538588685
453,34.73125014062843,36.359417753235626
454,34.80122937875761,36.437679967882566
455,34.82776268736055,36.51594218252951
456,34.89243221444431,36.59420439717645
457,34.89551966836759,36.67246661182339
458,34.99554145524969,36.75072882647033
459,35.03079885836014,36.82899104111727
460,35.06950342473214,36.90725325576421
461,35.10749196330965,36.98551547041115
462,35.15867351138773,37.06377768505809
463,35.179977788416146,37.14203989970503
464,35.183065242339424,37.22030211435197
465,35.190539693222554,37.298564328998914
466,35.23021153148739,37.376826543645855
467,35.23329898541067,37.455088758292796
468,35.3020936245923,37.533350972939736
469,35.321280219798446,37.61161318758668
470,35.324367673721724,37.68987540223362
471,35.36293357512535,37.76813761688056
472,35.369574143330944,37.8463998315275
473,35.39393726699767,37.92466204617444
474,35.47142327033322,38.00292426082138
475,35.4745107242565,38.08118647546832
476,35.477598178179775,38.15944869011526
477,35.577500661416344,38.2377109047622
478,35.68190838725512,38.31597311940914
479,35.6849958411784,38.394235334056084
480,35.68607553276483,38.472497548703025
481,35.703217128188356,38.550759763349966
482,35.76520856702514,38.629021977996906
483,35.76829602094842,38.70728419264385
484,35.7713834748717,38.78554640729079
485,35.80905530913287,38.86380862193773
486,35.86971496729281,38.94207083658467
487,36.00086705559493,39.02033305123161
488,36.025392601861014,39.09859526587855
489,36.04952350649843,39.17685748052549
490,36.09576315633262,39.25511969517243
491,36.161398475845,39.33338190981937
492,36.21086571091705,39.411644124466314
493,36.28079063653469,39.489906339113254
494,36.38826118126672,39.568168553760195
495,36.435698309893766,39.646430768407136
496,36.48144583830709,39.72469298305408
497,36.55480572316283,39.80295519770102
498,36.557893177086115,39.88121741234796
499,36.61008653610943,39.9594796269949
500,36.613173990032706,40.03774184164184
501,36.749519808271444,40.11600405628878
502,36.77589297004468,40.19426627093572
503,36.85337897338023,40.27252848558266
504,36.856466427303516,40.3507907002296
505,36.859553881226795,40.42905291487654
506,36.8796134182481,40.507315129523484
507,37.04011119282326,40.585577344170424
508,37.080072963911746,40.663839558817365
509,37.13566044514926,40.742101773464306
510,37.13874789907254,40.82036398811125
511,37.14183535299582,40.89862620275819
512,37.18474128832525,40.97688841740513
513,37.244096370119145,41.05515063205207
514,37.387660579646976,41.13341284669901
515,37.39074803357026,41.21167506134595
516,37.412642073458514,41.28993727599289
517,37.56180826122899,41.36819949063983
518,37.56489571515227,41.44646170528677
519,37.61718456930872,41.52472391993371
520,37.620272023232,41.602986134580654
521,37.77355411452952,41.681248349227594
522,37.809156642056934,41.759510563874535
523,37.854904170470256,41.837772778521476
524,37.94174628134633,41.91603499316842
525,38.03031987853571,41.99429720781536
526,38.159076436653535,42.0725594224623
527,38.17440546280137,42.15082163710924
528,38.177492916724646,42.22908385175618
529,38.180580370647924,42.30734606640312
530,38.22433126699166,42.38560828105006
531,38.291673073229084,42.463870495697
532,38.29476052715236,42.54213271034394
533,38.440745866145086,42.62039492499088
534,38.53701625188633,42.698657139637824
535,38.629267139559616,42.776919354284765
536,38.69203138095507,42.855181568931705
537,38.69511883487835,42.933443783578646
538,38.69820628880163,43.01170599822559
539,38.70129374272491,43.08996821287253
540,38.73813108850631,43.16823042751947
541,38.81218398957917,43.24649264216641
542,38.815271443502446,43.32475485681335
543,38.818358897425725,43.40301707146029
544,38.82575344954707,43.48127928610723
545,38.82884090347035,43.55954150075417
546,38.869621208108235,43.63780371540111
547,38.972199004707065,43.71606593004805
548,38.97528645863034,43.794328144694994
549,39.083308417350686,43.872590359341935
550,39.086395871273965,43.950852573988875
551,39.08948332519724,44.029114788635816
552,39.09257077912052,44.10737700328276
553,39.09565823304381,44.1856392179297
554,39.098745686967085,44.26390143257664
555,39.121850177972334,44.34216364722358
556,39.223484113425926,44.42042586187052
557,39.32493941194314,44.49868807651746
558,39.36019681505359,44.5769502911644
559,39.40297617818908,44.65521250581134
560,39.41900690606194,44.73347472045828
561,39.48687901215916,44.81173693510522
562,39.489966466082436,44.889999149752164
563,39.49305392000572,44.968261364399105
564,39.54252115507777,45.046523579046045
565,39.603581773750946,45.124785793692986
566,39.72075132814895,45.20304800833993
567,39.7982373314845,45.28131022298687
568,39.80132478540778,45.35957243763381
569,39.80441223933106,45.43783465228075
570,39.878354992125075,45.51609686692769
571,39.881442446048354,45.59435908157463
572,39.93608011183575,45.67262129622157
573,40.03422414633084,45.75088351086851
574,40.03731160025412,45.82914572551545
575,40.08566087441682,45.90740794016239
576,40.162206751981664,45.985670154809334
577,40.16529420590494,46.063932369456275
578,40.16838165982823,46.142194584103216
579,40.20521900560963,46.220456798750156
580,40.220300500729664,46.2987190133971
581,40.277176054634566,46.37698122804404
582,40.34759328382377,46.45524344269098
583,40.466258639281754,46.53350565733792
584,40.46934609320503,46.61176787198486
585,40.47243354712832,46.6900300866318
586,40.53037852349617,46.76829230127874
587,40.54964852867034,46.84655451592568
588,40.630923326992864,46.92481673057262
589,40.63854739571502,47.00307894521956
590,40.658644718248354,47.081341159866504
591,40.74435916022534,47.159603374513445
592,40.74744661414862,47.237865589160386
593,40.83487301421941,47.316127803807326
594,40.8379604681427,47.39439001845427
595,40.872699408981696,47.47265223310121
596,40.93943723397216,47.55091444774815
597,40.942524687895435,47.62917666239509
598,40.945612141818714,47.70743887704203
599,41.05904370760744,47.78570109168897
600,41.10019892222758,47.86396330633591
601,41.221534470504366,47.94222552098285
602,41.33350159209105,48.02048773562979
603,41.403532377617715,48.09874995027673
604,41.411006828500845,48.177012164923674
605,41.414094282424124,48.255274379570615
606,41.474276774986095,48.333536594217556
607,41.49128878090736,48.411798808864496
608,41.5478467653145,48.49006102351144
609,41.55093421923778,48.56832323815838
610,41.55402167316106,48.64658545280532
611,41.55710912708434,48.72484766745226
612,41.56019658100762,48.8031098820992
613,41.5632840349309,48.88137209674614
614,41.58965719670414,48.95963431139308
615,41.59274465062742,49.03789652604002
616,41.60353852633109,49.11615874068696
617,41.71532598324886,49.194420955333904
618,41.718413437172146,49.272683169980844
619,41.78112702387164,49.350945384627785
620,41.86304599068604,49.429207599274726
621,41.873626094117135,49.50746981392167
622,41.95891086709156,49.58573202856861
623,42.07825691542608,49.66399424321555
624,42.08134436934937,49.74225645786249
625,42.084431823272645,49.82051867250943
626,42.08751927719592,49.89878088715637
627,42.12931795493638,49.97704310180331
628,42.13240540885966,50.05530531645025
629,42.13549286278294,50.13356753109719
630,42.161454622030334,50.21182974574413
631,42.23664698239172,50.290091960391074
632,42.32729833606035,50.368354175038014
633,42.37699213197866,50.446616389684955
634,42.38007958590194,50.524878604331896
635,42.459445859906765,50.60314081897884
636,42.46253331383004,50.68140303362578
637,42.502970837125574,50.75966524827272
638,42.510594905847725,50.83792746291966
639,42.59025502872713,50.9161896775666
640,42.63646468568984,50.99445189221354
641,42.686158481608146,51.07271410686048
642,42.72127306359333,51.15097632150742
643,42.724360517516615,51.22923853615437
644,42.81797302115892,51.30750075080132
645,42.87593970460434,51.38576296544827
646,42.91709491922448,51.46402518009522
647,42.96963349877656,51.542287394742175
648,42.972720952699845,51.62054960938913
649,43.07248714706873,51.69881182403608
650,43.075574600992006,51.77707403868303
651,43.10359009041794,51.85533625332998
652,43.204627177806415,51.933598467976935
653,43.2077146317297,52.01186068262389
654,43.34651136607699,52.09012289727084
655,43.38394380074975,52.16838511191779
656,43.40766375025355,52.24664732656474
657,43.469705544376644,52.324909541211696
658,43.47279299829992,52.40317175585865
659,43.492890320833254,52.4814339705056
660,43.55446642277744,52.55969618515255
661,43.557553876700716,52.6379583997995
662,43.560641330623994,52.716220614446456
663,43.56372878454728,52.79448282909341
664,43.705665348444114,52.87274504374036
665,43.92381026351909,52.951007258387314
666,43.92689771744237,53.02926947303426
667,43.99402777576478,53.10753168768122
668,44.04527093663058,53.18579390232817
669,44.06154160961749,53.26405611697512
670,44.06462906354078,53.342318331622074
671,44.075209166971874,53.42058054626902
672,44.07829662089515,53.49884276091598
673,44.11838220593374,53.57710497556293
674,44.12146965985703,53.65536719020988
675,44.124557113780305,53.733629404856835
676,44.127644567703584,53.81189161950378
677,44.13073202162686,53.89015383415074
678,44.13381947555014,53.96841604879769
679,44.222006742016596,54.04667826344464
680,44.225094195939874,54.124940478091595
681,44.2909151569639,54.20320269273854
682,44.294002610887176,54.2814649073855
683,44.29709006481046,54.35972712203245
684,44.30017751873374,54.4379893366794
685,44.30326497265702,54.516251551326356
686,44.35643006412499,54.5945137659733
687,44.35951751804827,54.67277598062026
688,44.36260497197155,54.75103819526721
689,44.365692425894835,54.82930040991416
690,44.36877987981811,54.907562624561116
691,44.37186733374139,54.985824839208064
692,44.40544374174431,55.06408705385502
693,44.408531195667585,55.142349268501974
694,44.495203225853835,55.22061148314892
695,44.498290679777114,55.29887369779588
696,44.55568715114078,55.377135912442824
697,44.58530028617233,55.45539812708978
698,44.588387740095605,55.533660341736734
699,44.591475194018884,55.61192255638368
700,44.6402412773587,55.69018477103064
701,44.665542061203205,55.768446985677585
702,44.66862951512648,55.84670920032454
703,44.67171696904977,55.924971414971495
704,44.77046402464122,56.00323362961844
705,44.81403426221398,56.0814958442654
706,44.83322085742013,56.159758058912345
707,44.86481154864312,56.2380202735593
708,44.8678990025664,56.316282488206255
709,44.874539570771994,56.3945447028532
710,44.91462515581058,56.47280691750016
711,44.91771260973387,56.551069132147106
712,44.92080006365715,56.62933134679406
713,44.923887517580425,56.707593561441016
714,45.01420978157494,56.78585577608796
715,45.10457272048577,56.86411799073492
716,45.10766017440905,56.942380205381866
717,45.20741936614307,57.02064242002882
718,45.220714806583814,57.098904634675776
719,45.263494169719294,57.177166849322724
720,45.26658162364258,57.25542906396968
721,45.41790106077353,57.33369127861663
722,45.54485707136037,57.41195349326358
723,45.63830056918972,57.49021570791054
724,45.70709520837134,57.568477922557484
725,45.769137002494446,57.64674013720444
726,45.852999508041464,57.72500235185139
727,45.85608696196474,57.80326456649834
728,45.935241930123354,57.8815267811453
729,46.00143840093449,57.959788995792245
730,46.04251151145375,58.0380512104392
731,46.04559896537703,58.11631342508615
732,46.04868641930031,58.1945756397331
733,46.14489330590002,58.27283785438006
734,46.172321028473135,58.351100069027005
735,46.20879312247102,58.42936228367396
736,46.21188057639431,58.50762449832091
737,46.214968030317586,58.58588671296786
738,46.2799892072052,58.66414892761482
739,46.376085048464745,58.742411142261766
740,46.41110371257145,58.82067335690872
741,46.54796160272559,58.89893557155567
742,46.63842097819293,58.97719778620262
743,46.70179318665351,59.05546000084958
744,46.70488064057679,59.133722215496526
745,46.721767489334894,59.21198443014348
746,46.7418270263562,59.29024664479043
747,46.820665254598524,59.368508859437384
748,46.86207620921079,59.44677107408434
749,46.86516366313407,59.52503328873129
750,46.930382681531526,59.60329550337824
751,46.972528842541394,59.68155771802519
752,46.97561629646467,59.759819932672144
753,46.97870375038795,59.8380821473191
754,46.98179120431123,59.91634436196605
755,47.01735715872835,59.994606576613
756,47.02044461265163,60.07286879125995
757,47.02353206657491,60.151131005906905
758,47.07213865668139,60.22939322055386
759,47.123330170583706,60.30765543520081
760,47.216132852112025,60.38591764984776
761,47.219220306035304,60.46417986449471
762,47.22230775995858,60.542442079141665
763,47.25742234194377,60.62070429378862
764,47.35084843896465,60.69896650843557
765,47.406286793350546,60.77722872308252
766,47.409374247273824,60.85549093772947
767,47.4124617011971,60.933753152376426
768,47.51447968234639,61.01201536702338
769,47.51756713626967,61.09027758167033
770,47.603290006673696,61.16853979631728
