Time(Iteration),EpsilonGreedyMultiArmedBandit,UCBMultiArmedBandit,TSMultiArmedBandit,PHEMultiArmedBandit
0,0.35712421388924864,0.45497039018329904,0.4340786689970888,0.45497039018329904
1,0.6806533984605985,0.7808106924961373,0.7131920610886997,0.7808106924961373
2,1.0622952967654076,1.1187786558169615,1.110127864868671,1.1187786558169615
3,1.4328895014787921,1.5100805570225984,1.6059385604912293,1.5100805570225984
4,1.746069249338586,2.0386127153017677,1.9823214059273533,2.0386127153017677
5,1.9918637971371111,2.3239136170471486,2.3140410272141083,2.3239136170471486
6,2.250497703333322,2.664469888412291,2.655415653347706,2.664469888412291
7,2.467327049986772,2.9622565025668055,3.0062621576456023,2.9622565025668055
8,2.610963410082508,3.3357744694998317,3.362807369505879,3.3357744694998317
9,2.8469395618489797,3.7845303569031516,3.8987205363429234,3.7845303569031516
10,3.093644122553191,4.078982050911898,4.356771030126057,4.078982050911898
11,3.237311510049273,4.524930739784761,4.627215581233377,4.524930739784761
12,3.498722118248728,4.92046331671173,5.0269446794272765,4.92046331671173
13,3.7276865181232437,5.3078295122488495,5.386238346114235,5.3078295122488495
14,4.02482880994336,5.73989872223319,5.79432216935332,5.73989872223319
15,4.265454228952058,6.139704650964143,6.264442525382857,6.139704650964143
16,4.525313488243828,6.489997358753908,6.672976259847078,6.489997358753908
17,4.800807986427764,6.818850784896414,7.025602666932906,6.818850784896414
18,5.097774405168364,7.137444145530378,7.323667665226296,7.137444145530378
19,5.342059284620966,7.502305094875576,7.593893006182848,7.502305094875576
20,5.588373688992524,7.791513404401506,7.887007244510644,7.791513404401506
21,5.837713057102102,8.101230376976075,8.211301666517564,8.101230376976075
22,6.039217833820391,8.511288554847456,8.519860904046634,8.511288554847456
23,6.2554704396831955,8.9095029581197,8.752109715642588,8.9095029581197
24,6.42443167351186,9.346553313057807,9.09019199889873,9.346553313057807
25,6.604580762436674,9.40324173082903,9.237021942401189,9.612462658436915
26,6.779488873879837,9.473107833933025,9.406026877422903,9.85751771025949
27,6.927914334305858,9.601370043336939,9.531465602850295,10.132989061683837
28,7.083964413644897,9.79348608973831,9.613542149365646,10.383527000936247
29,7.255412564541774,10.009879106543698,9.680682816838134,10.66938313525052
30,7.422808294071551,10.241130615127933,9.771401811496368,10.876576901605281
31,7.584872743944194,10.485371288355466,9.884189100376183,11.18119001072323
32,7.824952040876289,10.689587746635262,9.949087889881518,11.51284882590427
33,7.949987300979241,10.986423357765801,10.036803718251743,11.896047606799653
34,8.097860184072498,11.284616962495061,10.124816328457815,12.225530130325316
35,8.185520111598493,11.60829874829788,10.211010526712503,12.544303600834702
36,8.390521310140482,11.95637091465438,10.315763337509484,12.82685496945641
37,8.576505463492405,12.371100040292433,10.384719429967365,13.228121117957574
38,8.702848985268608,12.751833455704341,10.444321582384474,13.57333609615396
39,8.932797638517599,13.174755001717628,10.484347059162053,13.939585266242464
40,9.086962252988812,13.636218272654677,10.54806017003258,14.348816215445073
41,9.198603167444789,14.11701273270649,10.613396352481573,14.729499705180544
42,9.383368523585073,14.578772449706307,10.655343207440067,15.122320664621217
43,9.524853451637231,15.113672288709063,10.732242474840216,15.54207018693575
44,9.689528875291087,15.653716214881593,10.789719945474339,15.993357530151135
45,9.936092641029772,16.204476116156293,10.846201532375204,16.540542163818223
46,10.124209623490398,16.684390325701617,10.928883624271375,17.057167497923743
47,10.20667119277229,17.201450689007295,11.004106713075258,17.540173665429197
48,10.317821056001367,17.840988269752216,11.079778220273354,18.129073377165884
49,10.550304041208298,18.411445686910273,11.12790368129867,18.69310662611561
50,10.774728572297391,18.582091457630725,11.265811955422162,19.036829358250404
51,10.951053770963139,18.711576356541624,11.340799204167652,19.350343868473047
52,11.090883047040059,18.846272513291808,11.438547566988188,19.55020076543006
53,11.240001232392483,19.094053925986167,11.460810666566339,19.75986231978633
54,11.339975424253119,19.289953642199443,11.53823931026889,20.048895608929243
55,11.482622734389292,19.490933082570628,11.623643777624746,20.273825960280938
56,11.580293203935666,19.74344310450342,11.681210672939327,20.530059350600556
57,11.732819954003592,19.9688387962483,11.79160107825666,20.9108962757198
58,11.892907577781664,20.243358556387005,11.938440863279974,21.300425981112404
59,12.166159010079767,20.4210098369904,12.032398951596706,21.575420666296335
60,12.309371890377896,20.678408491015297,12.16300305455343,21.913873163831447
61,12.525042593598892,20.878273978500456,12.25975231340927,22.206372191346183
62,12.685185907823788,21.25830802419579,12.319601295507457,22.53740033291384
63,12.821015958320539,21.52174116819954,12.464666940321246,23.063519575502408
64,13.0387149145247,21.91713207606546,12.560424674290207,23.42332253270365
65,13.177915915194982,22.141938992897334,12.615150371494044,23.88195753941567
66,13.327892765993997,22.476934458716045,12.723701601135598,24.341846233099165
67,13.454148286175746,22.765669843027013,12.811156902662836,24.582109883310824
68,13.560279129313091,23.14791548808175,12.881198420590284,24.995677001843337
69,13.646881740979044,23.534249847363615,12.947536283253047,25.483143333112338
70,13.934596694038996,23.887562062240747,13.03225931147503,25.988728432530515
71,14.106531372372098,24.224132153875097,13.128344563549874,26.47693664673809
72,14.192013871923953,24.524654067902922,13.25011140601828,26.976170616591542
73,14.289674139101132,24.843272437229142,13.337540938419437,27.394734820340307
74,14.351419417794096,25.206811862640826,13.406423168802249,27.795404766972307
75,14.480466304987633,25.564023270909647,13.52453615256815,28.182214615474482
76,14.564835673395814,26.033705827695456,13.621729649900596,28.46795531622549
77,14.683886808487742,26.299837593805904,13.680657646525779,28.791143656135347
78,14.782407459598378,26.575946941574255,13.79284367389742,29.004194227158546
79,14.899473296513785,26.953224435930224,13.896438771265071,29.238163391079432
80,15.099282316448974,27.22705451618259,13.974793970594728,29.503809803585806
81,15.289951472504535,27.649935030024846,14.036874329855792,29.789278139379803
82,15.39759334825404,27.98674583347064,14.154179573270246,30.027440059846004
83,15.537479433866451,28.364956058980813,14.214083499273759,30.34430152672676
84,15.621256709750062,28.71957550310888,14.26648670349744,30.666891514695017
85,15.731982059446858,28.98412308748657,14.320158295707742,30.984514627648405
86,15.90570946318823,29.396536709229593,14.392509511472223,31.2859211349356
87,16.06516182007175,29.658687276298537,14.446851617071285,31.73928906145083
88,16.166333456133167,29.960670810138936,14.546203392491648,32.2021837842769
89,16.273877453500475,30.1775913939857,14.61160729525048,32.555386742795534
90,16.438238879989342,30.502819833446825,14.69168999217068,32.918091866399756
91,16.49031342218173,30.812907460751727,14.775276784742294,33.28944345888842
92,16.607006983014376,31.12272059491866,14.805006760467151,33.73304731113946
93,16.64944527447178,31.44540910885842,14.850166772684085,34.09767997173348
94,16.741053388084005,31.695621657271865,14.938007557676304,34.54315496684278
95,16.935593426401912,32.052324771715845,15.013893226638848,35.00522752425803
96,16.984761570243652,32.30404058795884,15.109166087863795,35.54822318931179
97,17.060350034937656,32.56621303109013,15.195085763790349,35.993101677979844
98,17.209188054384995,32.85686096095901,15.261086952570205,36.45622139969907
99,17.33080433626995,33.20536650113144,15.325350602322724,36.820687957572645
100,17.414549224924087,33.43849132223366,15.351757931664418,37.221971884584704
101,17.549537268709038,33.72320413265864,15.405490861115714,37.607103856816956
102,17.71270582857178,33.992999832046834,15.495022388547358,38.03841913531373
103,17.754199483861388,34.27857598950027,15.510094650809913,38.32893758600646
104,17.884710288408463,34.61633659523079,15.609152922732019,38.60752057138059
105,17.958633570442462,34.87202382084443,15.6590160179744,38.88636512496422
106,18.047409216188726,35.09710428489912,15.755265610983816,39.13821281151779
107,18.150246424729033,35.45446404023421,15.786418926203382,39.44017949392839
108,18.19965364989777,35.778477290361494,15.876932551688517,39.725417796178014
109,18.36888098724055,36.04682733848486,15.955690581849641,39.99922492517588
110,18.5239363872846,36.399310049218236,15.997310723653019,40.383807340096574
111,18.66300770293305,36.746216471455156,16.029025527469972,40.64300196734929
112,18.85666076193827,37.03169575951439,16.06040937939234,40.97073861141058
113,18.972571875082593,37.36182623344181,16.158217448280876,41.30335254927671
114,19.113280444564158,37.661107982182834,16.213053033949194,41.68299609772173
115,19.156953322860847,38.00765921041405,16.300295383823237,42.25162394588598
116,19.285319981625232,38.270828565156464,16.348428196100443,42.59332249958865
117,19.50296696100264,38.598505042551785,16.450817848329347,43.10042394521291
118,19.595781845354015,38.815109707233816,16.547077145488593,43.44100719184194
119,19.723867251609114,39.207738538193624,16.60880894798921,43.806419250625076
120,19.85139613308751,39.59401303645414,16.69998501356033,44.19944488175675
121,19.996929935153616,39.73610959219873,16.799660994137888,44.62814225451862
122,20.04980676866798,39.99751163471478,16.928303917314217,45.11977539630526
123,20.1420261778396,40.31859220370917,16.995068251807353,45.48268595490897
124,20.305101652453715,40.69411538017405,17.09595581469258,45.914736935379544
125,20.349103712959543,41.04795431512848,17.169303133988215,46.35165550092877
126,20.45227964564307,41.299836180251035,17.256818403388486,46.725578695314354
127,20.5151067666203,41.61055982080791,17.331370328107056,46.964507189020225
128,20.559108827126128,41.85851872481364,17.469764244403947,47.2223843826338
129,20.662574921290123,42.1686228002643,17.521035621386282,47.52805467001845
130,20.828864721751074,42.55049711624419,17.552526534177744,47.74442126032927
