Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBBanditTheta
0,0.9841366185980741,0.9756243046428905
1,0.9754872576387317,0.9664270809502714
2,0.9754564835067873,0.956303591052091
3,0.9452744514965247,0.9404527730413392
4,0.9389776355096784,0.9174269905899394
5,0.9371698338147365,0.9082245937466367
6,0.9259038450141437,0.889705256425715
7,0.9067254837830602,0.868462696544239
8,0.9060866942562165,0.8362380510140113
9,0.8525852727765194,0.8261402227355648
10,0.8502510703336273,0.8148276714373124
11,0.8491952443827252,0.8100683395944012
12,0.841511215668605,0.7798859550667319
13,0.8401962915092769,0.7411635580350973
14,0.8376532750552842,0.7105136062062086
15,0.8337966156819594,0.6742216465858422
16,0.8320237213557489,0.6611097022083926
17,0.8301164604033119,0.6131860593661586
18,0.8285953555786245,0.5919519765408451
19,0.8280615870436083,0.5588070631234711
20,0.8264016826548424,0.5548869176507865
21,0.8110918915453997,0.5477072512509203
22,0.8110759639491653,0.5223303706711239
23,0.8103731340792468,0.48734732706699074
24,0.8093963874442425,0.45884896623752924
25,0.8026864150419657,0.4576422997786927
26,0.8022785460625643,0.4568322554165286
27,0.795885431983602,0.4492056911155341
28,0.7924476352131125,0.44925965319074257
29,0.7899750879375589,0.4472435788947311
30,0.7899568464860403,0.44568137500602123
31,0.7858774456510321,0.4447889537658433
32,0.7839017985179049,0.443459241118339
33,0.7812274007868105,0.44336630555734696
34,0.7815882955919607,0.4433708622760711
35,0.7791094395900111,0.4432991156167505
36,0.7772776158616916,0.4435904760803078
37,0.7777158949191637,0.44356086296754427
38,0.7714657321423648,0.44376116137245714
39,0.7679896086149388,0.44375267432923754
40,0.7672229941746067,0.44385365491475237
41,0.7677850546084564,0.44010466252541525
42,0.7650429137191725,0.44025094357868405
43,0.7639843442100325,0.4405349167780572
44,0.7616537496807654,0.4403723078565531
45,0.746358681972401,0.4399916793225037
46,0.7459135734073745,0.4399000007658106
47,0.7347901937032667,0.43982231376886427
48,0.7347073533244013,0.43991503911071594
49,0.7342271789366961,0.4398882866845783
50,0.7343114132681755,0.4399401785566493
51,0.728157546037941,0.43995743862746756
52,0.7292860191071007,0.4396556520588975
53,0.7289744254737649,0.44035306734045704
54,0.7275664110261914,0.44038372326072733
55,0.713514731582044,0.440664858251339
56,0.7138085199137779,0.44064891269902595
57,0.713631836141214,0.44053175593001936
58,0.7122304920064713,0.4406291067206721
59,0.708001378799243,0.4404918513918166
60,0.7063749276859632,0.4404526423562373
61,0.7081497385859812,0.4404834864307884
62,0.701623470430477,0.43927590485984336
63,0.7015536614146795,0.43928325861398065
64,0.6922315213770919,0.43934150346333745
65,0.692139395410341,0.43935281714146013
66,0.6921789494313624,0.4392974086002862
67,0.6895106651111165,0.43926156493509544
68,0.6854703067179917,0.4392790308849574
69,0.6849182621117331,0.43931109253269796
70,0.682472301041328,0.4391752150373998
71,0.6768237982680667,0.4391467157946384
72,0.6760908542425667,0.4391086975592763
73,0.6758117925102977,0.4391142853637956
74,0.673352150678641,0.4392023235562162
75,0.669231779110466,0.4390210608256793
76,0.6692402283677852,0.4390202162018332
77,0.6695651523005728,0.4378288990994144
78,0.6691797448863203,0.43783367733942197
79,0.6691651771131523,0.43781059707275755
80,0.6697181770491937,0.4376270631058783
81,0.6665901316782056,0.4375510744315762
82,0.6657467525890133,0.4375502291717809
83,0.6640294798440574,0.4375403999078432
84,0.6625617222777389,0.43750076251319514
85,0.6625538601568809,0.43750324830668247
86,0.6631347651204194,0.4375025461318181
87,0.6475194183138255,0.43751841345676884
88,0.643089749169939,0.43750646497169055
89,0.6429536959084589,0.4375062564206137
90,0.6420753018762593,0.4375069636009975
91,0.6326917357150014,0.4375167698242711
92,0.6334850914888702,0.4375151655710982
93,0.633922911822471,0.4375157386495516
94,0.6339498128475641,0.4375205558131798
95,0.6325336569573284,0.437514209279374
96,0.6302488618286893,0.43752273823280624
97,0.6256900330446223,0.437516778827976
98,0.6250652955061919,0.4375388993906014
99,0.6226665619508578,0.4375467249964181
100,0.6225855363702538,0.43767457766614787
101,0.6217135749623267,0.43766368179958687
102,0.6176792719655146,0.43765524872544564
103,0.6180363825711559,0.4376767892013967
104,0.6151572844440923,0.43768611543986413
105,0.6161883839292555,0.4377107426095713
106,0.6158382323381832,0.43768142635872354
107,0.6073066057172303,0.43767620738096336
108,0.5991412566148384,0.43766101169608707
109,0.5981752521561049,0.43765262543187466
110,0.5981346293766944,0.4376404993132012
111,0.5981385087125302,0.4376435674235443
112,0.5981372532925183,0.43763481729222714
113,0.5978608463898997,0.43762927570414123
114,0.5821313483759323,0.4376093546335486
115,0.5818012130453812,0.43708373360214053
116,0.5816558358898942,0.43708880835514713
117,0.5805843909736427,0.4370901729994259
118,0.5806230589689985,0.43710870697355053
119,0.5787676183932793,0.43711322958244886
120,0.5766197717198972,0.4371167029412485
121,0.5671657929980062,0.43710974191441243
122,0.5488661406613179,0.4371078088969608
123,0.5487501000521828,0.43708982858926326
124,0.5487786862750156,0.4371016507387764
125,0.5322311653067863,0.4370839528924275
126,0.5302805199608701,0.43709335834822094
127,0.529479894654626,0.43708985128156624
128,0.529514795251538,0.43710408242533977
129,0.5296149352337962,0.4371123730018674
130,0.5277228252798019,0.4370928426400729
131,0.5276534738640001,0.4370917181955982
132,0.5287608844435913,0.4371026407326604
133,0.511752402411084,0.43710499968482014
134,0.49378827251613044,0.4370995879574561
135,0.4937729279919675,0.4371021656529862
136,0.4948333131666887,0.43710329576039253
137,0.49077118149762705,0.43710639888175873
138,0.4857741885743054,0.43709645283080967
139,0.4864853356623892,0.4370983571388143
140,0.4862578945875585,0.43708463500236594
141,0.48543116657414903,0.43708945600867566
142,0.4852931183142809,0.43727728187223375
143,0.4852694551625464,0.43693622767566237
144,0.48420998512121105,0.43692219591666676
145,0.4845727019400627,0.43692285388166097
146,0.4845540084570824,0.43692821440866
147,0.4802558771928738,0.4369143125390491
148,0.48146681630398475,0.4369068411423985
149,0.4759401852720392,0.4369096153661357
150,0.47500622145545146,0.4369062619610874
151,0.4749920278471541,0.4369012233501922
