Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBBanditTheta
0,0.9888703697838098,1.0007174700590673
1,0.9818303259110686,0.9871092727162308
2,0.9785371453049025,0.9759923760610099
3,0.9485406825602114,0.956455602662581
4,0.9437325633812923,0.9291665371722345
5,0.9383286012796079,0.9274769312942256
6,0.931077821921118,0.9103755762069529
7,0.9104931248499281,0.8883638943542209
8,0.9099405568019983,0.8850880218987103
9,0.8998076199470748,0.8880725288134039
10,0.8968667709887435,0.8661493796870305
11,0.8949734602684893,0.8588781060255762
12,0.8923733040059363,0.8417429485963519
13,0.877835595877903,0.8440586196131582
14,0.8787935746515381,0.8416312921255905
15,0.8760917385377397,0.8345156905116797
16,0.8761828736231136,0.8175963152309578
17,0.8745268613445496,0.8097090476771808
18,0.8722749325539534,0.7919489026812999
19,0.8728001962382672,0.7900120042884013
20,0.8676927375148973,0.7887220305264112
21,0.870615445397583,0.7553233807239124
22,0.8656691328016685,0.748168537020606
23,0.8663096095304835,0.7522683266748056
24,0.8645885492710941,0.7463030313413536
25,0.8642461574015009,0.7444800693299296
26,0.8579843555490324,0.7520892539320441
27,0.8582305079014969,0.7528893258319439
28,0.8473874399952939,0.7474880750394916
29,0.8489478295795898,0.7479764942592168
30,0.8449603046818135,0.7493319793340473
31,0.8459684546943398,0.7429644699163247
32,0.8417431818405676,0.7398931088256415
33,0.8415225463557585,0.7302130334261405
34,0.8431252082898769,0.731145476684687
35,0.8433929977885372,0.725229931304069
36,0.8434749644529915,0.7261831282954674
37,0.8316368581837038,0.7299095456108788
38,0.829089921390293,0.7310154988259052
39,0.8293548248046869,0.7312018085754669
40,0.826589302539978,0.7308543458880108
41,0.8231053806345718,0.7257391556402031
42,0.8228493760931302,0.7273344529919463
43,0.8217390646599018,0.7292960117468568
44,0.8070448495266371,0.7311670566801362
45,0.8041167891835534,0.7268172760273424
46,0.804022938913293,0.73024738952616
47,0.8014313509671208,0.7304288000542422
48,0.8006193721787197,0.7299648321000048
49,0.7941959347319438,0.7315011737250041
50,0.7917310060671258,0.72947136985482
51,0.7918508586665698,0.7281583873744865
52,0.7873094506520353,0.7282765290252231
53,0.7936211147387416,0.7297933508208352
54,0.7886108219135435,0.7266565254124012
55,0.7901092123861063,0.7265484510328203
56,0.7874802712800885,0.7253081502825418
57,0.7874193286760456,0.7217839663031632
58,0.7901812645569757,0.7237653920684198
59,0.7890324809647287,0.7251014022498039
60,0.7909051426443348,0.7231138619378245
61,0.7908164769114128,0.7235744906335596
62,0.7908844964108912,0.723708094574641
63,0.7871874947925243,0.7247402208797689
64,0.7843071552547164,0.7239528459984134
65,0.7827356526716406,0.724495937363028
66,0.7834834683694918,0.7222277767188456
67,0.7790785609377737,0.7221787988583743
68,0.7780152378997546,0.718136751340087
69,0.7775692143706429,0.7180152078896335
70,0.7713092923761351,0.7165878714529943
71,0.7689814498887305,0.716315382279847
72,0.7682933247294577,0.7159583489746871
73,0.7679410914655348,0.7157416362876987
74,0.7679600823061085,0.7155076895161834
75,0.7685104631325229,0.7136522273343135
76,0.769297869521156,0.7129919731947456
77,0.7696912787209963,0.7133782276003628
78,0.7684710492192677,0.7092715047817899
79,0.7686307760801709,0.7094543289888714
80,0.767113993839817,0.7091037446205415
81,0.7610995098142641,0.7095707190682882
82,0.7601651561985987,0.7101153013404697
83,0.7622962893279327,0.7082041612370205
84,0.7623376552815604,0.7026742144194859
85,0.7637654456344488,0.7046103449994784
86,0.760435801280008,0.7052784115573508
87,0.7641368851567082,0.7070468636795029
88,0.7645748045855878,0.7049709400270292
89,0.7631399575591045,0.7057073762432828
90,0.75409332895442,0.7062098936540684
91,0.7540523261283296,0.7056710991006956
92,0.7549331731761051,0.7037001600720796
93,0.7489037122022006,0.7034024288050797
94,0.7437082575094283,0.7031334253384421
95,0.7450328273578475,0.6973184876692056
96,0.7436067529763546,0.6949605971447671
97,0.7365417113316626,0.6955774933907426
98,0.7368127815763159,0.6978067015798493
99,0.7369390815417498,0.6961093639221116
100,0.7364251391081773,0.6955356576352064
101,0.736375586848319,0.6951321465211967
102,0.7363895746229655,0.6948380858056566
103,0.7371550828910106,0.696367373848977
104,0.7431298286319133,0.6965304169102093
105,0.7437187185640919,0.6962985398319894
106,0.7400915233694441,0.6978760975195768
107,0.737329502827001,0.6976395045471123
108,0.7373636401535523,0.6976075818832801
109,0.7347768140811882,0.6978606746609777
110,0.7306862352351142,0.6971931834033875
111,0.7337917973544614,0.6971321570726081
112,0.7371388754066555,0.6973482649459062
113,0.7394357246510393,0.6969574054126854
114,0.7400355541449312,0.6967505454382924
115,0.7443841269009007,0.697891740472268
116,0.7461548195518185,0.6979704942326577
117,0.7413054026142982,0.6956830645863054
118,0.741931880470242,0.6959351549201516
119,0.7406361470496494,0.6984048506255025
120,0.7405571127167261,0.7008988246290192
121,0.7406599861850511,0.7006905534545547
122,0.7404510287444592,0.7007477609000868
123,0.7379318313807847,0.699034848186128
124,0.7321009327787344,0.6990028387958491
125,0.7325915009409765,0.6980707370782577
126,0.7264708764405834,0.6986359285257804
127,0.7274179791493003,0.6969959083239505
128,0.7233087332322771,0.6969448974601633
129,0.7239840147900161,0.6966480619589731
130,0.7229976303156607,0.6969760417643356
131,0.7246838353859338,0.6977099896622311
132,0.7262898832874995,0.6980248044667904
133,0.7257475154287463,0.6977151189434662
134,0.7232497669797633,0.6979274236337144
135,0.7182439264725984,0.6978653920104081
136,0.720056889861629,0.6978067987318077
137,0.7194489896452102,0.6978606319537091
138,0.7200576553525722,0.6979793306783492
139,0.7200373839317797,0.6972209334564405
140,0.7197131684738713,0.6976170441631059
141,0.7186683615136285,0.6974881174288269
142,0.7158727620866909,0.6933369588366634
143,0.7147940102726758,0.6931460250998207
144,0.7147437717950635,0.6933757364427319
145,0.7141422942546505,0.693473699739892
146,0.71463821218493,0.6934981263362694
147,0.7135091332960961,0.6935336350837219
148,0.7142052441113859,0.6936246013599091
149,0.7142886333517324,0.6942088183700552
150,0.7101560630047551,0.6940277973798458
151,0.7108719521753235,0.6938176536849615
152,0.7072556273453638,0.6927983139447109
153,0.7070504614291842,0.6949351068629598
154,0.7024257217522559,0.6927764016884079
155,0.703115138251958,0.6928208242274068
156,0.7034488645714246,0.6931506000017699
157,0.7021712890145558,0.6927619525457731
158,0.7007299948884981,0.6928164005211106
159,0.7003460243366054,0.6923282986271586
160,0.700631726767859,0.6921749495971404
161,0.691930908534631,0.6909871835238005
162,0.6965683755965936,0.6915130103529518
163,0.6943302912152934,0.6913062178837677
164,0.6960828109512935,0.6922289429648905
165,0.690115182327733,0.6925075782629962
166,0.6881630520922394,0.6917492073197419
167,0.6880483733226233,0.6915410989607056
168,0.6881423911865905,0.6916782164697477
169,0.6887722997935927,0.6851699841114354
170,0.6882178449125949,0.6847774565653804
171,0.6885080328019794,0.6847153591571005
172,0.6879351198890936,0.6846733342354365
173,0.6886462178675561,0.6842235871208843
174,0.6878340895213688,0.6795595776362385
175,0.6884373673253248,0.6794354628019988
176,0.690810281609613,0.6798850994415059
177,0.6937468623157155,0.6799996711454975
178,0.6937510782854297,0.6799948813897752
179,0.6948158385315133,0.6801001567731463
180,0.6947228023939562,0.6800875334621355
181,0.6891610062603208,0.6800535288771407
182,0.6875841397726736,0.6799385810052476
183,0.6892987829002707,0.6807129138164345
184,0.6928751059952827,0.6827061865877073
185,0.6925377855175995,0.6825890970425815
186,0.6931151605462817,0.6826847860090755
187,0.6939450281923902,0.6832873353477551
188,0.6936248701649528,0.6832437364761385
189,0.6902306099923696,0.6829756013102269
190,0.6905046606037322,0.6829830412941382
191,0.6859012444833662,0.6828927156999931
192,0.6858697824694426,0.6828254022732054
193,0.6858660851515912,0.6827231112957591
194,0.6856176509605169,0.6817961031442353
195,0.6818750754901332,0.6817035376607488
196,0.6817329173675282,0.6816188740077488
197,0.6818078397912597,0.6815097313134466
198,0.681832642088373,0.681495666794719
