Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBBanditTheta,LinPHEBanditTheta
0,0.9832369771175932,0.974384118391605,1.0915416112583678
200,0.5717651746616176,0.6653261879247251,228.11679707285035
400,0.5615899373573479,0.6636387550611896,459.14671004813056
600,0.538837922358942,0.6575809294147115,691.6975648194547
800,0.5408040310032355,0.6574142191790484,927.3869300352633
1000,0.4975858859696907,0.6551032460649324,1159.7941861774948
1200,0.48018076276582206,0.6516610219793049,1393.6287150292105
1400,0.48714338327144535,0.6489556766955176,1626.7942467976518
