Time(Iteration),EpsilonGreedyMultiArmedBandit,UCBMultiArmedBandit,TSMultiArmedBandit
0,0.3711085172024831,0.3735718709977345,0.45090564224924323
1,0.6831985139438963,0.7571691921722615,0.8335855743337481
2,1.0533692748521268,1.2084789192299517,1.2645410593884923
3,1.4466376888580528,1.6508693016339866,1.7441987975627442
4,1.7978109184652733,2.075793222462365,2.2486002215515675
5,2.178039527344473,2.5608070527474753,2.6571394574260294
6,2.5048975077013482,2.8914185943241675,3.049078844357283
7,2.764625867517505,3.331645543828638,3.4432790935026816
8,3.1897654233663797,3.7051697601605404,3.7407559227661387
9,3.632595906462978,4.078903413102877,4.1167123685485265
10,3.9715542733374916,4.477565904820582,4.520019919838946
11,4.238519810797955,4.808998213206767,4.910756362487972
12,4.520917418983864,5.140610252020094,5.303111675263931
13,4.683605571664581,5.537856263128154,5.699085384872502
14,4.957047628968779,6.028539087754674,6.094138410874994
15,5.261614429315748,6.436623576604665,6.465498941088231
16,5.489274866481599,6.841433190233666,6.7972998811131315
17,5.847131585923583,7.209724182937791,7.119720235718086
18,6.036383206541364,7.66923947444555,7.5241426335924
19,6.2363733204338505,8.092673066716431,8.005808060580513
20,6.388415273910313,8.465137205561408,8.405892505124687
21,6.722436393456917,8.786909362835175,8.775949349715464
22,6.94746014622681,9.214095224566474,9.108714649652143
23,7.182410662568526,9.570060159783505,9.459763271832262
24,7.33406284564216,9.953595487690366,9.747564145416005
25,7.610688749582768,9.968666579035954,9.909739751422686
26,7.882514427616696,10.093256746691818,10.006407104793414
27,8.130641911025496,10.283222946467488,10.171884957256502
28,8.316015725071152,10.507980858417788,10.276814626112174
29,8.510817342034365,10.70470688321516,10.313614270902821
30,8.669975937867829,10.88835664630452,10.429908824920771
31,8.877265942321733,11.153366303570696,10.574530950560474
32,9.121512806084079,11.457273237966625,10.66257219963526
33,9.288221005400843,11.72636023302776,10.786724077256071
34,9.446278564775783,11.977697617877958,10.85711485652718
35,9.651001435727089,12.327251470064311,10.94703943768631
36,9.808450934065492,12.699008106443953,10.996136123125279
37,10.123190971423663,13.073178798440239,11.096753359882605
38,10.348403872140047,13.412942714948418,11.192127587262203
39,10.551046172135504,13.742239105916465,11.333886497538238
40,10.736975909321576,14.133991083578005,11.47068248844585
41,10.966300285786893,14.439661247209377,11.594028444525208
42,11.101154666571578,14.90429769170009,11.730396180548949
43,11.361786131511288,15.215142370640327,11.836661478794666
44,11.592400503244836,15.600228803948706,11.914434345311566
45,11.74657932271214,15.978016336325842,12.029677945572697
46,11.912617866275468,16.2522625882844,12.144671691607394
47,12.06632952902935,16.516899120037582,12.2427665229127
48,12.257375498200968,16.964261071610338,12.426630483146008
49,12.394700945846433,17.227774926847374,12.527667536630483
50,12.519144611131871,17.64149032949056,12.580917989693218
51,12.656968590866077,17.892541937510437,12.699043303584375
52,12.820427555182249,18.223546197965817,12.79375684056068
