Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UCBMultiArmedBandit
49,9.855175352941234,10.647484844661856,16.63103831219923
50,10.029104457532345,10.812848866007512,16.989676782571436
51,10.174174220752219,11.053061745343758,17.18732382713867
52,10.33898684071529,11.220539623538997,17.63090806440274
53,10.397302165231437,11.420846284232447,17.99862972529078
54,10.568841734281477,11.684234728130882,18.297522345620493
55,10.647347995724747,11.774234971754009,18.581515853486266
56,10.811480339249504,11.896137460303361,18.88169494744742
57,10.962590505483668,11.998172313953692,19.210267174679398
58,11.063026489461688,12.188104353433094,19.50171006767541
59,11.145443672777672,12.265294064665941,19.840836936596325
60,11.223288147465649,12.405652485936624,20.072931023710005
61,11.390159170728229,12.557707402208228,20.303530357899454
62,11.435640885827954,12.737245880734031,20.584619831506778
63,11.481122600927678,12.856644176807109,20.822309875481867
64,11.633996876079783,12.976585151871515,21.03170192717568
65,11.762976949186555,13.182469029035127,21.298150294634294
66,11.844026525075122,13.280925575151468,21.516455382678753
67,11.935818034958201,13.41310319971588,21.874439335989656
68,12.148091132167838,13.54370514612135,22.160381608613708
69,12.311598380580405,13.629153276025969,22.38366601088004
70,12.376939700657154,13.779749974073288,22.748746061121523
71,12.502820106400716,14.01110827667571,22.975179471157904
72,12.749958691837842,14.14637795323417,23.305989681358266
73,12.848842258646792,14.204519524109358,23.66991017129682
74,12.932034061285202,14.384509775370892,23.937438254156756
75,12.981556731899108,14.513023991870256,24.13944442759492
76,13.033916055779105,14.695756201870235,24.43444869367809
77,13.093004718502815,14.869451351436789,24.67697863444163
78,13.22447096041694,14.927592922311977,24.923901266199643
79,13.406183989485465,15.068027621961548,25.22036636126581
80,13.562784303154126,15.287401042039827,25.480290316338287
81,13.641141475970809,15.399047143288985,25.80551062681581
82,13.816838359149866,15.608132814642683,26.11687194001064
83,13.956034805963947,15.784514516300016,26.235514023454282
84,14.065110309262185,15.95323595224861,26.505605260660598
85,14.108128026416072,16.113867376832925,26.679985162043103
86,14.195976221252687,16.20397271730489,26.848778416807914
87,14.28560076372697,16.35734805841581,27.083855751902824
88,14.383600198036499,16.515322824862196,27.358039480891268
89,14.436979109401355,16.630820648262365,27.58138812514297
90,14.478279404727974,16.77001844795008,27.870055706717267
91,14.67976088583723,16.897057352157628,28.13049554135795
92,14.857626914551878,16.955198923032818,28.402381555638527
93,14.970236253559799,17.019218672083475,28.672936386214285
94,15.097684204408356,17.118924579590075,28.82549320116139
95,15.267129112625208,17.25386669495998,29.12799778555447
96,15.36350806183753,17.4042745267339,29.399689095143465
97,15.493278149502942,17.462416097609086,29.70297770025091
98,15.577754520735905,17.60689164923526,30.007861936293217
99,15.709337844787806,17.66503322011045,30.22632490672705
100,15.924706794827191,17.819998145000316,30.551336764070122
101,15.980581520946973,18.00869994366827,30.78704055103923
102,16.125044777387327,18.190307361236076,31.050123617506177
103,16.288446539193476,18.355259482521326,31.22387680807707
104,16.419668697887428,18.459779407696367,31.499740566296857
105,16.507466745046592,18.603615901155436,31.744013614371028
106,16.64112262645734,18.688285701535413,32.005032862994575
107,16.676430062591514,18.780755030908896,32.24243083620845
108,16.74612411107311,18.91238196392502,32.44850685916775
109,16.781431547207287,19.071204878215703,32.69772764571509
110,16.886401331411356,19.18720140448158,32.9278682812954
111,17.015059149077192,19.227439926942708,33.22219691066387
112,17.07069967641118,19.34191473469416,33.44359723937844
113,17.093879991111187,19.438927960670803,33.65499106699182
114,17.19006029389931,19.631116066906543,33.821477557653566
115,17.28050219699324,19.713858096022385,34.10244012194083
116,17.372308207965986,19.92866515650788,34.332226430828804
117,17.42101384962273,20.08430592528389,34.50875690221723
118,17.44419416432274,20.192061753803824,34.84344216816635
119,17.563421085272655,20.26333116943735,35.08972726143652
120,17.711631197342385,20.303569691898478,35.365971282801915
121,17.779423119427587,20.466804381069505,35.601634939760494
122,17.90817571610897,20.55892947091231,35.81954258709974
123,18.115231700101496,20.66936327312442,36.12380186862044
124,18.138412014801506,20.884598398054074,36.30467263484431
125,18.216566899478966,20.916248938862587,36.53766938370416
126,18.37040037448585,20.995481640524176,36.776664673393405
127,18.56060175534771,21.04283730086198,36.952804457038056
128,18.652305958459525,21.187954397758297,37.187615085301815
129,18.6967536554997,21.310385007031456,37.490108415300064
130,18.822074146541897,21.42547035475225,37.81315519313741
131,18.889685739160758,21.587640482618408,38.028181569048805
132,18.948543426665374,21.605247549637433,38.400969607384724
133,19.04177334109919,21.60976704006851,38.5681201324464
134,19.0938802147313,21.61428653049958,38.69067188204333
135,19.158831623138614,21.73067925293656,38.874542137698704
136,19.303038914263333,21.735198743367636,39.09041591047378
137,19.372179286249494,21.779247813181204,39.32579307135254
138,19.4528268685634,21.86895547515297,39.49087730482548
139,19.51699672596808,22.129249004602247,39.70478595461644
140,19.587875175044314,22.263106055404187,39.93035330380746
141,19.66190952306221,22.307694852545556,40.0773416586715
142,19.718051722219673,22.343594676131662,40.27840428796867
143,19.719384442036763,22.511861113698618,40.59985975446131
144,19.867539992627677,22.564942458271325,40.76201973367394
145,20.07375524559486,22.63423056220747,41.049802059188956
146,20.075087965411953,22.669618276104387,41.2835554928732
147,20.241984743811013,22.769912253557425,41.62991395278732
148,20.266403535267987,22.86103412361728,41.780900014185406
149,20.282811284841436,22.992568507741908,42.10954078204133
150,20.360742576469587,23.057522022617455,42.37277363914891
151,20.388257650805315,23.06204151304853,42.65043196488956
152,20.419338963941183,23.157358808179275,42.937322728126944
153,20.528947173963743,23.214202980872376,43.13974632845227
154,20.589965467826357,23.231733878359897,43.327089995272225
155,20.654254477985535,23.2635599278204,43.45282337942477
156,20.704429309467496,23.29455856385114,43.633646289710825
157,20.770044997527194,23.40242566667266,43.83314630278454
158,20.85759753812662,23.50578962093811,44.04163506614027
159,20.98530510716278,23.67698606299118,44.17881383423505
160,21.132642460368633,23.776188691611807,44.35863278640059
161,21.244024381450135,23.94235926291576,44.602814573074795
162,21.368710955939015,24.16260988382922,44.84822233535083
163,21.447178972109448,24.16712937426029,45.05459280017264
164,21.44851169192654,24.235841613386,45.33084506739504
165,21.52909851817582,24.305630034721464,45.47150122894409
166,21.59565845408397,24.429271709756126,45.67928021726227
167,21.626347051314788,24.433791200187198,45.908659815045795
168,21.764204453710075,24.52182411278859,46.13169613110138
169,21.86402581115707,24.57216516476394,46.35009348178154
170,21.90008379162033,24.649471727103208,46.55440894079918
171,21.952056730553444,24.650804446920297,46.717084522807625
172,21.987044316944097,24.655323937351373,46.993224587949435
173,22.05525936668154,24.686375724230437,47.306046313849976
174,22.158612993334707,24.737118035342156,47.52654388207896
175,22.302171071983114,24.741637525773232,47.908954454314284
176,22.427464826832438,24.80415784998832,48.10561674427471
177,22.464414016369027,24.83584448117615,48.40089470818013
178,22.54462800543991,24.9566371277922,48.623849754587084
179,22.66486711531765,24.988620961334114,48.81704385704246
180,22.66619983513474,25.036504075672347,49.10966507094431
181,22.667532554951833,25.107547802393483,49.244444706085396
182,22.668865274768926,25.112067292824555,49.41677858684195
183,22.670197994586015,25.29110568476621,49.68528441713202
184,22.777124231120432,25.38346036509629,49.87865320412094
185,22.84228824800508,25.48116982079434,50.161011570584336
186,22.925748098408295,25.534416120547938,50.393294226057336
187,23.075938538710066,25.6295316371825,50.53490631589237
188,23.172716396215087,25.652042312059287,50.79368763590621
189,23.28151429703462,25.7336025727595,51.01551343309424
190,23.337544159642682,25.754358506213556,51.161367348274005
191,23.382070618971515,25.852734709217692,51.37615550546891
192,23.500205816435816,25.91022756627289,51.45680632351717
193,23.584369258025948,26.081961759282372,51.76121836771745
194,23.636592950804236,26.086481249713444,52.050320679301365
195,23.687133609107573,26.177334720895498,52.24444850512382
196,23.730967511996806,26.23102314642536,52.33613189037004
197,23.805755466428742,26.235542636856433,52.58473984991851
198,23.807088186245835,26.24006212728751,52.76267164064866
199,23.90415210066393,26.24458161771858,52.92392123093183
200,23.980656285758585,26.286839315156794,53.091532051281185
201,24.04897837182153,26.36022268031068,53.227376555243914
202,24.050311091638623,26.449948818567282,53.51495375326382
203,24.074730656835136,26.543861549477704,53.71230729812379
204,24.12670359576825,26.662607767306582,53.913702583042586
205,24.211918427594885,26.785457307257854,54.130522694407794
206,24.213251147411974,26.867418179434452,54.337575997917995
207,24.214583867229067,26.925528165843218,54.51878272570059
208,24.246310629840803,26.971040541217814,54.72103669596713
209,24.358765111116597,26.97556003164889,54.913527408164825
210,24.47271341690452,27.0077363594853,55.118332063096034
211,24.530344562046654,27.12847883826816,55.273621816044816
212,24.531677281863743,27.14104960870788,55.50072703444365
213,24.63428160233943,27.21255108033238,55.77470407065891
214,24.66120814518973,27.29953430789419,55.911931501144146
215,24.759691752264736,27.501352665011535,56.047213262430354
216,24.805075545840005,27.50587215544261,56.29719608955387
217,24.849247557918638,27.655339093531172,56.51513643721587
218,24.96534821153312,27.777033873327348,56.7963555267479
219,25.013591172608834,27.8940790886964,56.927165992213034
220,25.1317472153942,28.01958228828854,57.0979395582669
221,25.16738506634379,28.082162269875624,57.204590285456504
222,25.288166141633397,28.1069092894056,57.36874135546113
223,25.28949886145049,28.141581235789637,57.541764200557225
224,25.41230387445092,28.22493375060526,57.72515308574812
225,25.428711624024366,28.271954424108475,57.97026708484974
226,25.43004434384146,28.276473914539547,58.16253301388127
227,25.52122517274981,28.34691961239945,58.33766348802029
228,25.5225578925669,28.425501065808106,58.614660375462314
229,25.599702750487786,28.451287938579345,58.80167200504089
230,25.657965736864192,28.668339162331318,58.994754360413296
231,25.674899225200228,28.80605029680932,59.135852183723216
232,25.862848544800222,28.860110504946725,59.23954273253171
233,25.864181264617315,28.961248162347612,59.50016797424431
234,25.881750427457387,29.029873112595208,59.706719622853655
235,25.934811774593243,29.111381588176346,59.82653891177764
236,25.982250417339095,29.174049473441993,60.0987151141817
237,26.047775885850825,29.286292473762934,60.324554974994236
238,26.049108605667918,29.356869750338358,60.464224271076475
239,26.148187315934923,29.459281691031855,60.60083718195718
240,26.33200876601233,29.514441400578953,60.886226569791674
241,26.49259729142181,29.661037487332003,61.08758077709008
242,26.579618376151092,29.700596679754092,61.25599565098325
243,26.715620077295608,29.705116170185164,61.406145614978314
244,26.794502981207376,29.72708492784011,61.49789512483596
245,26.857280908919535,29.780032973722733,61.607565887727354
246,26.93012161544231,29.818939076501227,61.840870089988734
247,27.041269589780136,29.867509640690475,62.134717316463046
248,27.07882768762547,29.955057609103847,62.338396803964145
249,27.080160407442566,30.05134216058757,62.5368637964938
250,27.121968048577884,30.227233441506947,62.764665867071486
251,27.17454394696914,30.26295387872068,62.89284195833663
252,27.23326459757149,30.32766435644635,63.18630613903524
253,27.324823200920417,30.460563015875817,63.422777314195855
254,27.421958285021407,30.465082506306892,63.64662582952009
255,27.483888566322303,30.542518210057597,63.86879401323919
256,27.50662020374877,30.65355542702097,64.08194141389156
257,27.541607790139427,30.725357522713985,64.25283640603092
258,27.772633572494357,30.820895154620167,64.52405216142637
259,27.81053709691913,30.89944623291991,64.64812195341044
260,27.97440732441003,30.903965723350986,64.75676024728179
261,28.003058603024055,30.955268247089386,64.92405236315338
262,28.0435739255996,31.0350645574135,65.14292175066126
263,28.096337822861052,31.079240813486773,65.30596282893238
264,28.156500259020486,31.21085344014157,65.50120766506029
265,28.157832978837583,31.250412632563656,65.61833540815766
266,28.227487450221656,31.34542139260754,65.7800209694087
267,28.26312530117125,31.491384261641258,66.01193680487022
268,28.344740207583193,31.55337643605963,66.22381773620667
269,28.364064111845998,31.56904681832985,66.51101296129016
270,28.4588954509806,31.573566308760924,66.64581499737098
271,28.601254956137165,31.62099385452848,66.83729492028293
272,28.692668743681242,31.73754628604856,67.02031446698551
273,28.77989233175291,31.818486297894005,67.300470054908
274,28.781225051570004,31.857461629908556,67.47769659920844
275,28.880133693686723,31.903946241760252,67.58336610473965
276,28.935494303562045,31.959626128817046,67.7279505024924
277,29.03241198714185,32.02743590011691,67.92378575904048
278,29.03374470695894,32.09606085036451,68.0734893661545
279,29.069382557908533,32.12648947927248,68.19032401696361
280,29.07071527772563,32.24371405362452,68.29538556028083
281,29.165366228918753,32.27798213737437,68.5188790797647
282,29.260122962540116,32.37528591512829,68.72864426373336
283,29.343135654758232,32.40120944664958,68.95605748467001
284,29.38714695009362,32.44556141620363,69.04637511434514
285,29.48353581531712,32.542386871551216,69.16073801566789
286,29.586452782722567,32.60513653239773,69.33406423547805
287,29.732185514239028,32.65149425961669,69.58848236657559
288,29.779000619811427,32.692949218264026,69.79292360674238
289,29.856370620769326,32.757659695989695,69.88914001416904
290,29.85770334058642,32.79149328958733,70.03325860907515
291,29.899661071461715,32.840444057937255,70.15319258178212
292,30.02020410945975,32.916606363760756,70.39379956938016
293,30.08068021684602,32.92112585419183,70.60530037187068
294,30.082012936663112,32.93016885502864,70.76437364320303
295,30.08334565648021,32.99517434833589,70.92527248335455
296,30.143821763866477,33.02709094803299,71.19696965503296
297,30.14515448368357,33.031610438464064,71.30865418926504
298,30.225735419480678,33.04962914371536,71.46433643261955
299,30.296573935264,33.19227067743088,71.65816251855584
300,30.297906655081096,33.246721865020426,71.8099888984681
301,30.29923937489819,33.29568829450067,71.86606637353262
302,30.353293077763322,33.39081134138929,71.957622837075
303,30.354625797580418,33.502527394373494,72.15739540506294
304,30.35595851739751,33.507046884804566,72.36351301415668
305,30.429992865415407,33.51156637523564,72.65162860013076
306,30.5187752211884,33.64425452328822,72.86218019928309
307,30.572380007938204,33.666223280943164,73.01360394949819
308,30.687717907402792,33.72571734135169,73.18444633571283
309,30.750248608288302,33.784487013120234,73.2505174346433
310,30.751581328105395,33.84783621989365,73.3618300120549
311,30.855713202752092,33.86954681524607,73.5232597344168
312,30.92310370871354,33.93840243811947,73.6256636270983
313,30.99049421467499,33.94292192855055,73.81969336672832
314,31.02118281190581,34.05878920091845,73.96306728372379
315,31.06377261871624,34.10209980487591,74.07800977646141
316,31.227716773054,34.14645177442996,74.2202283073518
317,31.22904949287109,34.15097126486104,74.43993534863624
318,31.289327783985705,34.155490755292114,74.51414206447093
319,31.290660503802798,34.27888749450976,74.60005673702116
320,31.328218601648132,34.28340698494084,74.7329324328412
321,31.38115835720066,34.33076576763345,74.95907846655292
322,31.486509597106288,34.478987839833216,75.07199040581278
323,31.572407519716087,34.62776639339266,75.25300623648552
324,31.625653819469687,34.65087621853584,75.43101480100361
325,31.688421800742805,34.737339280267136,75.5625588699634
326,31.786843994158914,34.743844002907956,75.83483561846465
327,31.83064405124461,34.79172711724619,75.91417810942616
328,31.880405326513255,34.805006625972226,75.99371728266269
329,31.881738046330348,34.878922580600985,76.23236964937922
330,31.954035317217283,35.12449594080287,76.44529817605331
331,31.994943500189578,35.20472016093813,76.64417004822897
332,32.061940374930536,35.25646385728333,76.74768711366885
333,32.13260513715714,35.2609833477144,76.88119883860728
334,32.196894147316314,35.32331494417106,77.07940315365492
335,32.34342529130272,35.32783443460214,77.23256222135495
336,32.3939269462186,35.39702197706741,77.3574150029689
337,32.46361139929935,35.40352669970823,77.5633934430841
338,32.51966419469756,35.56960627869627,77.74364578853611
339,32.56421124673276,35.60858161071082,77.93550157561612
340,32.63942348885081,35.61310110114189,78.11240615320132
341,32.6407562086679,35.6453961728064,78.23147688778512
342,32.7106128168968,35.730660943848385,78.3638339163563
343,32.74697437653053,35.76521211041302,78.51249217150509
344,32.82555024194695,35.79499762995654,78.65352009362837
345,32.89442275867498,35.811338781665484,78.82630134683507
346,32.91750883031486,35.85533677077977,79.06284550727636
347,32.91750883031486,35.859856261210844,79.30810189335787
348,32.98442299213131,35.864375751641916,79.45411826999822
349,33.19320387003429,35.86889524207299,79.59939057613998
350,33.2468086567841,36.05827842802061,79.70564378926981
351,33.27559046570691,36.10628227170052,79.9032110319956
352,33.342560961026905,36.224414511472624,80.07925583407614
353,33.496571592925186,36.27353217083043,80.1378283544263
354,33.57984788404251,36.2780516612615,80.33697276598566
355,33.64816258505302,36.396265444728236,80.47582496976479
356,33.76720075733556,36.490362668020886,80.67110503010764
357,33.89555221169356,36.55143995749182,80.81856912343882
358,33.980988401310775,36.56048295832863,80.92679397325426
359,34.12648426946767,36.61343100421125,81.04583569751075
360,34.19073029946799,36.737392626877856,81.24703354212863
361,34.24261285881138,36.77126799472266,81.29653282124538
362,34.274948170130635,36.83493087272291,81.38129532578672
363,34.41931150863987,36.931347181733074,81.48424697480768
364,34.420644228456965,37.05275082475493,81.5673481372575
365,34.48820423418293,37.12019487769412,81.73906309138744
366,34.6077490435714,37.16597145511853,81.84502235122987
367,34.609081763388495,37.23293540386155,81.95423782497157
368,34.674341722136646,37.31091012890747,82.16170348781708
369,34.68654707204144,37.4503405555194,82.35443477971128
370,34.687879791858535,37.54954848821092,82.42934375364979
371,34.74196464416799,37.65108657969857,82.70243005679043
372,34.76638420936451,37.70676646675536,82.85452301226162
373,34.7677169291816,37.71128595718643,82.98396754864748
374,34.769049648998696,37.800037331907944,83.18469777882834
375,34.83690660510585,37.80455682233902,83.3678186642661
376,34.897382712492124,37.85367448169683,83.53708458368166
377,34.95062901224573,37.8977694352831,83.7157099315801
378,34.95196173206282,37.98434312422485,83.91119594847956
379,35.07200818633238,38.076216961027896,84.02620970523317
380,35.187153096486824,38.11005055462552,84.32149932935218
381,35.199358446391614,38.199955181319865,84.45811067302037
382,35.33616894494695,38.20447467175094,84.60384432044142
383,35.39621550700453,38.20899416218201,84.78116364452602
384,35.39754822682162,38.23916160808757,84.85550016831995
385,35.64379658095638,38.27186195818966,84.99750584547334
386,35.7048819306687,38.339468541566575,85.16670156269466
387,35.73206807619975,38.41804398183554,85.41154492694191
388,35.816950065772566,38.45913427687429,85.60563800407452
389,35.81828278558966,38.70434207706774,85.71645277263596
390,35.98876021220737,38.80455159523331,85.81345297208235
391,36.0416999677599,38.809071085664385,85.94743796737745
392,36.08428977457033,38.81359057609546,86.20268520501094
393,36.15398307451702,38.87043474878856,86.38468804989256
394,36.155315794334115,38.93929037166197,86.46651776973029
395,36.15664851415121,38.99253667141557,86.5954906038592
396,36.27858754784052,39.001579672252376,86.76710710967536
397,36.30131918526699,39.00609916268345,86.87767146863081
398,36.30265190508408,39.054669726872696,86.98265040618335
399,36.442406583101665,39.111754171512544,87.01336525849287
400,36.462329637630866,39.185779457909845,87.20727925615313
401,36.57696351601109,39.20589971685986,87.37844467689834
402,36.608817927534524,39.21041920729093,87.478124428906
403,36.61015064735162,39.257546344078314,87.59398460785665
404,36.61467013778269,39.37425139827903,87.74910985413119
405,36.646871081065626,39.41349614935627,87.89322741533024
406,36.64820380088272,39.46537080305711,88.11608052652461
407,36.64953652069981,39.5082750063527,88.26494043206117
408,36.65086924051691,39.51279449678377,88.36059335265547
409,36.76925950026173,39.51731398721485,88.58229990539995
410,36.86857101022344,39.52183347764592,88.67515799350846
411,36.93825546330419,39.52635296807699,88.7827245021671
412,36.93958818312128,39.530872458508064,88.92893820296959
413,36.94092090293837,39.588112931987176,89.09671475800151
414,36.97761425407769,39.64119427655989,89.16261131774486
415,36.97894697389479,39.686338778049155,89.26364303403611
416,37.097251798012714,39.7343972056632,89.45724089053314
417,37.11665599306049,39.79774641243661,89.52160011016909
418,37.19300071355269,39.824897358309784,89.58156048520883
419,37.255778641264854,39.854942175697595,89.70872373812509
420,37.25711136108195,39.87453669588503,89.88782252642869
421,37.26649536090768,39.8790561863161,90.08973575206191
422,37.26782808072478,39.88357567674717,90.16807619200227
423,37.31252442444903,40.00639956597892,90.38568326267134
424,37.36474811722732,40.05934761186154,90.4551423335133
425,37.49396100379016,40.07536466232709,90.61416952365946
426,37.495293723607254,40.13104454938389,90.7872430859833
427,37.58708161192762,40.13556403981496,90.93714046437596
428,37.653122261459906,40.17630890827427,91.11780513012788
429,37.751324348189016,40.300431032327296,91.32999928064227
430,37.82732740924581,40.30495052275837,91.48205038821344
431,37.828660129062904,40.482144687529434,91.61266733788267
432,37.961686872074594,40.5422004074349,91.6964815121322
433,38.024601285319896,40.54671989786597,91.90807125900827
434,38.125185895351635,40.55123938829705,92.19590230317571
435,38.200754750902234,40.613759712512135,92.3101690082349
436,38.20208747071933,40.67482385980484,92.47860992291427
437,38.20342019053642,40.73161541716862,92.72646165261284
438,38.2079396809675,40.73613490759969,92.85812483375076
439,38.26051557935875,40.8051258959311,92.962277369919
440,38.291611795019506,40.9078633796198,93.05763706864448
441,38.332776993959584,41.056335872926105,93.2068294990201
442,38.44669209313751,41.16011514192242,93.35219771149897
443,38.47416855588123,41.1646346323535,93.44341091571007
444,38.5706738762634,41.16915412278457,93.49370679745044
445,38.616437873999345,41.17367361321564,93.70355015996827
446,38.69079681692544,41.17819310364671,93.82144107178422
447,38.692129536742534,41.20294012317669,93.88270326847217
448,38.757655005254264,41.26299584308215,94.01099221162525
449,38.82794515114237,41.296829436679786,94.1672396089514
450,38.883600715309484,41.35541315522293,94.24496367914914
451,38.88493343512658,41.48406241949543,94.31461372883294
452,38.88626615494367,41.50723680584498,94.43984167533004
453,38.98015997365197,41.53906285530549,94.54962963788164
454,39.0499799412051,41.54358234573657,94.64002066474846
455,39.051312661022195,41.65288250888739,94.7305934845879
456,39.24768517726133,41.81212313791111,94.86846638013385
457,39.31617985437511,41.85029749491574,94.93541931822737
458,39.33550375863791,41.854816985346815,95.0830024231498
459,39.44258908089978,41.88506538952066,95.14660215157573
460,39.51677746692592,41.92204509258572,95.20269428839109
461,39.59864989378025,42.04469276431366,95.4120277397728
462,39.59998261359734,42.12060762947338,95.47701709150991
463,39.64830807405701,42.125127119904455,95.73282259907792
464,39.649640793874106,42.1553482880893,95.98186457535884
465,39.687688503921905,42.15986777852037,96.07247609238463
466,39.73169979925729,42.256005334559504,96.24940611502605
467,39.757104308987806,42.2775473018767,96.4168576134248
468,39.7584370288049,42.32398354377976,96.55841627099807
469,39.84640858920467,42.44080058827741,96.57245537563061
470,39.8649324139431,42.45647097054763,96.64100172657251
471,39.92770039521622,42.4977054512094,96.84909197044485
472,39.92903311503331,42.55692208443145,97.01737711889639
473,39.98461601618788,42.69707821795308,97.08740796941217
474,39.98594873600497,42.72566949829757,97.14187594106942
475,39.98728145582207,42.73018898872864,97.19326162928947
476,40.012685965552585,42.800292153511904,97.28839053561146
477,40.06244724082123,42.80481164394298,97.4006851275304
478,40.19721499153706,42.809331134374055,97.54719005699116
479,40.22941593482,42.81385062480513,97.68984010081104
480,40.31934846555837,42.88738377585923,97.8359708318853
481,40.33489641985519,43.01832511697865,98.02020814575239
482,40.37454005722602,43.0573004489932,98.11616715369829
483,40.503145316346234,43.16085599048607,98.1549854737212
484,40.55696864718832,43.222583818101356,98.23299440869594
485,40.63100299520622,43.28626441450958,98.33169170295277
486,40.68972364580857,43.418286516239895,98.38777820355094
487,40.69105636562566,43.52037754222183,98.49293622977848
488,40.692389085442755,43.56388747510432,98.58124930587213
489,40.748038911599956,43.63797345354645,98.69607057013874
490,40.789703917539995,43.7383039480932,98.79956746791537
491,40.89160381206267,43.74282343852427,98.98129777085472
492,40.94870268398601,43.82066238789229,99.138771314808
493,40.950035403803106,43.9743763880074,99.22567648344126
494,40.99687906264953,44.08058321045601,99.36574920270853
495,40.998211782466626,44.085102700887084,99.59221487500818
496,40.99954450228372,44.089622191318156,99.75410764122192
497,41.03533306368429,44.11048154316046,99.96430671522074
498,41.03666578350139,44.11500103359153,100.05079124228386
499,41.08753922102481,44.119520524022604,100.10455690787477
500,41.1825221764508,44.15919055466444,100.1590154417173
501,41.183854896267896,44.241794392893325,100.32624543718495
502,41.27366996776202,44.33220919797271,100.53355841104772
503,41.328593183556805,44.36438552580912,100.7155533539123
504,41.404432257550276,44.41801327943849,100.85815032448151
505,41.470101109809704,44.47369316649529,101.05726627093836
506,41.4714338296268,44.51998375063366,101.29783612755419
507,41.47276654944389,44.524503241064735,101.39708953299706
508,41.502728255163255,44.563942190211236,101.50660561542324
509,41.50406097498035,44.606772598196045,101.56620449437419
510,41.50539369479744,44.61129208862712,101.67287263600761
511,41.55861922002423,44.64701252584085,101.7712993766024
512,41.67946724535662,44.72846943916696,101.89093896094718
513,41.75287381050944,44.93966353061524,101.95529919004751
514,41.915595526396075,44.95533391288546,102.17015936021815
515,41.95650370936836,44.95985340331653,102.27684483288202
516,42.026511025657676,45.00842396750578,102.31642807648655
517,42.06961483918208,45.11037418229396,102.54208187782001
518,42.15296293407323,45.26414887481031,102.7459820191145
519,42.18825143982594,45.286571413655444,102.8270026805191
520,42.260979534371685,45.286571413655444,102.95770935860813
521,42.30360012507892,45.51258104836855,103.0606828813792
522,42.394648158711284,45.5331566152904,103.13091937358688
523,42.41457121324048,45.537676105721474,103.20718688932875
524,42.41590393305758,45.64562598052846,103.25848645344686
525,42.53638226465738,45.679212441854744,103.36635151573076
526,42.60118107788877,45.74405527922717,103.44296067670822
527,42.60251379770586,45.80886723791949,103.58071054294665
528,42.60384651752295,45.813386728350565,103.75933122666679
529,42.69718490713318,45.92551321103326,103.8828493823037
530,42.779241744906486,45.98156600643147,103.97581027176594
531,42.87000973671848,46.000066291650825,104.17214682937595
532,42.908293645307296,46.021608258968016,104.2910086688772
