Time(Iteration),EpsilonGreedyLinearBanditTheta
0,0.9769180539054856
1,0.9694313071686942
2,0.9584315994986874
3,0.9447856584568827
4,0.9388659468627507
5,0.9346164019677141
6,0.9173327903308726
7,0.9061966937027697
8,0.8960762288205506
9,0.8913590894429444
10,0.8863355567748347
11,0.8796331441144541
12,0.8761270274382931
13,0.8754882833645972
14,0.874397297628011
15,0.854891046991608
16,0.854297389188401
17,0.8497468142383349
18,0.8499102407724953
19,0.8466086026778677
20,0.8441351231022113
21,0.8362853576556635
22,0.8305795316271475
23,0.831017244868848
24,0.8276325019005144
25,0.8286625464002029
26,0.8249887433844787
27,0.8213568339821947
28,0.8212634634847069
29,0.8116418186940718
30,0.7932731593725599
31,0.7918064560079225
32,0.7914132934468551
33,0.7901650973927018
34,0.7854534593805143
35,0.7846137166859706
36,0.7820152675173644
37,0.7815155716078667
38,0.7761888990864495
39,0.773726448694448
40,0.7732351582685835
41,0.7732812809437482
42,0.7727578834505966
43,0.7710247811512334
44,0.7711597490499849
45,0.7711232769802479
46,0.7610858371236009
47,0.7587010942400864
48,0.7561297121524937
49,0.7543459021180153
50,0.7471170744998002
51,0.7399635300053784
52,0.7440895238003693
53,0.7423476376956278
54,0.7419656819366063
55,0.7417918413039434
56,0.7380205082437417
57,0.736445266329547
58,0.7355156150466973
59,0.7354862749367785
60,0.7352495352944872
61,0.7347672822996605
62,0.7347296040336291
63,0.7347471036915716
64,0.7193406444567793
65,0.72037771144838
66,0.7197904131000827
67,0.7167474820195835
68,0.7163878592611357
69,0.7178675038177726
70,0.7177871809573285
71,0.7160735653915434
72,0.705493413732657
73,0.7045703282672968
74,0.7028669156706414
75,0.6962592738375757
76,0.6962065647589989
77,0.6955120509890963
78,0.6845424102291136
79,0.6828370037643025
80,0.6797805926308508
81,0.6798782479431426
82,0.6628255758605782
83,0.6592369858582227
84,0.6508381258474338
85,0.6511129152581705
86,0.6499183868366998
87,0.6479384184387162
88,0.6476756739879285
89,0.6435253502879766
90,0.6434556119784929
91,0.6414875960659481
92,0.6369784647015365
93,0.6369675488235462
94,0.637996699966646
95,0.6376497889521937
96,0.6397645452296294
97,0.6390754833180755
98,0.6391299946282863
99,0.6378292199584432
100,0.6337017986319012
101,0.6323172387121087
102,0.6323617564918086
103,0.6308743298083133
104,0.6309706634064383
105,0.6310876826382582
106,0.6311613467696064
107,0.6311675980697509
108,0.6278740935357968
109,0.6278758103265497
110,0.6257863591819142
111,0.6113814970129356
112,0.6145065085725377
113,0.614488136757867
114,0.6145724666129644
115,0.6155977721016855
116,0.6154819441290883
117,0.615487901607926
118,0.6153769601216139
119,0.6180707037848613
120,0.6167890542109898
121,0.616764441358826
122,0.6163638245446692
123,0.6157207494172534
124,0.6157819947945818
125,0.6141828564127887
126,0.6134024617443294
127,0.6129565286449432
128,0.6125471233895808
129,0.6119144238942654
130,0.6009252314838746
131,0.6015317274159762
132,0.6016985530572942
133,0.5951118243896479
134,0.5949865848320094
135,0.5957909330019409
136,0.5802219454300837
137,0.5800623793928932
138,0.5805494934135076
139,0.5568402366918672
140,0.5512441128005136
141,0.5507338175984291
142,0.5521738210573146
143,0.552011124787384
144,0.5460306420482747
145,0.5420010716382508
146,0.542343412197562
147,0.54268776628141
148,0.5424500444515024
149,0.5423727799786959
150,0.5424683029528359
151,0.5448576533975449
152,0.5453173249883774
153,0.5400878196435748
154,0.5308539302779027
155,0.5279497924461468
156,0.5291913383193029
157,0.5291383659869269
158,0.5288893241530311
159,0.5264576108211112
160,0.5265356926939666
161,0.5266108533023319
162,0.527093608541724
163,0.5220171457345747
164,0.5219033297160287
165,0.5211407948204118
166,0.5211411338393543
167,0.52211568948063
168,0.5214914244304522
169,0.5185343809710657
170,0.5185215046588167
171,0.5183934995152395
172,0.5184249285224876
173,0.518486313380766
174,0.5184509458253777
175,0.5185308150505109
176,0.5110893035076784
177,0.5112635442679638
178,0.5124920270593009
179,0.5060100747178113
180,0.5059833178498122
181,0.5059856695689875
182,0.505992666232346
183,0.505988234317218
184,0.5053622161954447
185,0.5053601355428493
186,0.5053683511838283
187,0.5050381704183994
188,0.5011821704877443
189,0.5017211855238619
190,0.5021224173528372
191,0.5018495292198979
192,0.5021425278042135
193,0.5002451044824351
194,0.5006187213214088
195,0.5005363467945985
196,0.5004709824983018
197,0.49012000852981696
198,0.49011262704907654
199,0.4898211613336592
200,0.48997657211562584
201,0.48996218262409474
202,0.48993447747664265
203,0.4900330256478256
204,0.49023199400993667
205,0.49085089160876266
206,0.49085126871893053
207,0.4908382272378512
208,0.48941085957509234
209,0.488282083920849
210,0.4882186432499078
211,0.48824273819421526
212,0.48826323507533625
213,0.4881799836965963
214,0.488014740061043
215,0.48660290119519656
216,0.4862827498309346
217,0.4863826459033064
218,0.4852348224051086
219,0.48523680012437537
220,0.48555313865979854
221,0.4855663721685312
222,0.48477169309879464
223,0.48476550409357044
224,0.48406879265875613
225,0.48410918713063184
226,0.4840988003691433
227,0.48286049991981733
228,0.48285593919753805
229,0.48296053493443447
230,0.482956825271712
231,0.4828356047870292
232,0.48219784118516074
233,0.48219751265014005
234,0.48156227878811037
235,0.4816658839233094
236,0.4818489525261428
237,0.4810905272512226
238,0.48108235663916554
239,0.4816953014789066
240,0.48235034154828027
241,0.47860917290093913
242,0.4780168119279683
243,0.47700146863107473
244,0.4765931750250241
245,0.47145688727625357
246,0.4685954769752142
247,0.4681413706262214
248,0.46760992506819427
249,0.46760810916351386
250,0.46713049037787996
251,0.4674689708589416
252,0.46737083838416077
253,0.46755697550594644
254,0.4646276014097318
255,0.46457353017843167
256,0.46468203328086866
257,0.4646719431413441
258,0.4620172124344949
259,0.4620262395339777
260,0.4602682481076781
261,0.46025265989222336
262,0.4624458264298702
263,0.46236090375409467
264,0.4616442938048005
265,0.4616529300415143
266,0.4615077428596056
267,0.46150526929933056
268,0.46091593191427477
269,0.4616296093322633
270,0.4615847423059482
271,0.45962167989806557
272,0.45521740431078117
273,0.4519663818012652
274,0.451968326390059
275,0.4506641552076294
276,0.45106979697138805
277,0.45168703493704454
278,0.45168436245201865
279,0.45169125539899146
280,0.4516910904212768
281,0.4502993813954984
282,0.4504118281361831
283,0.4506178249979024
284,0.4497463595597934
285,0.45032335766779774
286,0.450610639606375
287,0.4489530727675725
288,0.4490533369300785
289,0.44911113976091066
290,0.4491178619329249
291,0.4483006471170534
292,0.4453785307176884
293,0.4448014568482387
294,0.44480006751002943
295,0.44479972372453896
296,0.44487742814581416
297,0.44487308215012894
298,0.4444473888771663
299,0.44445393228863705
300,0.4444566569631461
301,0.4444574798206225
302,0.4447496557510213
303,0.44475459812010304
304,0.4447632902003863
305,0.4446852446591156
306,0.4444824264297111
307,0.44425466063327185
308,0.44503778434390473
309,0.445227221581456
310,0.4452283393393368
311,0.4450578600373099
312,0.44504373478356907
313,0.44503407545252094
314,0.4446835762928756
315,0.4445987858994032
316,0.4448285682558784
317,0.44482429759252395
318,0.44524185500276225
319,0.44524575505477093
320,0.4453383665244731
321,0.4458950187066472
322,0.44606242115606276
323,0.4456289536869985
324,0.4457739980565266
325,0.4441078055692391
326,0.44327703660679785
327,0.44504425859870594
328,0.4450237687539905
329,0.4450243728437903
330,0.4441412536250985
331,0.44369407962184626
332,0.4406133419618293
333,0.441099933970012
334,0.4409738472712569
335,0.44052803096788473
336,0.44060668775869916
337,0.439513808398191
338,0.4395035404935153
339,0.4384579323918465
340,0.43367323074742287
341,0.43367003228999546
342,0.43339247463653674
343,0.433241621764705
344,0.43303562702106096
345,0.4317677260234548
346,0.4188347553248638
347,0.4181395925039416
348,0.4179139196801809
349,0.41757371266157656
350,0.4177248403901892
351,0.41753107710539306
352,0.4176206408785547
353,0.41236728810279627
354,0.4123370195567569
355,0.41249642451194435
356,0.4106021033175199
357,0.4113602968424189
358,0.40724729214427907
359,0.406936664278459
360,0.4053658521799675
361,0.4053335416540461
362,0.4050766248545587
363,0.4066331136984364
364,0.4066322118938115
365,0.40534505328536313
366,0.40623188774362795
367,0.40623320324225354
368,0.39406392284891134
369,0.39407829589006255
370,0.3940771787461049
371,0.3936041200764279
372,0.3932144072761594
373,0.39321661794804835
374,0.39321583527729154
375,0.3923091159448984
376,0.391968897221331
377,0.39203263067771454
378,0.3920312266299276
379,0.39227422267880463
380,0.3920464595200931
381,0.39207294923643016
382,0.3909532943560181
383,0.3910210065417773
384,0.3910223572287852
385,0.3891944291663139
386,0.38924718850007
387,0.3891817725056389
388,0.3889308406690951
389,0.38893256239349905
390,0.3880349940194353
391,0.3875055962835298
392,0.3874750341378165
393,0.3862914302105579
394,0.38629249171757657
395,0.386293622318321
396,0.38603840657313643
397,0.3861757509289737
398,0.3861741222533444
399,0.38625826414516
400,0.3859433085131891
401,0.38672467204630767
402,0.384724478450289
403,0.3847228554787276
404,0.3846846635154662
405,0.38524256369010607
406,0.385246824603327
407,0.3852441274980617
408,0.3852446044954261
409,0.38444243368163533
410,0.38407619068646304
411,0.38407636804642314
412,0.3840744637020777
413,0.38407328243000605
414,0.3846916699383292
415,0.38469209954874517
416,0.3771910221148502
417,0.3760658933985654
418,0.375221467860441
419,0.37532350157648664
420,0.3753232602577013
421,0.3758443368134866
422,0.37584556360155
423,0.3746943697690304
424,0.3745176334186498
425,0.3749526360052968
426,0.3749459979485589
427,0.3747194252971772
428,0.3726777873709147
429,0.3716265886422488
430,0.3720014459924815
431,0.3720005878327941
432,0.3723360146103009
433,0.3722189604522176
434,0.3722349005503828
435,0.372180089911531
436,0.372179129655697
437,0.3721777383452177
438,0.3721580620521322
439,0.3720347192917857
440,0.3721603841497441
441,0.37207487014243684
442,0.37160863279515854
443,0.37151193162940965
444,0.3718026387750067
445,0.37163523896866957
446,0.37166549056560955
447,0.3716651450551406
448,0.3718734967664875
449,0.3721160166489536
450,0.3734165041790483
451,0.3734160751672563
452,0.37341536529154135
453,0.37335743659013804
454,0.372185705223
455,0.3721849859271092
456,0.37247893203049914
457,0.37066125502615754
458,0.37064925248824016
459,0.3703522603009036
460,0.36972582099422613
461,0.3687458627333136
462,0.3687451188516233
463,0.36778717712666575
464,0.367787518202389
465,0.3662915650687987
466,0.3661142077064089
467,0.3664683866246937
468,0.36646879217398276
469,0.3662819108383152
470,0.3668950401098035
471,0.36687310334388185
472,0.3668719049137017
473,0.36681336661994407
474,0.3668138563287799
475,0.3668136558988559
476,0.36675982317577555
477,0.36634704502262155
478,0.3673048601990981
479,0.3674027133608789
480,0.3676491298754028
481,0.3676303111294287
482,0.3676740237983015
