Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBBanditTheta
0,0.9814974989663671,0.9832884645406782
1,0.972569719085881,0.9698681988763397
2,0.9622340285632476,0.9508251887592478
3,0.9513983316147474,0.9350922341254911
4,0.943312728716987,0.9263725215178159
5,0.9357088325324066,0.905332428835089
6,0.9262882468497265,0.8919122779738609
7,0.9148495309502966,0.872475803848152
8,0.9108582642742717,0.8509565385566364
9,0.9015090598786334,0.8342357393375656
10,0.8955513737884077,0.8212840609187267
11,0.8833801279940486,0.8088563052754746
12,0.88110594117261,0.7938824637224561
13,0.8755613566408178,0.7622525163648336
14,0.8698693391481228,0.7503866850757571
15,0.8646638759851574,0.7304985768221732
16,0.8595982066479806,0.7083920765133875
17,0.8524956219334601,0.6750194466655053
18,0.8452660667778339,0.6407564041645541
19,0.8381760157391716,0.6049201050514224
20,0.8327375379995341,0.5822326680303551
21,0.8270908067766386,0.568457629585034
22,0.8228861214787829,0.5358218911881011
23,0.8178247653574761,0.492932761062832
24,0.8097166401680019,0.45746241437057067
25,0.8042534096134877,0.45375165014819835
26,0.8007844447197927,0.45124736358724776
27,0.7895851587202348,0.4493504465855848
28,0.7798482311369404,0.4450320383886762
29,0.7704672339590418,0.4427431802319169
30,0.7671616171723152,0.44148905192842525
31,0.7663881526987322,0.440366257049547
32,0.7603100363365515,0.43701528369493464
33,0.7580627783899846,0.4351914088850785
34,0.7529662111153279,0.43417629643329986
35,0.7513567775135761,0.4334374825956225
36,0.7434647714647403,0.433085531821783
37,0.740662599556101,0.43332337543435995
38,0.7351792175799992,0.43273968752780884
39,0.7311661875056243,0.4319893208169748
40,0.7270855203886604,0.4305173539339695
41,0.7253058714683059,0.4296400867213055
42,0.7207449427581325,0.429585360673946
43,0.71540860335068,0.4291469801847107
44,0.7125681066377421,0.42830999780832
45,0.7074287665155576,0.4288051734043476
46,0.7053781564874391,0.42844787419735597
47,0.7033459185589492,0.42846659588522845
48,0.7015884273930674,0.428403101255721
49,0.6966014073636138,0.42778869748700304
50,0.6935441210391836,0.4269489944067367
51,0.6927652881564117,0.4263729636105885
52,0.6879666197489442,0.42620275420523057
53,0.6873661870552563,0.4258363294173446
54,0.6863318941610423,0.42578596210171255
55,0.6847512133259737,0.4257882180035508
56,0.6831734436840249,0.4257656086459779
57,0.6816350843545693,0.42572531046699746
58,0.6794855285353363,0.4256304492236987
59,0.6772023032641675,0.42442967885299326
60,0.6754875308800048,0.42448643011178966
61,0.6748567667617386,0.42447677564029573
62,0.6738462550172774,0.42448020565214656
63,0.6711647533846735,0.4245768122949008
64,0.6714727165952301,0.42456528322565307
65,0.6704881608915741,0.42456021607958133
66,0.6666629719504649,0.4246592029666693
67,0.6670010441742114,0.4249597782859674
68,0.6633943907987125,0.42495568793496624
69,0.6603965290799598,0.42509624854092265
70,0.6581691326593068,0.4247988610150658
71,0.6569172546961441,0.4246808800682364
72,0.6558673076131325,0.424715410579797
73,0.6545531286147915,0.42468010907309867
74,0.6533704098863856,0.4246777748886229
75,0.6514268082989263,0.4246989319331968
76,0.6489115423895235,0.42470167554377064
77,0.6465065838979264,0.42493058436597186
78,0.6440845479575859,0.4246092218406723
79,0.6434758930291278,0.4246108589135693
80,0.6364397885396165,0.4245710867410637
81,0.6364492455319586,0.4245217612092594
82,0.6325367714968784,0.4245345342223575
83,0.6314762372840874,0.4244338356447775
84,0.6271889754731299,0.42443548920375884
85,0.6243165689271226,0.4244208954404477
86,0.6225432061455056,0.42443000533812864
87,0.6212766880612467,0.424383400352471
88,0.6207705994389923,0.42398783026593556
89,0.6167343752655495,0.42390399388533945
90,0.610875339167015,0.42387527937915226
91,0.6107423082311682,0.4238331781502709
92,0.6098714699761506,0.4238346598115972
93,0.6079140879854426,0.42380298898914204
94,0.6053818148449092,0.423780345043469
95,0.6044478260224024,0.42378180554942574
96,0.6047291326691719,0.4237059073418802
97,0.6036067655477988,0.4237087929499067
98,0.602996215505271,0.4237118865617587
99,0.602329530648951,0.42365635740858637
100,0.6010797208590382,0.42399648997356887
101,0.6000081569542037,0.4239905181387234
102,0.5996196874370647,0.4239619756715517
103,0.5973041168958415,0.42395438249177025
104,0.5960677404542097,0.4239929196128909
105,0.5960956262937885,0.4239939738406229
106,0.5951745780979963,0.4239863441592017
107,0.5952620777927787,0.4236282882676896
108,0.5935647361180945,0.42362815219902566
109,0.5930994225188317,0.423629551508633
110,0.5885369026595932,0.4236208350678868
111,0.5865190620669627,0.4236122864977968
112,0.5833437883067468,0.4236042206042289
113,0.5827003357193231,0.4235954734758734
114,0.5796167711078857,0.42359518965393567
115,0.5784376827718705,0.42359510143130846
116,0.5785777945089784,0.423596319478253
117,0.5759141637849714,0.4235970354598095
118,0.5745522264985828,0.4235732550511445
119,0.5738839388498443,0.4235691632990852
120,0.5738287270686931,0.4235690695705669
121,0.5735067226286477,0.4235745135362848
122,0.5704578930694426,0.42357002741671507
123,0.5663043682383658,0.4235653660676193
124,0.563667432128923,0.4235583640452257
125,0.560031456428622,0.4235609633808628
126,0.5576749163760898,0.42356406886537806
127,0.5579663861387908,0.4235579501255402
128,0.5532821843525563,0.42355516021570316
129,0.5496524686949016,0.4235641867352864
130,0.5504014769612159,0.4232620043970751
131,0.5489551908335624,0.4232609738856617
132,0.5483945892629577,0.42325734156101985
133,0.5481620410566082,0.423256279915027
134,0.5474763501958922,0.4232557641306447
135,0.5468969665478429,0.4232609122183705
136,0.5441563785772531,0.4232198896369221
137,0.5436563813029768,0.42322320390248763
138,0.5428482712646614,0.42320726042653223
139,0.5429676609947347,0.4232048788902486
140,0.5406021340161185,0.42322643140194105
141,0.5386556337199369,0.42321713906578656
142,0.53326184179955,0.42321802560213073
143,0.5326471834295025,0.4232265919681349
144,0.5305719268061921,0.42322327474941573
145,0.5289610916063257,0.4232239845128111
146,0.5265461030314765,0.4232222291608534
147,0.525267202382002,0.4232190941952447
148,0.5237913738965849,0.42322577113699317
149,0.520957305339156,0.42321701769391795
150,0.5201688695882571,0.4232170588958368
151,0.5200405835917844,0.4232126178786623
152,0.5133904252900972,0.4232098556887775
153,0.5089952834008293,0.4232072984269356
154,0.5057791946291739,0.42320727991277596
155,0.5057799933116203,0.42321271908459124
156,0.50357165989104,0.42320815914267784
157,0.5022860799963698,0.4232109086353133
158,0.5004961099982029,0.4232136478285203
159,0.4996697503483305,0.42321818585913085
160,0.49740530774008845,0.4232186954213445
161,0.4971052953663843,0.4232130326575493
162,0.4947263750933057,0.423209120621931
163,0.4953093285120992,0.4232103704225426
164,0.49292699425094133,0.42321124442725655
