Time(Iteration),EpsilonGreedyLinearBanditTheta
0,0.9809280238645469
1,0.9730014161684771
2,0.9431784752075105
3,0.9194465375037291
4,0.9001003445481409
5,0.8957809652716138
6,0.88995568163044
7,0.8846486020260255
8,0.8750457316924521
9,0.8754035771183126
10,0.8741036228283561
11,0.8737131966322875
12,0.8666535331504981
13,0.8598978010511811
14,0.8593787755489485
15,0.8443151433874044
16,0.8394500365830704
17,0.8351524144666117
18,0.8358683552782109
19,0.8350944990552162
20,0.8239198528799067
21,0.8224169432586036
22,0.8167747591831811
23,0.8111838544917835
24,0.8101535136253626
25,0.8061981630512584
26,0.806553778339785
27,0.7967694990117963
28,0.7900839143704979
29,0.7896241047815427
30,0.789288656146102
31,0.7750194133729923
32,0.7749974361234531
33,0.7708780417819634
34,0.745391319999966
35,0.7450896639915593
36,0.7454385913780259
37,0.7388258782962448
38,0.7379829880396276
39,0.7379347715499842
40,0.7295490806916329
41,0.7261622694720093
42,0.7199217407517947
43,0.7119185276574631
44,0.7107124556538582
45,0.7106713339540777
46,0.7122807577906537
47,0.7118667154902316
48,0.7080025911002629
49,0.7055990922338532
50,0.7053526853619337
51,0.697601426533354
52,0.6972303187625996
53,0.6960993277736189
54,0.6962041499905764
55,0.6857660691607028
56,0.6854951312438967
57,0.6845278379694866
58,0.6848030334481922
59,0.6684981504184392
60,0.6632368982695758
61,0.6586777494654034
62,0.6562681862491059
63,0.6476679696269401
64,0.6326367561701608
65,0.6316731709531568
66,0.6344151162829473
67,0.6327365735161039
68,0.6323461036124636
69,0.6317713376869111
70,0.6279168303644692
71,0.6247376539806656
72,0.623731244378807
73,0.6224752307407562
74,0.6216403603759553
75,0.6214608529238699
76,0.6211113187438249
77,0.6211010684817379
78,0.6208426121094102
79,0.6210450855051295
80,0.6212243220543583
81,0.6212261450309614
82,0.6207535779120983
83,0.619440034151129
84,0.6177620840961293
85,0.617316230883116
86,0.6142326735008322
87,0.6144342745478502
88,0.6090969927382712
89,0.6091967227121355
90,0.6094429232544212
91,0.6094705981057771
92,0.6094762870599363
93,0.6091233877617215
94,0.6092452419731081
95,0.6088059917996321
96,0.5959048335801703
97,0.5893688878638712
98,0.5892814480479581
99,0.5895995142875619
100,0.586048925071337
101,0.5882056312301758
102,0.5869607647252822
103,0.5889944925644572
104,0.5890692896231468
105,0.5753093479321544
106,0.5775092750413949
107,0.5772594961810649
108,0.5783434300446845
109,0.5763673974255057
110,0.5762167248998417
111,0.5762445158861768
112,0.5751235381292319
113,0.5739752686601454
114,0.5741960172430145
115,0.5746022601089293
116,0.575075190793793
117,0.5756205795426947
118,0.5664573853092648
119,0.5663962672313906
120,0.5656074945898135
121,0.559107978385506
122,0.5588552898038934
123,0.5591484944431891
124,0.5587375259022827
125,0.5582002645147014
126,0.5583732693529898
127,0.5593251783594568
128,0.5594634207860277
129,0.5594916619980895
130,0.5586877793275845
131,0.5586672027239682
132,0.5575778447749737
133,0.5569875620475596
134,0.5533380553399934
135,0.5517435358417043
136,0.5513306814955383
137,0.5513351967706044
138,0.5511499798793912
139,0.5504602667603647
140,0.5505951717287516
141,0.5431276057461972
142,0.5433094772853911
143,0.5427390884293717
144,0.5427465288141835
145,0.5427584485275492
146,0.5428082818254278
147,0.5427247313129977
148,0.5427163726177024
149,0.5348170944222688
150,0.5309046998126709
151,0.5308822092611711
152,0.531089664237546
153,0.5312666514478201
154,0.5306574294656478
155,0.5297447498648788
156,0.5209455287526592
157,0.5216328922556663
158,0.5209049132199871
159,0.5187400266249693
160,0.518728996591818
161,0.5151980456917362
162,0.5149351068237447
163,0.504257585549171
164,0.5040912514642721
165,0.5036309353621957
166,0.501878400449495
167,0.504333677079093
168,0.5018953007418199
169,0.4993062985592999
170,0.4958242531234654
171,0.493474949311506
172,0.493479061702547
173,0.4943378445463867
174,0.49433606701065413
175,0.4943152356422121
176,0.492923307750731
177,0.49319112524471
178,0.49311924604387086
179,0.4842448359902997
180,0.48422099403305896
181,0.48421563171936477
182,0.4839783449923013
183,0.48469550560669195
184,0.4850128238985074
185,0.485004456384922
186,0.4850663591893542
187,0.4846584079264108
188,0.4851237057267187
189,0.4851079891817057
190,0.48553621015124343
191,0.4839339973084007
192,0.4839794431209189
193,0.483953211829407
194,0.4841255852271006
195,0.4840133522008537
196,0.481237956659258
197,0.4795699696965787
198,0.4790673087669014
199,0.4777491075626717
200,0.47736149749396617
201,0.47489126982314955
202,0.47439262180161
203,0.4744016990335179
204,0.4733481711393594
205,0.47024216999709906
206,0.465558730997754
207,0.46559108292442436
208,0.45909589619617686
209,0.45910253965201175
210,0.458267610655815
211,0.45813690249681416
212,0.45814628492616355
213,0.45872986644926356
214,0.4591776341589965
215,0.4590107465052927
216,0.4573887610212496
217,0.4578080815114564
218,0.45768033962263993
219,0.45777794866609095
220,0.4577767608405149
221,0.4572584535300936
222,0.4575494064597942
223,0.45763810126021837
224,0.4568533553702651
225,0.45387487408478294
226,0.45337569099807506
227,0.45296098715582184
228,0.4530730724803321
229,0.45175376437467285
230,0.4517544106531385
231,0.4517754649974924
232,0.4517778257226981
233,0.42732332241667753
234,0.42307554472206677
235,0.4235618057154694
236,0.4235628718853916
237,0.42403766304424817
238,0.4240292809592976
239,0.4237264250392493
240,0.4238856593423014
241,0.4235622743546877
242,0.4235554934522276
243,0.42359445791828554
244,0.4228586526014856
245,0.4215643477664158
246,0.42146142264194086
247,0.42107231009410534
248,0.42217036307344086
249,0.4216989187013006
250,0.42243474079914467
251,0.422411409466266
252,0.4197293448620453
253,0.4198062083029989
254,0.42130193642383207
255,0.4213600755123177
256,0.4194989550871172
257,0.4188038869623677
258,0.4182860384142737
259,0.4178765658788488
260,0.41794044985719436
261,0.4179360355270754
262,0.41699958582328545
263,0.41695430334050265
264,0.4169325260049404
265,0.41692281267476716
266,0.41540263986212833
267,0.41540164926753
268,0.41496735424848835
269,0.40605624504075466
270,0.40396615477394643
271,0.40398068650955093
272,0.4039750223018082
273,0.400601559740692
274,0.40060041525665546
275,0.4005997119521938
276,0.40066711781541064
277,0.40070642139941687
278,0.4006250638580238
279,0.400537337825272
280,0.40116745429226774
281,0.40116560817133823
282,0.4014460562875996
283,0.4006068206754351
284,0.40167554497449576
285,0.40172096765221454
286,0.40171760438796644
287,0.40171626699773794
288,0.4016555382865459
289,0.4017425142659663
290,0.40174242125526105
291,0.4009417954630493
292,0.4006379254840204
293,0.40064485048690346
294,0.3975170458874092
295,0.39751721781623567
296,0.39751783441265964
297,0.3845981719868205
298,0.3833029155910176
299,0.3818362516398414
300,0.3828072181043901
301,0.38451517392093293
302,0.3845147136346808
303,0.38257792602822815
304,0.38112983816705576
305,0.38115509943703396
306,0.3813039015481689
307,0.3781747963394265
308,0.37809711199194035
309,0.37819653035479306
310,0.37854143423753206
311,0.3784423718775671
312,0.3784432423077795
313,0.37844109652359387
