Time(Iteration),EpsilonGreedyMultiArmedBandit,PHEMultiArmedBandit
0,0.44599072093486036,0.27221920258175253
1,0.7604788448445243,0.5740353687886831
2,1.1427669077831066,1.0773870742781784
3,1.4837289751004976,1.4471175028866994
4,1.832500672636741,1.8910106362376555
5,2.2296785175683214,2.3171897660227665
6,2.6010247048981023,2.8090156977770175
7,2.943922925647843,3.2482608054092275
8,3.2113821157026643,3.622489342484214
9,3.5372519193344822,4.055459845659178
10,3.859078458890999,4.427484774387896
11,4.267691950873148,4.84231815897952
12,4.545647615811949,5.286507142052463
13,4.9031222900574045,5.6070310414393045
14,5.15562347899671,6.038278737468919
15,5.469073525026026,6.383190477375878
16,5.69673773424588,6.77259063393125
17,6.012837213349693,7.151750955103691
18,6.283092639608229,7.6167351606951055
19,6.50054679497471,8.057907523121765
20,6.75444791626151,8.499879222997574
21,6.9662128804348145,8.942519128324872
22,7.192112108673366,9.341990705629748
23,7.538052053366212,9.761609282963596
24,7.875733801119499,10.26104163892058
25,8.04352077031244,10.454944036327287
26,8.24498408161987,10.724127119798457
27,8.58405379750675,10.925336149361891
28,8.791317673932543,11.305855999224239
29,9.015976248739058,11.602045385566722
30,9.26216286864499,11.859915435084712
31,9.518589059645636,12.248538764611213
32,9.682118429262951,12.614969338261908
33,9.929322029148084,12.97935876440106
34,10.134676218293937,13.382867471992975
35,10.343480935635789,13.711978094523365
36,10.55105565368474,14.147508489540954
37,10.741686350562162,14.528866771908948
38,10.897035419182767,14.932829090691556
39,11.036058419721861,15.42509777204024
40,11.288188187774129,15.827332838703153
41,11.483724629438374,16.294469625895296
42,11.602226824162086,16.71821455239619
43,11.717053445395276,17.23424424617614
44,11.879135682823776,17.831890129950956
45,12.122108106678475,18.353958839477073
46,12.292936348304773,18.915766145570633
47,12.430956532124403,19.435035426399743
48,12.543646979318149,19.88675298283312
49,12.682090440605528,20.522083277841173
50,12.849449405589922,20.802384483646673
51,12.953701394138875,21.198421215659884
52,13.047994053086162,21.388261432368875
53,13.14228671203345,21.675984139418407
54,13.417603379736818,21.998639892058534
55,13.501971498015859,22.413957908866813
56,13.710057357378933,22.791038280802315
57,13.893856332144114,23.08696364709474
58,14.063405034214952,23.43181197091939
59,14.210657462868724,23.719288278715915
60,14.346314750101163,24.196156976428245
61,14.51934219631456,24.466087007311515
62,14.603710314593602,24.962570182948777
63,14.753153007034413,25.444497588060393
64,14.837521125313454,25.90819628974261
65,15.033615056532113,26.288677349500073
66,15.13964466797448,26.621472904390856
67,15.307440962419529,27.087939212304708
68,15.463103984230031,27.502580212156897
69,15.569630150483542,27.97689545043925
70,15.670374222105092,28.44330865549379
71,15.865621481531713,28.93146024599678
72,16.06805235354685,29.45519630245757
73,16.17172801837353,30.01609228101346
74,16.32459850375391,30.589185682629836
75,16.471281939007394,31.09958303818243
76,16.586864472472776,31.47694412046181
77,16.73773275105173,31.7482166146548
78,16.820908182825043,31.992863299246203
79,16.876456427692023,32.23046692691457
80,16.932004672559003,32.633835284333465
81,17.038071876295263,33.00934860414437
82,17.151445863775663,33.32202569943031
83,17.331716285313213,33.558831379013625
84,17.4091089295057,33.815224761564274
85,17.520455781816942,34.21627331016583
86,17.61522542431502,34.51105612868537
87,17.717799456775246,34.97227389987911
88,17.930260392674725,35.34857938178681
89,18.04063209853041,35.76780163565469
90,18.10439944823958,36.197897011783326
91,18.12015671665191,36.61135060700373
92,18.221401253898538,37.05900869364493
93,18.492384298501772,37.62374822250467
94,18.54681725190202,38.132442470494865
95,18.593747983235033,38.66364837213812
96,18.633585723865036,39.213331151430296
97,18.767829397314564,39.71033484030453
98,18.891634181414716,40.14272735647681
99,18.93054362711611,40.61466056481113
100,19.05861819131616,41.09922304928797
101,19.082845764066054,41.48411831805939
102,19.178560702118112,41.79536888406947
103,19.256590466543674,42.22462059639254
104,19.43572392065985,42.51255911090486
105,19.519775975478233,42.77643442465973
106,19.559613716108235,43.023957448372336
107,19.61483716001355,43.25052508262381
108,19.701869119042506,43.579146502803454
109,19.70583160761533,43.990214535197985
110,19.83228506730428,44.35917154316449
111,19.92342437107832,44.64958465388684
112,20.10051202166114,45.022359436631625
113,20.23565525770616,45.34082746272564
114,20.26937077255844,45.74735689423483
115,20.273333261131263,46.21129268319724
116,20.27729574970409,46.700569955506104
117,20.495091109236704,47.11663249341039
118,20.666569494397077,47.45305469446357
119,20.772684210418,47.94570776680557
120,20.969281752345573,48.45452300620063
121,21.004788813004453,48.93669562419796
122,21.104760955905427,49.47846228144024
123,21.16995482336014,49.85764635909927
124,21.173917311932968,50.47112158738456
125,21.23684385188463,50.889752293274555
126,21.299607871972306,51.2990204529685
127,21.303570360545134,51.73668505593058
128,21.430103616313595,52.152517344860385
129,21.46796405949843,52.58488986443109
130,21.47192654807126,52.95338296377653
131,21.52128103877582,53.288524586360495
132,21.52524352734865,53.58788804673717
133,21.560220013811968,53.84990219839242
134,21.564182502384796,54.11959334626387
135,21.568144990957624,54.52656551165283
136,21.57911749350285,54.82923998934598
137,21.641991685351943,55.184972127718105
138,21.707185552806656,55.47769847235088
139,21.71114804137948,55.90300031876844
140,21.749008484564317,56.32687531888655
141,21.86063578168895,56.68618425422217
142,21.893084509790192,57.162507413726146
143,21.926252955541873,57.55369453498632
144,22.06228415548594,58.03446755397041
145,22.141894628819372,58.47271261333774
146,22.26758570759721,58.948640131605984
147,22.297868633541693,59.41566587956815
148,22.444050069984847,59.793247270735506
149,22.49918951791037,60.15592817556105
150,22.570769806826462,60.522964745182755
151,22.6719091154281,60.95424084132183
152,22.700160048781175,61.39284238484491
153,22.75534274598165,61.82388381664491
154,22.810428066002338,62.26781038280258
155,22.929976551983888,62.686039895516124
156,23.0212500787633,63.00110101389246
157,23.085583642044263,63.4801480061717
158,23.17316570751506,63.81056755803049
159,23.279850280932465,64.23109025829832
160,23.47532806278755,64.62649018374239
