Time(Iteration),EpsilonGreedyMultiArmedBandit,UCBMultiArmedBandit,TSMultiArmedBandit
0,0.42431770723020124,0.41292767772020217,0.43967627046322405
1,0.8207957817995363,0.8084922753645876,0.7054790440865928
2,1.240862805428638,1.1742450145457584,1.1183394389190258
3,1.6140786086519125,1.616168427341385,1.6008096843602773
4,1.9896592057945468,2.0049623441522804,1.9048296811858627
5,2.346211868386692,2.281446417639909,2.3465234089391505
6,2.6650882075278965,2.6943369623514757,2.7356162858337187
7,2.9981309576284865,3.1187856928450977,3.177561533959593
8,3.3740109834471497,3.4341974640785304,3.451625444378221
9,3.6635323949810448,3.8813596552620866,3.787530742544173
10,3.9319143473096667,4.099683837007001,4.19297222941901
11,4.179937771602164,4.364849118522323,4.598009301903201
12,4.4007848187060015,4.594690089727688,5.028756108667882
13,4.63022357541306,5.003473692959711,5.386419593826294
14,4.856557703160766,5.4634362223814446,5.828733681779784
15,5.175238495965483,5.9398410540862985,6.254348791192944
16,5.494173386474836,6.336764267861403,6.602882621735991
17,5.728739248157949,6.742424184096936,6.934301771391423
18,5.953752201900447,7.223163291481304,7.35891241784793
19,6.305541307703404,7.628078980070674,7.7419491532038025
20,6.568430668170016,8.121927845865816,8.161842315210347
21,6.763187863996642,8.509177504906592,8.573378922636094
22,6.877659739857869,8.974376257082177,8.937978629056547
23,7.068592397297134,9.306737961951722,9.199502358919382
24,7.225139898911351,9.687722354944803,9.467647664406748
25,7.37146338481932,9.73039150040037,9.675715265949108
26,7.640421351259531,9.831693042646863,9.705205613927909
27,7.734813028205844,10.02487997770012,9.879546718251593
28,7.936766735086917,10.271436868374206,9.998103876223496
29,8.17733496230459,10.475673216076613,10.092599785404522
30,8.338658171162006,10.777004282516742,10.169257584943953
31,8.509524999001254,11.019341315960574,10.281129509014166
32,8.704526781278703,11.282682688542744,10.363435136367091
33,8.926661596141603,11.548878436766545,10.442545672279937
34,9.024288404126835,11.902886396532004,10.512751685348439
35,9.348051632675691,12.275984523228903,10.56043709640982
36,9.513887117832663,12.653819308842072,10.682901672709603
37,9.674294317507094,13.012474158195783,10.762526483905232
38,9.8113552627028,13.386876455218566,10.868471758736428
39,9.965389492800082,13.791258021808327,10.948796842207138
40,10.132057526730131,14.182978284070256,11.056376409518942
41,10.389038989186066,14.690400664457703,11.164981732476745
42,10.575775955224756,15.190734607922437,11.310019313739168
43,10.737960170010586,15.686292515188583,11.412953949743663
44,11.071301876232276,16.220645943196104,11.527294445633936
45,11.19755981568927,16.784101057371878,11.608636950169059
46,11.446203291309129,17.387463028841715,11.76065633227157
47,11.56746648151161,17.993100626434323,11.844921044114859
48,11.72312416741094,18.551665988862133,11.906366700577301
49,11.837840241305718,19.03906221493184,11.96311991580388
50,11.981555282131776,19.151009127952847,12.064387721774384
51,12.105531242170041,19.35933375929096,12.174496618412125
52,12.306696037138561,19.54259343692054,12.296329652380749
53,12.439590332612223,19.763342479784107,12.418137909462946
54,12.629911182589181,19.991649181868578,12.497291560290245
55,12.773988927382407,20.246448058323672,12.571287913342744
56,12.846292678701682,20.482359902346026,12.68782116006808
57,13.045373080818843,20.743635407842877,12.792198391059344
58,13.13138395626377,21.00368122368038,12.892126073263833
59,13.190076901949837,21.325136381465903,12.978039842324133
60,13.25168995267191,21.660992271743254,13.145080932422047
61,13.481678048906058,21.923270293818817,13.344246493087022
62,13.639837808286217,22.276850089158547,13.410745516521473
63,13.738389827212433,22.623336149261146,13.474379507267866
64,13.874876626887069,22.97704388488785,13.61080979548223
65,14.045812850400583,23.372089066027762,13.757947490719
66,14.13682390613675,23.612960549957208,13.824175819029989
67,14.304698753831456,23.970345753143498,13.924950254996531
68,14.427863246826798,24.278934985326284,14.067748882475609
69,14.487320379633875,24.53994868814795,14.16279848905323
70,14.53788220839005,24.83375943216426,14.287510069358527
71,14.629095769829513,25.294378542097455,14.401101158249421
72,14.788360670159705,25.604762030006942,14.510921873179077
73,14.851604984545881,26.048073854189624,14.617035079939805
74,15.064170606159697,26.349021258873517,14.653817796427367
75,15.25732235948604,26.816956989555912,14.761971968942703
76,15.47631683305922,27.168572460385974,14.824416111083044
77,15.576542812568272,27.439438171077434,14.964418285569593
78,15.668622322727103,27.9409807752956,15.092543744083747
79,15.9067599573389,28.296333584417688,15.154413855748569
80,16.083040191018817,28.68003681417402,15.228756120059055
81,16.16644043256904,28.86617128199878,15.355381807298485
82,16.33052454959286,29.15674064531486,15.43456964210965
83,16.380393217534113,29.513265395068174,15.487626597884937
84,16.448744619167428,29.811165256167783,15.690948344258981
85,16.58727644069301,30.130644018969594,15.820332155794222
86,16.637145108634265,30.417882073540483,16.013158859065534
87,16.68701377657552,30.64068196731901,16.09709422946855
88,16.736882444516773,30.94971007654042,16.243836589346135
89,16.94171832216385,31.235747840463812,16.325373340859507
90,17.044044812097894,31.644810320290453,16.43315548504483
91,17.107241142753164,32.09648958219478,16.540852505040757
92,17.186301855272184,32.39089567392319,16.61603296844502
93,17.35740823279413,32.66886056717811,16.701349582337553
94,17.582144023023833,33.04180480819165,16.845898203558797
95,17.719134157560983,33.44185538830933,16.902780135557766
96,17.87327774436463,33.683969316232286,16.962469940238243
97,17.951081551485178,33.92589138274117,17.021261093350738
98,18.037785587745027,34.26255625930256,17.110343078787338
99,18.16886285369752,34.57207448361935,17.25175606306477
100,18.38069760391307,34.90483667143113,17.35385580570094
101,18.480125104814295,35.15172337457876,17.4654181439324
102,18.600015514285676,35.50329456779607,17.628825190405728
103,18.70204261668088,35.83847302170319,17.69215427321006
104,18.827622857751315,36.165311905713715,17.776991708997794
105,18.92772403401321,36.48943148661219,17.889619146666835
106,19.07123001203681,36.81606047638168,18.06411389199962
107,19.17241101510981,37.1174337630102,18.18502033146664
108,19.26831267172367,37.37879969311569,18.275147393334816
109,19.533047264070046,37.7216722609817,18.453919967794334
110,19.653165949974014,38.091291173137904,18.525169141942918
111,19.73600842338619,38.341101409732076,18.618905415278796
112,19.786570252142365,38.693502993747394,18.704780049592436
113,19.962060284987608,38.98333401005524,18.831478005632142
114,20.067341355008317,39.26090929910561,18.962212130727515
115,20.21117501132824,39.56071383888825,19.062418549783153
116,20.358401333384997,39.907551689567114,19.174734669401918
117,20.41921654293943,40.30001392178333,19.32416748192629
118,20.51677871424331,40.662913181870856,19.395293208207114
119,20.588627316616915,41.02015974942752,19.49830191107966
120,20.69722514925472,41.31812670074309,19.66919765392528
121,20.765575236177256,41.60672749107392,19.785555577207482
122,20.89182666041786,41.846593904284944,19.905283731481667
123,21.068953130721138,42.08432983973681,20.00912782102155
124,21.270545815541272,42.408553958057034,20.07681123127786
125,21.42265483417956,42.79098194308876,20.158133719417457
126,21.512382575360967,43.09413373990803,20.223436173727162
127,21.606196279454714,43.31154261531681,20.33573702480622
128,21.691159524552116,43.54611839367767,20.381480116328007
129,21.84518134299757,43.94898003910829,20.44906986961527
130,22.008035827865317,44.24327086891821,20.569138967072742
131,22.14499082360201,44.65451276033858,20.645053153757054
132,22.316610786150846,44.95196584906489,20.73942408687579
133,22.465627994988996,45.17630055895778,20.783400354258255
134,22.607144874016253,45.47423191295088,20.88754554590674
135,22.641035692934054,45.80494963792884,20.983283995046058
136,22.81553030219966,46.057870352492415,21.06069569097816
137,22.91543664384558,46.26815041048494,21.18307302898163
138,23.0512600525946,46.70191066389259,21.248339356712656
139,23.174202743690763,46.965711276678505,21.318616119558385
140,23.22243097588923,47.26101178382485,21.45664433573561
141,23.272992804645405,47.592181577079906,21.560030399819617
142,23.323398324866886,47.99870809886033,21.644830391690945
143,23.53329023438632,48.206838668455646,21.765890657368974
144,23.671197674234897,48.42914592404581,21.84785011775238
145,23.73985530698131,48.68977687612699,21.93030153165964
146,23.85639059690677,48.99726861630337,22.042443991692707
147,23.979790200715563,49.4339157728849,22.16366211476339
148,24.084291057394204,49.8490974192572,22.32557280625164
149,24.14039623305313,50.13568358623486,22.381126536290758
150,24.177207157006936,50.46943982786544,22.48357452643878
151,24.26616878233865,50.73989974223949,22.587170076703508
152,24.3483876232813,51.0987376332604,22.6871942092503
153,24.45667565224682,51.361533241606445,22.789843767714977
154,24.594777055441412,51.59361482800125,22.884453583579706
155,24.628667874359213,51.93667052124853,22.990069372125546
156,24.76120524085882,52.27154326931625,23.079231460269867
157,24.890324227152124,52.64364046756582,23.19991277637344
158,25.060066657378854,52.95638597604867,23.28575519514157
159,25.185752351791955,53.15399944000618,23.36525630570167
160,25.25337571677463,53.55915154592164,23.435644790996484
161,25.393162928839487,53.825202265518705,23.524836840829
162,25.478007412523077,54.14580264852384,23.61530226528716
163,25.672084320788276,54.4173367043144,23.692821737599687
164,25.74515908411244,54.72877716583305,23.853348555539363
165,25.82167461331183,55.06286474950203,23.919392311040504
166,25.924503408495877,55.44032096009255,24.004427816615447
167,25.958394227413674,55.71087729912021,24.10866941042692
168,26.069758336274976,55.94722348417544,24.227205694340274
169,26.122636435136855,56.13794150077375,24.29810093647427
170,26.204776224346137,56.445247519048884,24.335922495835216
171,26.238667043263934,56.72251234212543,24.402902404462942
172,26.28620668168147,56.986345969331225,24.477623285978996
173,26.396749999675272,57.22519732653973,24.532098150592024
174,26.561737907997504,57.58348798247156,24.638382430937295
175,26.650997322859332,57.95895066287378,24.748541710036257
176,26.770262323526282,58.261829677767594,24.86154511395499
177,26.80511947631382,58.55049295753904,24.968295931849646
178,27.031391229894076,58.81652652504063,25.012032726577353
179,27.131652520474244,59.02735391323946,25.08750764789523
180,27.18012047889499,59.414748513719836,25.14309168693809
181,27.330649784634574,59.69026884972502,25.225663325721904
182,27.36550693742211,59.92565460493804,25.2813220950359
183,27.41442360656088,60.23390526677498,25.352327561135432
184,27.490818882843485,60.50131428469335,25.420611049890784
185,27.553628532119955,60.61501756863095,25.480022260728028
186,27.63500205330506,60.87723092364339,25.56828562498448
187,27.7836155829843,61.21492540564954,25.634541654871565
188,27.87047055677117,61.52517164282925,25.708899205027166
189,27.975502687765903,61.917194191371536,25.809504246415298
190,28.106547994252338,62.27441190344284,25.882916947535485
191,28.170526364526324,62.61717052387172,25.975040498166543
192,28.26244526928835,62.86271514818609,26.09886244741775
193,28.397638133230164,63.10847444311139,26.135590327743394
194,28.54758427768176,63.3499734564013,26.183046527153817
195,28.647966729616417,63.76628130675181,26.298467900186143
