Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UCBMultiArmedBandit,TSMultiArmedBandit,LinUCBBandit
69,12.785974666569022,13.340945372710323,23.684540821157377,14.466549154599836,10.7724771709097
70,12.890033079675751,13.422413216568376,24.0342921277751,14.501947846969367,10.787123606379007
71,13.055008932076362,13.582694972687213,24.20588796387059,14.646491829182873,10.78961331980859
72,13.170021359224446,13.74946016188214,24.511029272077852,14.704405726163964,10.78961331980859
73,13.391628889061419,13.93539532595793,24.752910747551404,14.780494895378855,10.78961331980859
74,13.552375455342482,14.11153807843641,24.9930923381993,14.846835195681317,10.79545439330929
75,13.666511122871958,14.219070637868308,25.175715448168877,15.021971050321236,10.806062779111953
76,13.715517761667135,14.34793856350208,25.527459714345945,15.14079387187013,10.810798374850705
77,13.839726979185794,14.48326204935926,25.711232432443655,15.280992204951982,10.842131279863377
78,13.912871623044591,14.602185087394517,25.952600311840293,15.33981579430144,10.842131279863377
79,13.95041044510416,14.702217341920866,26.26460823008789,15.492423875862661,10.842131279863377
80,14.110230811827213,14.799703485804713,26.587368600091548,15.551468507337082,10.842887065902428
81,14.20196179907368,14.943502995166558,26.86907501766218,15.615197017838364,10.853929232602605
82,14.326493655264997,15.05397227025361,27.111915786302298,15.70404177807249,10.854685018641653
83,14.381008878892041,15.162982086869345,27.439174315001974,15.80396628416498,10.855440804680702
84,14.548533059228046,15.221420401447919,27.65986943210795,15.899398692142551,10.856196590719751
85,14.816004629037078,15.345044734812396,27.95695052912969,15.974521775381746,10.856952376758802
86,14.998559141105043,15.398231170821608,28.311501119538672,16.06281913025554,10.85770816279785
87,15.161767594798897,15.624546378951791,28.542874855246147,16.17677706255473,10.8584639488369
88,15.266851064492158,15.7632325148832,28.752534999111845,16.27430455570349,10.859219734875948
89,15.301900173122144,15.816418950892412,28.985886603739083,16.403441152670844,10.859975520914997
90,15.450910362541512,15.90849880510406,29.17490007346841,16.511215256026585,10.860731306954047
91,15.49911563224612,15.984392325855874,29.45699500128068,16.594024740378895,10.861487092993096
92,15.565652316373908,16.119855498718522,29.794042303840335,16.696039266069032,10.862242879032145
93,15.673091374023437,16.214855322773182,29.928790981260146,16.733069777429684,10.862998665071194
94,15.708140482653423,16.3223837326662,30.177175053605982,16.84317000590438,10.863754451110243
95,15.821180544318532,16.450249133824485,30.43762482223816,16.97499905014768,10.864510237149293
96,15.900105045890438,16.561334481776175,30.64341414463013,17.09051893737393,10.865266023188342
97,15.94449171601541,16.707138540691286,30.890603304565712,17.214842217053498,10.86602180922739
98,16.09020894821488,16.85157125085108,31.230466579817495,17.286408076035435,10.86677759526644
99,16.28589334628635,16.956424288613444,31.34556966782305,17.37941288941084,10.867533381305488
100,16.52229056991161,17.076287364932202,31.557110767855146,17.459505113796006,10.881114036517195
101,16.685856545623906,17.186186935204763,31.717258550356707,17.552734265179456,10.881869822556244
102,16.843630286997595,17.389650366217868,32.12473785170332,17.639049015744902,10.882625608595294
103,16.945285693982516,17.515060890805724,32.34745301402056,17.731184600267195,10.883381394634343
104,17.062795042298347,17.7345919527476,32.575389963231835,17.846147204643522,10.884137180673392
105,17.255544932321136,17.79591745290336,32.77854092894704,17.914432680870455,10.88489296671244
106,17.38580936006958,17.882575816004028,33.06646693999776,17.986723415085617,10.88564875275149
107,17.495974049290012,17.994902088531635,33.30242144971679,18.081511621086058,10.88640453879054
108,17.641139003200202,18.12632690375391,33.66531255650764,18.211805733725186,10.887160324829589
109,17.69065775262592,18.23269505351941,33.84965693167054,18.26004724955329,10.887160324829589
110,17.725706861255908,18.503597893952726,34.03487168537954,18.348731003844826,10.887160324829589
111,17.760755969885892,18.608245995166772,34.29029140331345,18.414685822541536,10.887916110868638
112,17.795805078515876,18.678729392230387,34.59129160945768,18.504279592664766,10.888671896907686
113,17.844349611880492,18.80175624436346,34.805058255068126,18.640064691145685,10.889427682946735
114,18.141165357553692,19.019116046152234,35.031369734914776,18.71974737193622,10.889427682946735
115,18.36571114303769,19.19102307917842,35.22405170135084,18.77987381676253,10.915864276367667
116,18.437352410666612,19.238368441686934,35.51466831077246,18.891555659511486,10.916620062406718
117,18.536081622833283,19.463864377038078,35.783944389118616,18.95957628266328,10.917375848445767
118,18.571130731463267,19.643706820137623,35.94315196604429,19.031711265325594,10.918131634484816
119,18.73379790360881,19.895561526021005,36.16568193715778,19.1679533665845,10.918887420523864
120,18.87526510376061,19.979625549685544,36.43741826433384,19.248058060669795,10.919643206562913
121,18.95581341836808,20.0619591602143,36.676977264114754,19.380532963745047,10.920398992601964
122,19.02164382935147,20.184403111228697,36.99549731083806,19.48212126361134,10.921154778641013
123,19.15296489287974,20.338867239741838,37.33996180738341,19.60102685310275,10.921910564680061
124,19.195935280234515,20.474922504903763,37.60213149454925,19.7056434095401,10.92266635071911
125,19.425871055591166,20.577139711909616,37.92901678009149,19.860795612044353,10.923422136758159
126,19.576814991159832,20.624485074418125,38.23075128346126,19.936405500472627,10.92417792279721
127,19.690814011746916,20.671830436926637,38.424891043107294,20.020936261255077,10.924933708836258
128,19.745950664821397,20.744858021226868,38.609163272065324,20.147497021201325,10.925689494875307
129,19.83485011081464,20.85721082225915,38.78438898300206,20.209089921381313,10.926445280914356
130,19.91858302954467,21.01231302888438,39.084719082330274,20.277289662468654,10.927201066953405
131,20.137453765217607,21.193753648451867,39.26455279742155,20.349256935777856,10.927956852992455
132,20.244327601700544,21.284284651218737,39.575220269289076,20.406713019946007,10.928712639031504
133,20.3904258454072,21.37207825760641,39.86409165700383,20.469058693935597,10.929468425070553
134,20.599054981928404,21.476819108241287,40.17468495095791,20.562078172175678,10.930224211109602
135,20.604521683061783,21.601025128591306,40.522006374479375,20.683086479131724,10.93097999714865
136,20.68902002810157,21.666021118956838,40.76033130377476,20.806098583338205,10.93097999714865
137,20.75575269014025,21.81484883561976,41.00305556496177,20.88122828104342,10.931735783187701
138,20.825652876267657,21.957817296247168,41.30436525716358,20.95016061202946,10.931735783187701
139,20.938099288367045,22.04197529008859,41.521887761233025,21.033527988847673,10.931735783187701
140,21.06345001167349,22.165223645272093,41.82185780751904,21.118233770146833,10.931735783187701
141,21.28969862814298,22.418740118963676,42.0224359024182,21.24367527079958,10.931735783187701
142,21.370813479563324,22.466085481472188,42.20889841969767,21.324948619178407,10.943892505227426
143,21.376280180696703,22.56944231167552,42.41303856619683,21.447269441808807,10.956049227267151
144,21.45742837145464,22.672170969675,42.60454812109403,21.599592806022436,10.959294726735783
145,21.546204596183912,22.74603710424632,42.79016047034045,21.71590774354984,10.960050512774831
146,21.55167129731729,22.793382466754828,42.9247962060483,21.801280896609885,10.963296012243465
147,21.75797670056161,22.91039376267937,43.14071649799446,21.85898703584662,10.966541511712096
148,21.892052592674013,22.998039445668255,43.39837186135633,21.990136192282566,10.966541511712096
149,21.90322800626478,23.045384808176767,43.70911047764641,22.079696730367512,10.966541511712096
150,22.00610381340808,23.237264502418462,43.84546463388339,22.14095065824145,10.967297297751145
151,22.040787147078465,23.28986174349633,43.97834275529108,22.30339197670456,10.967297297751145
152,22.149556931485392,23.44577629841225,44.156795983868,22.371312947070344,10.967297297751145
153,22.18672483962054,23.605499373503108,44.42443891818097,22.41010489752458,10.967297297751145
154,22.254501742317434,23.67537469824898,44.64263055149433,22.484076812389564,10.967297297751145
155,22.347502886216283,23.761580700166142,44.882535609112566,22.551578236283724,10.967297297751145
156,22.380125865902095,23.840614078785855,45.017691044294004,22.62619077887598,10.977634136774755
157,22.57386569488369,24.028568601342158,45.33275396707193,22.77618282008957,10.977634136774755
158,22.721125870648414,24.12369763546777,45.54231247378855,22.839820823990525,10.977634136774755
159,22.731992340331303,24.193838645295624,45.79833006689604,23.000919241299272,10.983506926838665
160,22.890194364830762,24.258886406404848,46.01950695859005,23.046241472140263,10.983506926838665
161,22.89566106596414,24.408387123845806,46.236899074815874,23.12125901076772,10.983506926838665
162,23.02755318719142,24.533626371104262,46.385946065152496,23.197104801076815,10.983506926838665
163,23.11733449196811,24.55962630290821,46.582081850327256,23.228670874845164,10.988242522577417
164,23.213411347711013,24.76040653342087,46.852579689251506,23.315049724709958,10.99297811831617
165,23.330810248840482,24.949875486084615,46.983489397158266,23.36011078067311,10.997713714054921
166,23.436335785029943,25.00420829092881,47.237879484412254,23.384510458628718,11.002449309793674
167,23.472881681782862,25.130992659031087,47.360291139286204,23.531141358782044,11.007184905532426
168,23.588700797456088,25.29659468559644,47.51895703704591,23.567828744407578,11.01192050127118
169,23.605510709419278,25.322594617400387,47.6626698015806,23.63727417111898,11.022528887073841
170,23.625372721179268,25.471683689171464,47.917037412897244,23.71699482869766,11.033137272876504
171,23.69527011972219,25.503392333432807,48.132678538357524,23.844772287608464,11.037872868615256
172,23.700736820855564,25.529392265236755,48.254035002662235,23.94877495843324,11.042608464354007
173,23.78571643369778,25.669329678699533,48.543473872726025,24.002408298714045,11.04734406009276
174,23.83163137871032,25.705464974791745,48.75857750880622,24.0759854718648,11.052079655831513
175,23.956790805117155,25.731464906595686,49.081839339190125,24.126338141819506,11.056815251570265
176,24.032751657825525,25.841423277435478,49.30286696424057,24.155917966788103,11.056815251570265
177,24.073376509142893,25.98824937597403,49.57302906224375,24.274883542685448,11.056815251570265
178,24.218650971877402,26.148258084076417,49.75312573050776,24.329769969150792,11.068923366429406
179,24.22411767301078,26.20363276804912,49.93733809884022,24.432900243438755,11.081031481288544
180,24.267873705516028,26.291942901416583,50.15599038644218,24.4695604001041,11.083521194718127
181,24.273340406649403,26.374940675537182,50.27797038837214,24.549754435305733,11.083521194718127
182,24.32112256268731,26.54822350952289,50.549182918332086,24.680631849149833,11.083521194718127
183,24.42316073285156,26.67927443431909,50.79634028016504,24.776707411380713,11.089393984782038
184,24.428627433984936,26.810528159471897,50.99117775599929,24.882378094100755,11.089393984782038
185,24.434094135118315,26.826383931738036,51.302838611699634,24.979162303227433,11.089393984782038
186,24.486779135265103,26.847948416461566,51.55223567370531,25.070896015795896,11.089393984782038
187,24.530130899773603,26.88475006148294,51.774226049581316,25.11750478328558,11.089393984782038
188,24.64788172876481,27.06957301090795,51.97703313068668,25.175123262545846,11.089393984782038
189,24.68050470845062,27.234110746368465,52.18656617884524,25.232429132207095,11.089393984782038
190,24.754197725039624,27.396015881547783,52.35832899333193,25.27076988265993,11.089393984782038
191,24.854413257310814,27.557101865808356,52.58229875609809,25.418033212836505,11.089393984782038
192,25.045387244297864,27.666267621518216,52.73220815480738,25.473574759444826,11.089393984782038
193,25.122594027091516,27.812096345551748,52.974316790067725,25.53774897026438,11.089393984782038
194,25.152214503497813,27.854063747313024,53.29936651931805,25.629955634814376,11.089393984782038
195,25.169058214095706,27.900704075752845,53.392742027715585,25.701355289558357,11.089393984782038
196,25.301964520225027,28.026942326869563,53.56988254211851,25.7463856029358,11.089393984782038
197,25.401336683714383,28.203257047260042,53.675311167852406,25.78131737401838,11.089393984782038
198,25.59289452900884,28.22495389302688,53.85897180333639,25.842259861458167,11.089393984782038
199,25.66364275094039,28.305202231114237,54.092246729870496,25.898340184559867,11.089393984782038
200,25.669109452073776,28.37930276452962,54.335522406706524,25.953660758995614,11.089393984782038
201,25.67457615320716,28.476256002147124,54.578178022154574,26.04930231046622,11.089393984782038
202,25.711850223316606,28.592387562516894,54.789858469917284,26.114482009613983,11.089393984782038
203,25.856192746196182,28.63941251203616,54.95152841743343,26.246487392691613,11.089393984782038
204,25.901898595987205,28.6552682843023,55.17813382988594,26.358354224650732,11.089393984782038
205,25.96533957362302,28.747147039255612,55.39293711043369,26.40267706285379,11.089393984782038
206,26.01192166653094,28.940975977394782,55.604852393191,26.48510543551663,11.090149770821087
207,26.055356597230848,29.049532484304656,55.76143395965634,26.548266415790465,11.090149770821087
208,26.114099019688688,29.11440794835105,55.9128888218778,26.62359708008979,11.090149770821087
209,26.24764518850825,29.210842112376106,56.070362248608525,26.644213557714608,11.090149770821087
210,26.37189558917916,29.26362642379658,56.37209763717361,26.73631789990348,11.090149770821087
211,26.377362290312544,29.305465496447873,56.51487365463919,26.78791805341829,11.090149770821087
212,26.59312328755462,29.339777428039667,56.577385151425595,26.85873921837658,11.090149770821087
213,26.707844986585798,29.353143486876224,56.70967386639795,26.943488044889637,11.090149770821087
214,26.787625020011625,29.37280358801818,56.98749858980418,26.97881640681725,11.090905556860136
215,26.83353996502417,29.39828557548974,57.21415421034484,27.080826721868256,11.090905556860136
216,26.90385873630596,29.457326988014238,57.48536184939352,27.13524269223265,11.090905556860136
217,26.915034149896734,29.51643548741173,57.81603973516572,27.217081959654394,11.090905556860136
218,27.036040849190773,29.68055900939158,58.07578610215246,27.266644032949937,11.090905556860136
219,27.145385185696608,29.831931118658076,58.20784428517319,27.337816625505276,11.090905556860136
220,27.174718947404745,29.943770022577468,58.38469141215519,27.388104219921587,11.090905556860136
221,27.308421015787882,29.98830525866715,58.4543832835022,27.40488362031075,11.090905556860136
222,27.344914417885434,30.059916078652954,58.674825116614144,27.44086263250959,11.091661342899185
223,27.350381119018817,30.10589859693361,58.922166285182996,27.585197533614906,11.091661342899185
224,27.439606923779035,30.129551036431298,59.08191293745851,27.696918034378143,11.091661342899185
225,27.547592478860945,30.233189267415707,59.21719085676608,27.769802388463102,11.091661342899185
226,27.718921259077696,30.386436000848597,59.241801150021935,27.82429794545225,11.091661342899185
227,27.79127023946188,30.423926356870208,59.38799547981434,27.895708495172094,11.092417128938234
228,27.883504012959786,30.621879352312277,59.57030367152068,27.984919316256583,11.093172914977284
229,27.900313924922976,30.70977418926916,59.76838568788315,28.04986333041689,11.093928701016333
230,28.043736471912304,30.804937701462542,60.077200548943985,28.1569875707085,11.094684487055382
231,28.13491033841452,30.84315797106923,60.395216395964574,28.22150310169323,11.09544027309443
232,28.20210489370537,30.982868197111628,60.54532738562983,28.252612395582958,11.09619605913348
233,28.220596942166928,30.996234255948185,60.701171357329784,28.3291425728655,11.09619605913348
234,28.409157388068603,31.094103251612882,60.91126748687949,28.39371550977318,11.09619605913348
235,28.507455861496407,31.192662866320745,60.975145449805225,28.428137471586542,11.09619605913348
236,28.54546518817971,31.41848654124471,61.182025094964374,28.435465436520918,11.09619605913348
237,28.665296124564254,31.431852600081264,61.36380408099781,28.535348068991407,11.09619605913348
238,28.770350817554423,31.5719031977632,61.593987550808734,28.58399193497891,11.09619605913348
239,28.85607466215601,31.693428216657246,61.73635167196039,28.676740873788315,11.09619605913348
240,28.922200463969837,31.748790508355576,61.88063270765267,28.788696567897006,11.09619605913348
241,28.93903350356507,31.86840615546082,62.07053801039675,28.831003780859522,11.09619605913348
242,28.99392106860418,31.925647607239295,62.26474508694447,28.878936538858994,11.09619605913348
243,29.110120675482904,32.019751841535246,62.395791305380286,28.99622746337413,11.09619605913348
244,29.24890142833724,32.08053730210275,62.52880847627232,29.0484654697599,11.09619605913348
245,29.254368129470624,32.09390336093931,62.817254444167546,29.140353017410852,11.09619605913348
246,29.273133444571975,32.22451124702474,63.062349188264214,29.215003334759682,11.09619605913348
247,29.344024941561692,32.29158671165798,63.28636215774907,29.28233071998499,11.09619605913348
248,29.38598548274249,32.30495277049453,63.42923556931284,29.34575711028963,11.09619605913348
249,29.49912765180644,32.3870256993803,63.51063505727037,29.512611939973528,11.09619605913348
250,29.676989328895086,32.43003075900986,63.66846707239904,29.602852699703266,11.09619605913348
251,29.793897320289993,32.44339681784642,63.83679385364587,29.681300393925266,11.09619605913348
252,29.8480611647844,32.54112748900115,64.004954724312,29.69434187065885,11.09619605913348
253,29.881809273766624,32.67701106838833,64.0891409008741,29.749508887751297,11.09619605913348
254,29.920289699140902,32.69037712722489,64.2711114376348,29.867935666207654,11.09619605913348
255,30.067604044911292,32.703743186061445,64.3859734977736,29.947336971161157,11.09619605913348
256,30.176395533061093,32.8160056051107,64.57690775700178,30.000332681946134,11.09619605913348
257,30.316611777668886,32.931680059279074,64.75520632190157,30.084020177386613,11.09619605913348
258,30.335377092770237,33.05617325319337,64.8313432190338,30.15584348969452,11.09619605913348
259,30.392101366259702,33.06953931202993,64.94748667845248,30.180745836260286,11.09619605913348
260,30.520421525271235,33.082905370866484,65.11956136373917,30.258088621550126,11.09619605913348
261,30.640629997826416,33.21759311912929,65.31716015540651,30.324235804660667,11.09619605913348
262,30.76589743421251,33.267399029798334,65.45354342029563,30.376969927642023,11.09619605913348
263,30.798329746608903,33.36916597690152,65.66437576928666,30.39354510978231,11.09619605913348
264,30.89375646772634,33.51672071742799,65.83642577782484,30.44085814970732,11.09619605913348
265,30.975225748580367,33.58152787953169,65.95150992388896,30.503505668055418,11.09619605913348
266,31.150871867754613,33.59489393836825,66.07383201359293,30.56796660029044,11.09619605913348
267,31.242722238941905,33.720719747475876,66.22040072084624,30.659191585228086,11.09619605913348
268,31.30090444445421,33.78866289383218,66.31316819726811,30.74518728378531,11.09619605913348
269,31.37986929766696,33.80202895266874,66.48854174152119,30.77567051730596,11.09619605913348
270,31.444299934474277,33.815395011505295,66.61190497390544,30.845705611182844,11.09619605913348
271,31.543827799216263,33.89792736349015,66.81024992369166,30.861236801346006,11.09619605913348
272,31.5817563614152,33.98042252464837,66.898750181098,30.93208694120877,11.09619605913348
273,31.58248746680983,34.09192334943507,67.01905620445386,31.04919933539952,11.09619605913348
274,31.628125907191453,34.17441851059329,67.24973767385208,31.148274897395567,11.09619605913348
275,31.648869122857683,34.187784569429844,67.29281655064622,31.246981190120287,11.09619605913348
276,31.809569925791966,34.35419323760608,67.45552417626024,31.309328908725412,11.09619605913348
277,31.960434180553683,34.43454326505405,67.63439711611366,31.36308390198638,11.09619605913348
278,32.065829475567895,34.481235736721736,67.82127955599677,31.41590689222687,11.09619605913348
279,32.159266395624535,34.53936757829618,68.01306855676438,31.51012149187226,11.098685772563062
280,32.195812292377454,34.609723615187676,68.17075702838443,31.602308757565982,11.101175485992645
281,32.319382731475955,34.75693694116828,68.33767629750949,31.68376914782511,11.103665199422228
282,32.46181365429969,34.837212186207786,68.43151874826376,31.72807735150542,11.10615491285181
283,32.49596162754973,35.008048592269894,68.70155012380785,31.81362080781704,11.10615491285181
284,32.56255705213583,35.03989008844085,68.8029104876212,31.908055431683255,11.10615491285181
285,32.69062997663595,35.105342138723664,68.91671012834024,31.96486460884865,11.10615491285181
286,32.79462924115825,35.20445835407439,69.06165675773303,32.00233680730129,11.10615491285181
287,32.795360346552876,35.39695411707447,69.39751858790937,32.04704683287717,11.10615491285181
288,32.85262621791942,35.459339867691284,69.5692670305132,32.072882541317384,11.10615491285181
289,32.883413424288605,35.51983275060136,69.65900616036643,32.113271918483775,11.10615491285181
290,32.958457861975674,35.560355087990345,69.7880289481964,32.194792895178374,11.10615491285181
291,32.95918896737031,35.573721146826905,69.98938572967919,32.281137159266294,11.10615491285181
292,32.95992007276494,35.62041361849459,70.08281986790078,32.31685166998854,11.10615491285181
293,33.01512623169726,35.63377967733114,70.24407560778967,32.36000393811257,11.10615491285181
294,33.05575108301463,35.728839425654236,70.48152373729363,32.41939361185641,11.10615491285181
295,33.056482188409255,35.82646485034772,70.55528243771874,32.51072953566615,11.10615491285181
296,33.10820675959668,35.856095658496315,70.70729446914135,32.53728958198576,11.10615491285181
297,33.10893786499131,35.86946171733287,70.88632031676083,32.59645461845374,11.10615491285181
298,33.10966897038594,35.9397007063444,71.00679256234471,32.65336580321969,11.10615491285181
299,33.15151546755511,36.03757769502602,71.09123903109997,32.67869170239068,11.10615491285181
300,33.19041161236799,36.15672432627511,71.20046337777356,32.78934322682755,11.10615491285181
301,33.254842249175304,36.27533588375276,71.3544581621032,32.888347385600156,11.10615491285181
302,33.33660655083742,36.38508320986871,71.4748080379903,32.99256235271149,11.10615491285181
303,33.38635734801231,36.398449268705264,71.559628771022,33.02695038023927,11.10615491285181
304,33.425775600596225,36.55675463094704,71.70135925368743,33.113033531549306,11.10615491285181
305,33.42650670599086,36.60671149010248,71.83340298296667,33.220716077777624,11.10615491285181
306,33.42723781138549,36.75506728787569,71.95739355864276,33.31996899542908,11.10615491285181
307,33.549819812378544,36.82155869854962,72.02218171628076,33.40419389197608,11.10615491285181
308,33.669647057248255,37.00899525016339,72.24223257007178,33.45883237199236,11.10615491285181
309,33.74410860061496,37.0713810007802,72.48684980608816,33.507778184860776,11.10615491285181
310,33.744839706009586,37.09632078930252,72.65355168122713,33.5607967899968,11.10615491285181
311,33.74557081140422,37.13103227884364,72.7724973845081,33.580735027728686,11.10615491285181
312,33.82739938215021,37.20158249952308,72.98812909454372,33.61834682493655,11.10615491285181
313,33.885223240796975,37.25031085505823,73.11238981219003,33.7350772935821,11.10615491285181
314,33.8859543461916,37.54275986879958,73.2348313850542,33.77262257401994,11.10615491285181
315,33.96087425607432,37.63928294256924,73.40557164151684,33.822619293783205,11.10615491285181
316,34.019577775733595,37.6526490014058,73.52750617038267,33.904328234315315,11.10615491285181
317,34.15901568330145,37.696067972362684,73.62336399030222,33.950164405690465,11.10615491285181
318,34.22101274960138,37.72154995983425,73.9037456377006,34.080588573342155,11.10615491285181
319,34.22688553966529,37.793933523887794,74.07341293048047,34.208864091306914,11.10615491285181
320,34.282931119876295,37.86774433178347,74.24768922812987,34.2411508363939,11.10615491285181
321,34.34117588102554,37.90679261241174,74.46802968182492,34.38050205188763,11.10615491285181
322,34.4101333018758,37.965797111629925,74.70008448468897,34.49096101995281,11.10615491285181
323,34.47808101032836,37.97916317046648,74.96692164967929,34.53021734674124,11.10615491285181
324,34.51209430981591,38.1719642720083,75.07719208088997,34.571017342811054,11.10615491285181
325,34.71526431773778,38.30620166353236,75.2591396768908,34.619994982255164,11.10615491285181
326,34.71599542313241,38.38083368327422,75.45231782580696,34.6630198677467,11.10615491285181
327,34.79237467881401,38.45596357361742,75.58849887992662,34.74331817341037,11.10615491285181
