Time(Iteration),EpsilonGreedyMultiArmedBandit,UCBMultiArmedBandit,TSMultiArmedBandit
0,0.5201096398898192,0.24129866835073158,0.41807513967081517
1,0.8976398116759107,0.6227622092956671,0.841232262963949
2,1.2949748511235295,0.9930814149401475,1.1183759281026757
3,1.5364099959478332,1.4293328813576514,1.6125193089763918
4,1.885303287729893,1.8852613443474897,2.0256797252668184
5,2.183317831208337,2.2394205815739503,2.4649260737695355
6,2.4791540508926753,2.5668515727576926,2.8313873326606105
7,2.7263064163250634,3.0812937927567976,3.204200438626853
8,2.9797571354708507,3.666629289654794,3.591630252183434
9,3.243751578643253,4.032034230917427,4.005223855298823
10,3.584242173652111,4.395230716265687,4.3447260618690615
11,3.892510235215913,4.780504364708311,4.8207158065632685
12,4.108129080721222,5.126963635048382,5.231936398229396
13,4.437830977730255,5.550344781781578,5.628627496660349
14,4.729753744509916,5.942978705915549,5.904205835436031
15,4.9877099792684625,6.350774200944554,6.292933528483351
16,5.347428507361016,6.73032259029751,6.786479274854104
17,5.580647899264457,7.275235407915029,7.197340569999341
18,5.877581338466935,7.76788644028054,7.530363492497985
19,6.163327713372377,8.21700617985468,7.940926092465361
20,6.4183992340125355,8.671462682234878,8.433834823526308
21,6.726613480513381,9.039884799100228,8.83954091252863
22,6.912688873482241,9.5366752661039,9.202724304972957
23,7.252415632243381,9.940312421867766,9.694104676968646
24,7.46950767129555,10.187907735955552,10.08138081851472
25,7.665021201192678,10.235241996914992,10.532086851809305
26,8.024867014946084,10.268598906511448,10.971403347649083
27,8.286263223694961,10.435449907635968,11.433557023493787
28,8.557758678334402,10.673405050114761,11.832831142278959
29,8.711141084292358,10.927504661579517,12.150373337695116
30,8.856856932577038,11.178211314788838,12.534266468726589
31,9.079593068172182,11.526920324534895,12.896384567376066
32,9.260338980182881,11.86343647375892,13.252155888389613
33,9.428365370270285,12.234722291048223,13.631924135521732
34,9.605177977787214,12.6188991472305,14.004864624234807
35,9.881337064203123,13.002678445737146,14.39574030665654
36,10.11596480136484,13.40527885982508,14.72378750218912
37,10.3522182064498,13.810395867573751,15.091358030282777
38,10.506747856772709,14.24514869451759,15.365039905392365
39,10.75301892310671,14.711719996091412,15.611536371669459
40,11.070542244102183,15.150410245255173,15.844348012438605
41,11.318960255423352,15.642148305306549,16.20344382693753
42,11.547890896309555,16.180116245683553,16.634753557351978
43,11.699007774377257,16.64617446948902,17.067938066812793
44,11.88397706128001,17.190565785782944,17.37518733291021
45,12.069864471175247,17.675574285428148,17.698396274314668
46,12.299200556714172,18.253251751755663,18.094697196936586
47,12.43676880584645,18.85826275954724,18.513093355581514
48,12.687548626651555,19.50395872644463,18.81534598328196
49,12.843645910105518,19.537774466872442,19.1962705890309
50,13.005681025176367,19.958673281640124,19.54192029722314
51,13.134264683423314,20.374148452944517,20.01967841999129
52,13.276087358871981,20.563085039619107,20.460696654236344
53,13.455063481474884,20.778314987370308,20.694456922651845
54,13.7152226270585,21.00611631605663,21.010853227772433
55,13.867725748229613,21.235665508992724,21.329594317019446
56,14.039050709065986,21.489247930855328,21.639489766004015
57,14.437272718779028,21.775305333633927,21.889084439534095
58,14.52464206812903,22.051843622875523,22.197830359190263
59,14.702764790710152,22.445255083368746,22.581115128988646
60,14.85297136162384,22.67720006853502,22.78128677072293
61,15.06756161259877,23.073098581573934,23.170998337687138
62,15.29720414982297,23.39430519585479,23.522058952062007
63,15.434518091385849,23.71072802350957,23.848711947924436
64,15.66366403510371,24.042431591788507,24.236724531199464
65,15.784301006434765,24.44802101485707,24.502092481940643
66,15.88187451283128,24.862997168687116,24.733022803140063
67,15.975299928372,25.242014796581547,25.038996978893298
68,16.05303939183452,25.682210498022425,25.270990762992536
69,16.286782810400034,26.071253940512474,25.61195251724836
70,16.440396109590274,26.531416943952898,26.027835077768344
71,16.59294366109782,26.889947375184914,26.232911452011148
72,16.691933601659258,27.278811153351135,26.55850260187961
73,16.76841586084017,27.5328005735632,26.928727480545735
