Time(Iteration),EpsilonGreedyLinearBandit,LinUCBBandit,LinPHEBandit
0,0.30034626832346634,0.2951525341692384,0.41149204800347194
200,21.42823739204028,16.03476119391027,72.16585682134895
400,32.51659824291824,18.50675094930554,143.71303144120546
600,41.37170209322676,19.94910004315099,215.44301910254126
800,48.82044506113796,20.810132783384155,286.92503242441614
1000,56.4491060652505,21.301754800869,358.5341627020127
1200,63.600445625753366,21.759987619005184,430.3035167416664
1400,69.69885347532748,22.021143450675098,502.06737512434427
