Time(Iteration),EpsilonGreedyMultiArmedBandit,UCBMultiArmedBandit,TSMultiArmedBandit,PHEMultiArmedBandit,EpsilonGreedyLinearBandit,LinUCBBandit
23,6.203980606294328,9.472947836092747,9.401301613427224,9.472947836092747,6.624743353462041,9.472947836092747
24,6.456260436998866,9.885985301296719,9.599611896931547,9.885985301296719,6.845218935225114,9.885985301296719
25,6.6660644239086695,9.931898835994913,9.889895223742691,10.183375839052788,7.033914538007136,9.931898835994913
26,6.786329083179566,10.048814854862274,9.961273792492069,10.480298261530818,7.214109673916365,9.980202971753567
27,6.982981381405301,10.204112145131186,10.088224899842483,10.809710002303706,7.458915272282552,10.032060231855489
28,7.144763395972327,10.427554882560845,10.151712398610455,11.092382119909628,7.628067691061891,10.092687352516393
29,7.340306029796546,10.664998568480218,10.215395147617237,11.318263611284337,7.842521781902146,10.17527619887187
30,7.552044505732993,10.942277455764911,10.31662768730305,11.610734884036976,8.024426815644793,10.229039981694099
31,7.755605846737719,11.19193906352724,10.409822199630469,11.919015610055261,8.199798094875165,10.2698852656392
32,7.873695766573297,11.48769431296631,10.51348667079794,12.256667330253233,8.393373117905774,10.336035928672848
33,8.042401221769014,11.817784229244767,10.578326811319087,12.588191277290605,8.572914470830277,10.385198995537708
34,8.239389837446524,12.16053438867343,10.664886056463528,12.959269412989984,8.705379769319142,10.430973550477466
35,8.415132669640869,12.521478814772784,10.742334834404177,13.34336653864912,8.889004505684877,10.477985852294294
36,8.576646910650247,12.887973416410803,10.859086416573078,13.73709119483433,9.042787810826031,10.5191849442099
37,8.719250655926375,13.263969960724996,10.973212950249467,14.082396477084142,9.204679025331913,10.558626251839634
38,8.89345498964996,13.672711230564726,11.090216137105552,14.469588253714683,9.391139055916087,10.61245577394664
39,9.079219184378832,14.104767716296083,11.183455815045964,14.858474894850406,9.558251515212445,10.658122302526987
40,9.226290853970935,14.555348793430062,11.257991253080151,15.25588378208367,9.73578345749962,10.678709387399444
41,9.362450305465966,15.014431285004125,11.337092318577707,15.716818590782454,9.886073671302324,10.700689335705436
42,9.499064088894713,15.491429651121075,11.42789884061581,16.158656443947184,10.03524149086577,10.727693830747478
43,9.652622611974799,16.01633591164599,11.538980485599616,16.596986758491376,10.176977122329514,10.752457051628063
44,9.759482269278188,16.543396193489194,11.624277232609158,17.063801320243144,10.359183205029085,10.774022201018472
45,9.95344702934041,17.117213465564145,11.756472963689713,17.541403774547828,10.50999217115911,10.792582976901139
46,10.083629016003403,17.691022632073103,11.839025827747866,18.068259652334383,10.645200127792503,10.815242744348893
47,10.174953851736403,18.286106057367064,11.953263355357771,18.600759294645247,10.753519784414573,10.838473787397923
48,10.352501360559994,18.880342975382735,12.050144676830136,19.17058316394216,10.875261176760402,10.848776184069077
49,10.564445874925005,19.324753398906434,12.131979918579857,19.77197060259347,11.042067655448013,10.860530611754985
50,10.769941713322607,19.61642638938347,12.225647600961631,20.029125885734754,11.147489862038077,10.890259417915958
51,10.93248364659897,19.846005185607467,12.334965656984336,20.335969593455452,11.260590810020588,10.910645689032705
52,11.026341168571689,20.021193483772823,12.44423422584752,20.66794756717993,11.387239972943187,10.919533453098863
53,11.132097152052495,20.22249579086531,12.552333388946886,20.94990574225229,11.554319520777765,10.930457820171684
54,11.256084192701872,20.42907268154336,12.659922053604701,21.29480573221857,11.728567523176919,10.939659100137947
55,11.435076132977345,20.684791902406268,12.755501219563612,21.597149278232795,11.873512704189698,10.944498849698926
56,11.534087008715385,20.96380080837568,12.863928403472148,21.93276276490536,12.072386665397648,10.958171706654657
57,11.644478180015229,21.19076585877351,12.950915706483931,22.24603517003733,12.186216089352504,10.964503168934646
58,11.809911335942601,21.44742117611697,13.066187224726443,22.560632868065763,12.293587896729473,10.974724038423425
59,11.978553202679414,21.735222848244526,13.172880792490089,22.926707840895574,12.462183534229553,10.992720318979298
60,12.055942396587728,22.051764882459015,13.25802593344132,23.25866313592889,12.643188022663852,11.000644456903068
61,12.15705075729534,22.37071241143089,13.357462260475556,23.63837808674473,12.757151920778734,11.00813621848538
62,12.291903209831219,22.698443990477184,13.47672139166386,23.992398441381578,12.894821895938803,11.014952258211059
63,12.43962122471352,23.074319618240942,13.584098346073864,24.422884170157086,13.029584431663253,11.025429877805353
64,12.567386103419658,23.440637827513683,13.679521635785596,24.865145487000518,13.173902988343604,11.032053565946574
65,12.693201568268552,23.79767345010797,13.768929456113717,25.30734053636634,13.313122842902038,11.040400341194355
66,12.810061587853959,24.121712259238446,13.874285157696017,25.6945879300345,13.442856708298,11.054994676051876
67,12.920774000278538,24.462662886575544,13.960060600043974,26.116951012433596,13.565459102367917,11.069793043201352
68,13.03302012390475,24.819940509105546,14.064100827951577,26.584334241914007,13.717520756383205,11.07759620251369
69,13.195752589486762,25.186398070339752,14.162265821581245,27.063394796378915,13.95101204653204,11.088753811813731
70,13.292050338920665,25.57472433747976,14.252320368342573,27.54056136040687,14.060278574620376,11.107227759257011
71,13.427888040410137,25.978319523911527,14.38657807951811,28.006812329955164,14.209064650807694,11.116871871500043
72,13.576664013976018,26.289462923584452,14.473448524900242,28.503061526991655,14.325894329544267,11.12482041484951
73,13.68019461515518,26.655523655697422,14.569595530912155,29.027838654944556,14.503999945903422,11.131834359345579
74,13.82073689571456,27.01654670540845,14.681285845528718,29.48941792307929,14.60886982552974,11.13809372336019
75,13.93916796726465,27.367990396018087,14.778316858441796,29.861832112333133,14.735235353924907,11.144353087374805
76,14.041272746402917,27.729069752329977,14.908863537981363,30.16172071004761,14.859339572922671,11.150612451389417
77,14.163355748622456,28.081042832769235,15.026385117689438,30.41085322185211,14.99804282627372,11.16036952746054
78,14.294683764216224,28.445771744495463,15.100316652532621,30.660022406786975,15.167785138679873,11.166164143891057
79,14.399985440852838,28.751021083813324,15.187314968832505,30.98679617855048,15.315674944866569,11.173296959559307
80,14.529927334856518,29.153759960828047,15.256204814766011,31.3025614878387,15.468756464553735,11.179304685021698
81,14.599184538869864,29.5090970089611,15.357171152472413,31.62735328528036,15.570886831089872,11.190099289683609
82,14.721501308796554,29.84628748223804,15.466817171511241,31.97810863379696,15.735606061424564,11.195693619726041
83,14.833477996081237,30.21947441787432,15.568358404376863,32.325955720985185,15.87461068652067,11.201287949768476
84,14.961536331858047,30.50346977340361,15.666813180240302,32.71626209339088,15.987023468061052,11.209790272255702
85,15.039077697013516,30.829347447992003,15.758843435150691,33.08825235082279,16.087672720416908,11.215253222940055
86,15.114150682410937,31.189329116062463,15.853857207366573,33.4813930342669,16.190171968612027,11.221027571354432
87,15.244441015311224,31.46944003079502,15.915983418517712,33.885260400419995,16.29641991475792,11.224053083165531
88,15.286293900362509,31.790401049570683,16.005453080493584,34.26773134720671,16.403065062796912,11.226448455257556
89,15.389632592715659,32.109532543883546,16.11007954066902,34.68515434475196,16.513260657213674,11.23122544563926
90,15.467573235793145,32.39833863323204,16.21088647703602,35.108901758347386,16.670745154531474,11.234555416584683
91,15.586607018844308,32.72238489998588,16.30463458144615,35.483772409660226,16.74413942654495,11.237885387530104
92,15.675334515850988,33.0646121146167,16.403287496240754,35.891897808090015,16.871910873219804,11.240956481478761
93,15.731802119709307,33.42520479056976,16.50469537256228,36.373197143920116,16.969360384690486,11.244027575427417
94,15.864379832401273,33.73133283954378,16.59185224737376,36.83837408440745,17.072953673056436,11.247843154183492
95,15.976646569767388,34.009888482555894,16.677957282224057,37.28133870276601,17.218389170717295,11.250175492719759
96,16.043084363791618,34.38630744913042,16.789031754219362,37.77617403264928,17.35117192243977,11.255329731623055
97,16.152561684536135,34.766469770237514,16.8912060276227,38.23224237479237,17.403283808092173,11.257973467889347
98,16.280432040495526,35.059284181875185,16.99508157389381,38.64775175028157,17.514294967887377,11.261300164456813
99,16.39576533504758,35.38904323973377,17.1070286196273,39.11028153827087,17.620486674388115,11.267279014503229
100,16.483102340698245,35.714529387399736,17.19053346826624,39.514692706222625,17.692906434124485,11.27603018149356
101,16.56256875347493,36.03670759640942,17.269522072926378,39.89676801566529,17.774876477129464,11.281055536049534
102,16.643498463013092,36.34940071243728,17.364359743641714,40.21284702179065,17.89527495570142,11.283699272315825
103,16.75132360554251,36.68447759096975,17.45707632682723,40.56049062387142,18.06608615106198,11.286343008582117
104,16.844523465607,36.98897023143116,17.53356636827683,40.87827461636502,18.146706662551438,11.28945482833854
105,16.940440198720744,37.283711370660114,17.63152158300471,41.18470178955274,18.262287103891175,11.29221452455717
106,17.000127770770376,37.60763143527235,17.720171004261136,41.4952813328281,18.366845288298776,11.29429849891917
107,17.08548029546014,37.957180081264475,17.83184230517868,41.81016526238017,18.50507314896321,11.307095469764704
108,17.194038617918313,38.28808089108488,17.928282564528427,42.14922428534233,18.63270306769912,11.309855165983336
109,17.25449210875437,38.62279673317026,18.010417508592212,42.472659472842544,18.723858544056494,11.312614862201967
110,17.39141887341054,38.99368617481234,18.094878496337873,42.797306036106335,18.83063009834666,11.315374558420599
111,17.48110300076022,39.26559051756104,18.189818063989684,43.16476556498806,18.924713462713697,11.318134254639231
112,17.559015784586464,39.5805265478072,18.286393040765613,43.5259346381173,19.097684550052335,11.320893950857862
113,17.687584078956096,39.9082423615584,18.36895115881367,43.89753080775255,19.209849561265305,11.323653647076494
114,17.774649139137274,40.22032543108224,18.44877468316863,44.309119170045506,19.342713766838237,11.326724741025151
115,17.869908823282376,40.514001379849425,18.538288407001435,44.716949000110844,19.4818371807261,11.329795834973806
116,17.945125527019496,40.816531899537615,18.656812563375965,45.128186021196505,19.550348641655887,11.332866928922464
117,18.00701176592532,41.12457440275142,18.75181558450622,45.53044165017644,19.63506771408863,11.335938022871119
118,18.04616848102929,41.478037031611414,18.83612692675558,45.95021863175393,19.73524046464144,11.33976369730123
119,18.13271478748526,41.80551920816279,18.897585074479686,46.377783130859534,19.808075775883218,11.342523393519862
120,18.238623827920133,42.125813376626205,19.00328535145371,46.8319604140809,19.901508672359917,11.345283089738494
121,18.334556434943817,42.44520031780036,19.093472791697874,47.24069095866343,20.048773363085715,11.348042785957125
122,18.437776014913915,42.79031180697842,19.16346127997905,47.70689278823792,20.174695011947477,11.350802482175757
123,18.522834168098488,43.112036186656105,19.254929664241743,48.12854250189279,20.28266732690539,11.35356217839439
124,18.633320820232996,43.42812341093713,19.35515433927143,48.576777728171216,20.41448477340185,11.35632187461302
125,18.712030297568457,43.73462108313449,19.4489805680914,48.97075406671689,20.519934899967005,11.359081570831652
126,18.776703879116337,44.06435996699224,19.53441437551778,49.31655341367992,20.615583833815986,11.36116554519365
127,18.88717117972883,44.36419622473266,19.63420913285985,49.656738917414735,20.704964182132922,11.36324951955565
128,19.002519603424187,44.69089684788183,19.738094348341505,50.108094182226154,20.81001717676328,11.36533349391765
129,19.114728462276613,45.01542149383815,19.81232527728781,50.46155451817328,20.892074984361802,11.367417468279648
130,19.18918149434371,45.34479670503319,19.89548937418489,50.7913439983777,21.006497383716752,11.370861133392514
131,19.257874612622615,45.650465104291364,19.969884810425622,51.097138328567745,21.116260696104224,11.37387970660791
132,19.340016484220616,45.91794910773123,20.060459053536892,51.45806028422998,21.196479098241394,11.37596368096991
133,19.443186223379417,46.240685368728165,20.13183794141394,51.835288414054155,21.278937895679864,11.378296019506177
134,19.545796552317707,46.573434635848415,20.207142447604607,52.17386696917492,21.35572945865673,11.380379993868175
135,19.628518158486504,46.85626051276492,20.269711661274872,52.52123128438769,21.417272757289826,11.382712332404441
136,19.742477381114522,47.216384082956665,20.335610227944372,52.88553682368415,21.49982274473666,11.387289141065791
137,19.86131389075963,47.478302305384375,20.415484432634393,53.2509105791354,21.5702666396654,11.389621479602058
138,19.95622916023494,47.83272326639212,20.495824871524373,53.63787002042345,21.644873448521807,11.391953818138324
139,20.065106043984056,48.150078541613574,20.57016355460023,53.98214179697994,21.77250032254487,11.39428615667459
140,20.155058913654685,48.47110497392935,20.660089815090757,54.36235937180719,21.88867919428407,11.396810490299776
141,20.22844083897005,48.734855158061094,20.738283184405518,54.73233998915234,21.9915191710794,11.399829063515174
142,20.344546767400352,49.09700880542195,20.82719427747957,55.14782258753634,22.073724432179624,11.401913037877172
143,20.419928646896523,49.43532285616821,20.945043779622196,55.55079951719286,22.157435731262286,11.407719457438963
144,20.52769306146159,49.72199519029676,21.025265406186637,55.93286468872179,22.256399466818735,11.409803431800963
145,20.655734774778292,50.01943339636457,21.08770086498337,56.35846402924139,22.40739961052486,11.411887406162961
146,20.737769737232778,50.387092600697905,21.161405570818552,56.73694091019466,22.48139423829964,11.413971380524961
147,20.791049935207422,50.66917713687365,21.245627070076868,57.11102375357106,22.654703552075883,11.416055354886959
148,20.886554258269634,51.008166690496,21.314738617159424,57.4973064549345,22.758470965901935,11.418139329248959
149,20.970045465416874,51.352893277571084,21.38462904164329,57.88632400852746,22.850693148342717,11.420223303610959
150,21.050953421478642,51.62264549938695,21.474640323754333,58.26863898534708,22.951154943228325,11.422307277972957
151,21.14790203405472,51.94130564000379,21.542364330426214,58.732055334401245,23.027834180505323,11.424391252334956
152,21.185004045810697,52.27965057103285,21.61371103176772,59.118866389030075,23.10210957867805,11.426475226696954
153,21.30434392711584,52.52626241692214,21.678391307766514,59.48778374017875,23.18808139998219,11.428559201058954
154,21.38631746728294,52.86660861428881,21.751849462961403,59.87018624722661,23.265017463698577,11.430643175420952
155,21.51111831694213,53.22831545096745,21.83361566823167,60.267451903690805,23.32170350511061,11.432727149782952
156,21.586787612048255,53.55728381931327,21.913606129037756,60.66443286474819,23.402394649557706,11.43481112414495
157,21.700711106000004,53.80498406254424,21.99598413587637,61.0279802281231,23.446784202666972,11.43689509850695
158,21.776395677783412,54.07610596076475,22.081452455653466,61.42655147882358,23.517423109720294,11.439290470598973
159,21.843258812812454,54.422727409280725,22.146594680152365,61.79832463908195,23.591849796113067,11.441685842690998
160,21.916825999438885,54.760830345923196,22.23165455625613,62.134142830029994,23.67977548355649,11.444756936639653
161,22.024045682503594,55.04291861267041,22.32097666124223,62.46541409798455,23.743203915243825,11.44782803058831
162,22.06662667276458,55.34116557731499,22.393616837266663,62.83225301245317,23.822138273237478,11.450899124536965
163,22.155896713099775,55.71525163612938,22.476878503677902,63.226626931913316,23.929004656969433,11.453970218485622
164,22.21721553528943,56.0209618076987,22.5465527888935,63.583783317632175,24.00345528175322,11.456365590577645
165,22.297998931288365,56.29679958341327,22.625624500608847,63.89246466452083,24.09904693727776,11.458760962669668
166,22.37159797959332,56.606352971957264,22.691517781297904,64.3377319427568,24.21225018662876,11.461156334761693
167,22.422732475272174,56.901469964783594,22.76811146761278,64.72815689476643,24.274098190210307,11.463551706853716
168,22.550455914748504,57.19576079565693,22.82621080331155,65.12666413355377,24.403611245429648,11.466622800802373
169,22.630383315180467,57.556168414370696,22.8996910822886,65.51216772409417,24.505042961641315,11.469693894751028
170,22.726393749711047,57.88602473905839,22.982106258162627,65.87601755448756,24.559434421276315,11.472513350147462
171,22.840659325300386,58.199816253464654,23.061854197515984,66.24856928880163,24.64853375620969,11.475332805543896
172,22.918065329357272,58.51429082649344,23.13324474981753,66.65894118713713,24.72078366422661,11.478092501762529
173,23.00163681500008,58.84494234768462,23.2041769386734,67.0388289871703,24.789840683361977,11.480852197981159
174,23.08508439764624,59.14942040253468,23.26198812490124,67.46640709415414,24.92357810829625,11.483611894199791
175,23.132689251440148,59.413420435302015,23.308979648617743,67.81934096138951,25.047323281336812,11.486371590418424
176,23.1950890604602,59.725905695436985,23.39520063176697,68.20712156444011,25.135766882861017,11.488768058276515
177,23.27233349298844,60.021518965608394,23.481793930980224,68.52026071138239,25.208927533729298,11.491587513672949
178,23.36060884435955,60.31041852818846,23.548384583610538,68.91142607393849,25.30664800988568,11.49541318810306
179,23.42198836422772,60.60974494816192,23.612322492923855,69.31930147790001,25.356455204354653,11.49923886253317
180,23.5142382328403,60.8708642288631,23.691202414760628,69.74159270750454,25.426243432612708,11.502309956481827
181,23.630171529760236,61.17323409369474,23.778257047211955,70.11669290496721,25.484417898910348,11.506135630911938
182,23.73349437190232,61.46384037656818,23.840359754236047,70.51905419917234,25.59945049259181,11.508895327130569
183,23.874658931630293,61.77692616349775,23.9038696844551,70.8783199856592,25.658392931516165,11.511655023349201
184,24.003644643861392,62.06522004997607,23.96818681370556,71.2807629287929,25.736452411557753,11.514414719567833
185,24.090984220202134,62.34032559333596,24.053894474572687,71.69271692696675,25.83655844666371,11.517174415786464
186,24.181845170387128,62.679352808393006,24.149656785493914,72.08932085410368,25.917210391006893,11.519934112005096
187,24.27257981629525,63.02091361536603,24.208519577958242,72.49454407779929,25.98364185440552,11.522018086367096
188,24.3677557218483,63.32706653217107,24.270701239291093,72.91691432756528,26.049509631525595,11.524102060729094
189,24.482479482530508,63.596808068560094,24.36023508382707,73.29515987701032,26.13657995082427,11.526861756947726
190,24.518978913964084,63.86113038458202,24.4178689085217,73.65904188033495,26.196491080012034,11.529621453166358
191,24.60828013150535,64.18322839122469,24.4972333003093,74.00985726580986,26.305745198666617,11.532381149384989
192,24.70645245890147,64.47268331920702,24.564785389714206,74.39148701785629,26.37450159371447,11.535140845603621
193,24.769496396906284,64.79119535256264,24.635133334886177,74.74973855195337,26.46300169842937,11.537900541822253
194,24.836311993019272,65.06817511192335,24.69244235979224,75.1211216643894,26.560344048410332,11.540660238040884
195,24.88794793563755,65.43289869721447,24.769393239281023,75.51024542998681,26.62281987776183,11.543419934259516
196,25.005888822516205,65.69802672913687,24.874253819706997,75.89286804788716,26.691812085789348,11.546179630478148
197,25.07681785189612,65.93886270847808,24.935096954101542,76.2837597380615,26.780090176374028,11.548939326696779
198,25.14338411818605,66.25180568410957,25.013793239691395,76.64935332786253,26.86907174440085,11.551699022915411
199,25.270000007120828,66.54165386877028,25.112333140573156,77.0297822076795,26.918564608082782,11.554458719134043
200,25.359724559482707,66.84112286938166,25.16460684524981,77.38673023165468,26.998604557253156,11.557218415352674
201,25.45299826535273,67.17495676812227,25.22662763058153,77.77166764594149,27.120735632387024,11.559978111571306
202,25.51452267305569,67.42137062910979,25.308686940880193,78.12144579275225,27.20862943914348,11.562737807789938
203,25.561763590583013,67.71965072833166,25.398112182575574,78.54264946747249,27.332280627316337,11.565497504008569
204,25.66614595794463,68.04123170127205,25.478925595031857,78.86596656890588,27.364936433097732,11.568257200227201
205,25.79455292548883,68.34660364575039,25.567141918770826,79.22896971113184,27.459598068819062,11.571016896445833
206,25.862919460497686,68.6220036319099,25.664010907883554,79.57765638092296,27.521092993880355,11.573776592664466
207,25.982917587633832,68.93599635118453,25.732905206215616,79.98584162103896,27.586633867129954,11.576536288883096
208,26.073230652286025,69.2567956013158,25.7958612745643,80.40563166248668,27.66539889856781,11.579295985101728
209,26.175818610257338,69.56253863886614,25.861212681075095,80.72260726927401,27.753525343263775,11.58205568132036
210,26.247026568244383,69.8538387754413,25.939364964383614,81.1623915523369,27.826379681661912,11.584815377538991
211,26.301637115238073,70.13965963871493,25.987990939219166,81.5414672704339,27.8991768246238,11.587575073757623
212,26.38209236427766,70.40916562740253,26.04800801525922,81.95580003632091,28.004325368738012,11.590334769976256
213,26.46288590470873,70.7288518545023,26.115065305538575,82.31747437517595,28.09310143829872,11.593094466194886
214,26.525943654968,71.01781933431626,26.18496135825517,82.75540096049372,28.14418058734379,11.595854162413518
215,26.597473961870723,71.35087348610885,26.25415441100872,83.11497503617242,28.263620739611596,11.59861385863215
216,26.664504843826816,71.6592720257322,26.327575091717804,83.54521346776595,28.327581833408075,11.601373554850781
217,26.75832453286638,71.96802597322323,26.418025672089925,83.87854733240908,28.406784520031202,11.604133251069413
218,26.813475939494783,72.26597484740245,26.50798649610194,84.17926247384989,28.46695828076111,11.606892947288046
219,26.940596271796256,72.57522840135118,26.556390288787725,84.54882490675182,28.538687021096663,11.609652643506676
220,27.00523964200093,72.90633240684488,26.602157871451233,84.88405952614197,28.62276984429924,11.612412339725308
221,27.159556555539535,73.19867649497981,26.63887515916503,85.18054229863617,28.73195090381461,11.61517203594394
222,27.269440641501397,73.47933054752508,26.710142743503763,85.56530339054515,28.78130542786281,11.617931732162571
223,27.337514114281042,73.73489007831502,26.779818789969855,85.96244508230515,28.846776311977774,11.620691428381203
224,27.3810061548962,74.07693956391584,26.849693958629082,86.33951738252357,28.926209825236924,11.623451124599836
225,27.443250559483882,74.31255762683239,26.921726828011302,86.7599200575602,29.01328462627073,11.626210820818466
226,27.572465755183316,74.64347029493393,26.977873090274425,87.12926149743531,29.10569697166818,11.628970517037098
227,27.662009664868293,74.9355017672681,27.049491181526054,87.54719886988971,29.17377331122128,11.63173021325573
228,27.732198560856872,75.25014136138827,27.107765248619344,87.9583630216633,29.240476027874085,11.634489909474361
229,27.784192458962735,75.55555897421237,27.18608127100819,88.31843412408426,29.29909281307752,11.637249605692993
230,27.87929540922038,75.8477400726344,27.266229329407725,88.67710489250437,29.38610729194293,11.640009301911626
231,27.911899083346462,76.12815780056654,27.326207255651447,89.08194964202576,29.430621585780745,11.642768998130258
232,28.00783865798336,76.41349281219031,27.3957301613219,89.46451920143025,29.502555864822483,11.645528694348888
233,28.055754316613733,76.72402563915847,27.462042984848186,89.90285128685639,29.567795516549918,11.648599788297545
234,28.161809374343804,77.03868521764504,27.538644010711483,90.24047061173306,29.62659162896114,11.651359484516176
235,28.245781865843934,77.35293783545677,27.599189324870718,90.60132515137506,29.650964477110538,11.654430578464833
236,28.34295218551172,77.65075908290113,27.673282333737706,90.98678924902522,29.701323598609978,11.657501672413488
237,28.413182858344218,77.97013831556143,27.751865519666545,91.3709423306619,29.764527622661035,11.660821130536412
238,28.47914109358247,78.27867897231945,27.80439246066284,91.75596899515728,29.872367625622317,11.664140588659336
239,28.547567822119152,78.56860297402183,27.866885701484012,92.10615054286578,29.973085795966643,11.66746004678226
240,28.630858470167844,78.81053191429541,27.955534878754964,92.51117409180634,30.01543710318958,11.670779504905184
241,28.68159525625976,79.0595399429034,28.020383175149437,92.86941690877256,30.10086726713989,11.673539201123814
242,28.73389853623255,79.29464495473172,28.098335842277347,93.25407827499183,30.166176077315082,11.676298897342447
243,28.815308091968962,79.58548061812441,28.158559183435482,93.63949461187487,30.216900428389067,11.67961835546537
244,28.918958546071003,79.88402506128882,28.238155237632014,94.0186079038282,30.30864147975437,11.682378051684003
245,28.96005039931127,80.18269681865866,28.290368040472867,94.40177518617695,30.335866828234327,11.685137747902633
246,29.057889846027354,80.4870581091054,28.358647929597492,94.80040232471406,30.39435313344527,11.687897444121266
247,29.132668973822188,80.79864659182908,28.462614930500823,95.21145007002362,30.45261949432685,11.690657140339898
248,29.17523189062305,81.02896225498075,28.523487234395866,95.58471052267748,30.538449714939667,11.693416836558528
249,29.23072274583655,81.2936559947487,28.570122168562033,95.97070609380667,30.657905685560266,11.69617653277716
250,29.30886923577563,81.58908163231746,28.63147920736853,96.36989692917048,30.774862719770752,11.69826050713916
251,29.35668523088594,81.90747477437527,28.702123271228235,96.79603589810105,30.854684469193767,11.700344481501158
252,29.46431765989466,82.2140298211145,28.765068136528207,97.21109014737392,30.921452384105127,11.702428455863158
253,29.53783076534229,82.51952106662895,28.831420020657802,97.57336794620056,31.00628975146645,11.704512430225156
254,29.62791162207904,82.82711821143748,28.90192102159101,97.97596940987096,31.046710457915623,11.706596404587156
255,29.71108555371346,83.11499529987056,28.981754074857246,98.34923820051758,31.094065427665097,11.708680378949154
256,29.78175957667016,83.44636690368512,29.02823841025123,98.69690609770882,31.130641174016,11.71101271748542
257,29.87240728871801,83.72826493693265,29.082274119311514,99.03018746973481,31.179564334583564,11.713345056021687
258,29.91501168124317,83.9542587530298,29.158130187694784,99.4624621666537,31.26667549812549,11.716353116414586
259,29.989916979167745,84.26454101245386,29.22804923803213,99.84886949692046,31.339759117485528,11.719361176807485
260,30.04641991644929,84.57462110414838,29.279569908515356,100.20188482477546,31.4734948323143,11.721693515343752
261,30.11514294930989,84.82887108517377,29.347522378231,100.5836395112694,31.53908277401061,11.726862269148326
262,30.168017104996736,85.09730776689702,29.415365355104797,100.96997563835963,31.616274627165076,11.732321866649873
263,30.25625600821313,85.37734400650345,29.47122564590887,101.32439597383741,31.70142721483702,11.734654205186139
264,30.32254470788822,85.66299322184803,29.541381417557723,101.60309811164583,31.742617953611184,11.736986543722406
265,30.376997168714027,85.93887011965602,29.604267618917614,101.96801813929936,31.80996085101313,11.739994604115305
266,30.417557200777214,86.27395880353461,29.659020016277914,102.32501104555729,31.89154848211865,11.742326942651571
267,30.49500912626158,86.55763213060347,29.736979882636447,102.71652393322418,31.98740823974806,11.744659281187838
268,30.537646194471954,86.86871408168724,29.810379678844406,103.069928865085,32.053569796273834,11.746991619724104
269,30.630973149546527,87.14295141982755,29.882640054050547,103.4609036031634,32.101028655501594,11.74932395826037
270,30.684366911615918,87.41652356030336,29.931942857915715,103.84813344575977,32.18828272238738,11.751656296796636
271,30.782449676573446,87.73728171944657,29.99428024168393,104.20222159790818,32.235630697148956,11.753988635332902
272,30.815256080540802,88.05413429454673,30.04771170842261,104.58354629159106,32.349463033182346,11.756320973869169
273,30.87475144585886,88.37460573818896,30.140647845372904,104.94052671258804,32.485209175268174,11.758653312405436
274,30.91909111265988,88.66183789391549,30.21674387981489,105.32671426969858,32.59136217337825,11.760985650941702
