Time(Iteration),EpsilonGreedyMultiArmedBandit,UCBMultiArmedBandit,TSMultiArmedBandit
0,0.34119829657526657,0.45783396703335305,0.3928349492128841
1,0.6603125413579612,0.7671887704905795,0.6361726930507542
2,0.9954286735384844,1.1071609103519926,0.9394806668641588
3,1.2534990694278574,1.4633330216835088,1.2099494486752014
4,1.6355524888438329,1.8525582674096595,1.544731228672325
5,1.9433005051325292,2.1343991784473273,1.8888171954113733
6,2.224061886983801,2.5521818472352913,2.2261167836600775
7,2.550102113345094,2.945059576828437,2.6295015666333805
8,2.8201772189424745,3.3829477085894957,2.9542380979142697
9,3.1760797995734356,3.7600869004131794,3.3649082197353373
10,3.3149416033934154,4.116658783264748,3.845087211469864
11,3.567511473122586,4.524661633823941,4.25249778333998
12,3.7121592906849763,4.923997079050264,4.619602546489979
13,3.9449864611253056,5.230485394052318,5.096986215703714
14,4.059037894132612,5.656662556632272,5.585554399218599
15,4.186841057480285,6.103304928951392,6.059688848818613
16,4.356500187199804,6.499545239770521,6.414799780968042
17,4.5445792011397685,6.918612562401444,6.725632792240067
18,4.67219463256339,7.27017534631278,6.9794513829194615
19,4.774098955733283,7.663503533245257,7.379286435087226
20,4.984668417130281,7.986673681312179,7.677766423702154
21,5.088550183285516,8.286517682380593,8.038337050813613
22,5.30905651411406,8.656079671065545,8.325829020511286
23,5.390067840291049,8.850805206909342,8.791262993131557
24,5.483476166944893,9.270047389618005,9.101128033507004
25,5.689560479164935,9.342224972076549,9.199882220766135
26,5.860004962941153,9.438417047342217,9.380436460764788
27,6.106051418662512,9.566174480522445,9.511879069963461
28,6.208633676463087,9.749272910274616,9.654830577260944
29,6.402317960680477,9.974746885588377,9.778452283978337
30,6.565540682240746,10.19621712490104,9.950191419639058
31,6.740316065931447,10.43891518513398,10.086815759964733
32,6.915495572953698,10.693271695459273,10.251190713380243
33,7.066761346838089,10.998971277123312,10.444006733492635
34,7.1883799835885664,11.308627673644372,10.535842751743903
35,7.387171508841814,11.676945458254227,10.642118557657435
36,7.618059600378613,12.029686091178892,10.79370586289688
37,7.80291354805578,12.395782432613794,10.87353653670852
38,7.9582235341719905,12.799207685116425,10.991764098180264
39,8.10277503731535,13.226422650729509,11.169038051885629
40,8.267815134188577,13.689815649776829,11.280480175127735
41,8.318496773253704,14.071009439962904,11.397903122590034
42,8.555317644287678,14.530848634223574,11.558282362326532
43,8.729727012912262,14.976461520395848,11.674795500862473
44,8.846006586999767,15.46790653087229,11.820311000922217
45,8.927771103953328,15.907554734241689,11.951798434783473
46,9.116270554755545,16.49209741068666,12.06416474560945
47,9.202860180535342,17.030598986012848,12.176417990128755
48,9.28064735263882,17.645086841809164,12.315384025188271
49,9.450709841167527,18.057097767421006,12.41255639581134
50,9.520939635241346,18.45364874978821,12.568543754613994
51,9.614347961895188,18.591200966853577,12.682072545201548
52,9.749001422193471,18.72443954704507,12.84461750778473
