Time(Iteration),EpsilonGreedyLinearBandit,LinUCBBandit,LinTSBandit
0,0.29543239163297463,0.45283258977398966,0.3950100805070721
200,28.401964779562782,14.86765067360957,13.095120250785845
400,44.106753391607995,16.53761444166785,14.163873419502938
600,55.450047321963645,17.613728028307214,14.63944465670761
800,65.05250592333707,18.24492240829562,15.136466437148414
1000,73.39425404554008,18.67373029021855,15.24697729557143
1200,81.24914983558644,19.115634083169784,15.393014944738596
1400,89.14161296903903,19.66133393932426,15.681713295295861
