Time(Iteration),EpsilonGreedyMultiArmedBandit,UCBMultiArmedBandit,TSMultiArmedBandit
0,0.45371331991696306,0.3977143986649078,0.392698606588388
500,49.49374576813219,159.79851602326093,70.99679018678694
1000,75.90593871035458,269.3631477252724,77.62864864513406
1500,97.2278716816399,351.90141779640334,80.90293826745093
2000,117.26261341524676,418.7637198116445,83.24665487739722
2500,136.69023338283435,474.2434984743739,84.78174442632708
3000,154.20622998616744,523.3453929592544,86.1641422390604
3500,168.95475456051824,565.1752195023959,87.05137182278119
4000,183.7668589091861,601.034468236929,88.12479989674435
4500,196.9299236196359,633.9964381768976,88.7401902653659
5000,209.9721339574891,664.9740845530598,89.71653044245434
5500,222.37246712748203,690.7883678556428,90.17577636549133
6000,235.17468360037242,714.9662282873909,91.11659436932862
6500,247.5447973523181,736.8636044602289,91.78222805737605
7000,260.1090437057644,757.815535042538,92.4493491571607
7500,270.92354596537626,777.4491239199543,92.69250111273185
8000,280.30985181755125,795.625876766944,93.05834756168157
8500,291.0980515103756,812.523610891488,93.58650845715091
9000,301.9751060201083,829.6807939130156,93.91750037101443
9500,312.71259992657434,845.2012729012029,94.39297637269007
10000,323.4617948195935,859.7357486358444,94.73277614598791
10500,332.9361541902071,874.329000516422,95.11420497694735
11000,343.39620739585354,887.4274666353028,95.42971858790682
11500,353.24902242582027,900.4038822505096,95.58763685959426
12000,363.35370341173973,912.7292614604418,95.73439587648838
12500,371.91829097632433,923.5502472222813,96.06339905836943
13000,380.70148436114994,934.2315403489795,96.2559268227625
13500,390.24560111753885,945.5957610524247,96.55644999678202
14000,399.0579754806236,955.6352881325731,96.79499005068342
14500,407.8088545832521,964.9176010331788,97.15759680935932
