Time(Iteration),EpsilonGreedyMultiArmedBandit,UCBMultiArmedBandit,TSMultiArmedBandit,PHEMultiArmedBandit
0,0.4170875666561905,0.32042370593904723,0.32042370593904723,0.32042370593904723
200,27.980086569344916,30.795670640580823,49.066630845448245,26.030263872463014
400,40.8321862082498,41.205872246375435,62.954659701834785,33.31960567880046
600,51.932441389294254,47.78930536952844,68.77379051462574,37.78153908135884
800,63.63563087557627,52.033863167088896,72.74979237181451,40.967769087394245
1000,71.3879554025202,55.83394890414793,74.84666569724233,43.39578055831293
1200,78.66632902856267,59.64394888794344,76.76664047097277,45.386459582162814
1400,85.66750482586141,62.3890176157381,78.08818028071869,47.04602051179571
1600,92.30293207451383,64.602681352829,79.91627315664677,48.53581124365355
1800,97.66132280228376,66.57911560892622,80.86647935924721,49.916616791488885
2000,104.50539011701362,68.1511262382372,81.80374440546156,51.256736901876295
2200,110.9392813461795,70.29298870878219,82.77119139604953,52.532308292855056
2400,117.04987250151437,71.71506279798773,83.14171101231827,53.617373185808994
2600,122.49829386337449,73.33188565948407,83.63740329748437,54.97965097151592
2800,127.83267581297375,74.72164830610112,84.26421781046078,56.14930944457866
3000,132.8012261165851,76.09518627251958,84.97285807289074,57.08716608420715
3200,138.33219437647082,77.07820326920228,85.35676777056649,58.040636456560705
3400,143.10716670812837,77.61541635326506,85.76878899983039,58.80000866707659
3600,149.06497084707297,78.72052683124403,86.50185597716312,59.59147941225452
3800,153.26205991199464,79.69859159190392,86.74853191987276,60.42975128672134
4000,158.4430067006734,80.77484887931843,87.2086318832364,61.1291921027929
4200,162.96812208259092,81.77754188153818,87.63476699056088,61.763459278719175
4400,167.31369450342766,82.83888975306255,87.93171046918899,62.31870301287404
4600,171.72630414790086,84.06658995168509,88.22117527596781,62.93699657419902
4800,176.14099678911595,85.20382244436004,88.39234822988915,63.52484446778023
5000,180.7163537166001,86.08801640184363,88.79369439000315,64.090736909075
5200,185.56050321271687,86.67099112847781,88.95176810160672,64.69477798507049
5400,189.67554337590107,87.26712720424072,89.06387739450392,65.2338595155334
5600,194.1446905807139,88.01554170351343,89.2488366141692,65.71494556182977
5800,198.9328917479684,88.62480956518222,89.45498448098166,66.25683410134894
6000,203.34802256931562,89.15333019739981,89.63395360582822,66.69332942254111
6200,207.5059742690697,89.93860336014158,90.15835290325859,67.31135240513264
6400,211.13915288749573,90.56018549611287,90.27173251281359,67.7177198907107
6600,215.0172797266031,91.15780463376721,90.60497355198615,68.19392351981881
6800,219.84210677904238,91.64353463522258,90.76644010112489,68.59533022718975
7000,223.8027467613129,91.92394903728211,90.92522574863345,69.17504596702824
7200,227.5589794224505,92.52749568176785,91.28553302683318,69.56509607742971
7400,231.56427717201186,92.81067481281679,91.33390268592602,69.9354833796509
7600,235.5520096680685,93.4761184622974,91.47244595308986,70.26330027574983
7800,239.29086242319264,94.18054167010737,91.62731018314123,70.68967915299442
8000,243.30051088816435,94.68243344298163,91.6794935349605,71.08149870354012
8200,247.1952392591349,95.14951175421236,92.03326729932097,71.54814085800885
8400,250.91773070530013,95.75499879427701,92.31476476457667,71.86473526369606
8600,254.84755707006306,96.48151480682819,92.48372902795931,72.29792248529681
8800,258.4004064410518,96.90591262933205,92.63871204281163,72.65496203167173
9000,261.8745509263484,97.40496864989026,92.72604565228409,73.1508187470462
9200,265.5937105990283,97.65144492783784,92.92690410301581,73.46653750162878
9400,269.3404116948117,97.97599420273085,93.01137769749543,73.89348894787368
9600,272.929473256952,98.48023923472655,93.10375402236085,74.21060578000115
9800,276.7518163250964,98.65803932003948,93.28600625005915,74.50804987872306
10000,280.2134196785682,98.90729301360616,93.48764999934124,74.83197087806724
10200,283.9295879783873,99.53406735845155,93.56801955248795,75.14979391411549
10400,286.6520176723524,100.20737292237293,93.69952666384782,75.42274617840636
10600,289.9249736674625,100.58965565415035,93.86840227677519,75.69490711487944
10800,293.86194362144306,101.25944581667099,93.96158886777809,75.93742695093502
11000,297.84328099719073,101.56393201011535,94.11971715846121,76.26288231648735
11200,301.27855337520447,101.91642518857279,94.28543634042053,76.60073473124854
11400,304.4285900066279,102.3010999760409,94.3304560871918,76.86503838950483
11600,307.88410772776876,102.49578939187386,94.5413359744282,77.15171647356107
11800,310.9922012368927,102.870885441894,94.71659574676357,77.40619063728737
12000,314.6362134482751,103.12337586797878,94.76560044847022,77.65951247041738
12200,317.78474672595473,103.26506086873196,94.83298521632199,77.91718789813834
12400,321.275984998754,103.57643157001826,95.05347529915636,78.13830243195498
12600,324.4078633838109,103.89274585687781,95.20898228467996,78.36598012253778
12800,327.0130958995245,104.32721895891525,95.30730765100952,78.59719989119198
13000,330.5654622957149,104.84006840606159,95.4505771241328,78.78931688519387
13200,333.6813574793252,105.34929264678654,95.51307887610781,79.01953800690322
13400,336.74093306573,105.89024860861181,95.52281630151386,79.2596122696957
13600,340.0074524390067,106.20529920787241,95.6783166769217,79.45894467408837
13800,343.51466365239565,106.65184837487303,95.79104007603998,79.67077231665044
14000,346.333419795939,106.86617656913964,95.90138150123327,79.92510194313795
14200,349.6503566207619,107.08646328682187,95.97277262285847,80.18223314468145
14400,353.0451899154079,107.18483037972176,96.06784710643417,80.40516432728678
14600,356.43999035927516,107.50700651736875,96.14706585521404,80.594725882441
14800,359.74090659982744,107.98939121042031,96.19580309300855,80.80213510978015
