Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit
72,12.176128451003056,12.229952221022199
73,12.261221967804232,12.324358666110285
74,12.37903305818747,12.358507036497013
75,12.444534119979618,12.51956672637422
76,12.551058857719719,12.66097299457645
77,12.664845160084846,12.796625421334628
78,12.780516559087033,12.881025312931872
79,12.90458182165626,12.937241528009604
80,13.020722379465516,12.970057077701139
81,13.201994249283675,13.045018203607896
82,13.336898409002723,13.204179871860863
83,13.497482959278392,13.374740242667027
84,13.755918791576994,13.3925291145893
85,13.917158016844137,13.529682880095303
86,13.996873670280198,13.749433851891663
87,14.103287121912578,13.852155999483845
88,14.158467264012094,13.942001723268888
89,14.278233203056137,13.993631003454988
90,14.358717819556635,14.06355414435196
91,14.426673850635364,14.21723041306078
92,14.524219627033577,14.36605565207897
93,14.63712221363129,14.486690141312604
94,14.790978695353905,14.534958362567517
95,14.918947249133158,14.645684345556893
96,14.966973917323056,14.665156999971254
97,15.026893819735312,14.671930881187043
98,15.25756390362201,14.678704762402834
99,15.419265900727106,14.753086697951957
100,15.500479502078658,14.84655131334217
101,15.609420044154447,14.92472160267614
102,15.657446712344347,14.93401417613273
103,15.77033217160718,15.061456955075556
104,15.891369342055665,15.12170858982986
105,16.155059421007635,15.30983501265724
106,16.22031562579886,15.435953364092285
107,16.291274935016936,15.465006619660764
108,16.39451614239858,15.57299506716939
109,16.533539279285506,15.700847341586595
110,16.639612372602116,15.822804513840953
111,16.741610537122003,15.900601702502438
112,16.901696882852967,15.977807915973724
113,16.984402490381886,16.076460849576772
114,17.123123486506977,16.08323473079256
115,17.290746476519452,16.1840961157835
116,17.37600339609051,16.247922370186767
117,17.47391104512527,16.343536147711514
118,17.63515786173481,16.396018237299312
119,17.744662977803344,16.459097478198235
120,17.786021612038624,16.533013360129594
121,17.827380246273904,16.58930810207465
122,17.99623783761512,16.746435826567886
123,18.097861222141592,16.86193067970494
124,18.18923079547633,16.89703136831664
125,18.341677395125863,16.970757220025654
126,18.41334806810962,17.109061287625025
127,18.4547067023449,17.23545106186441
128,18.59004822379548,17.307114653161822
129,18.724001758038852,17.439593483492178
130,18.830768551017645,17.499085269615055
131,18.925837699064616,17.579643737277717
132,18.979460043933152,17.691977700262136
133,19.007635218523745,17.803049336735473
134,19.16073375999243,17.80950693145243
135,19.319149185191883,17.857409982126534
136,19.40704534841553,17.87513250681888
137,19.462915817278688,17.891669255540858
138,19.58310050470353,17.99427648164683
139,19.675184837750912,18.117968448821216
140,19.862976958002655,18.124426043538172
141,19.92578834975665,18.28222667914683
142,19.981827540022397,18.386534841984407
143,20.077365851922345,18.442053946558293
144,20.14716156534554,18.573717180663166
145,20.27255324883986,18.64988293437411
146,20.365927811502633,18.725613683009627
147,20.451651893322197,18.796250072564398
148,20.52162657159831,18.838883086549608
149,20.61846969124326,18.86713175394745
150,20.78179951723934,18.92354296089175
151,20.886145381571986,18.97372762415142
152,21.0137875638218,19.009482060675033
153,21.191961400546617,19.048079277817266
154,21.286618005419903,19.156456113054492
155,21.358049722492957,19.21798474105882
156,21.390950490239785,19.339687477510072
157,21.444572835108325,19.46748136149074
158,21.559157393533063,19.527061043442572
159,21.612779738401603,19.5722111770472
160,21.665170326026466,19.587108328767048
161,21.746228867138257,19.64151313932877
162,21.828844647203276,19.731446226734043
163,21.98553371318318,19.827548699543915
164,22.08495432441004,20.01112723445723
165,22.209752111864006,20.13283383178685
166,22.32627343234524,20.13293967904802
167,22.401420745812302,20.199832161943412
168,22.518242062148342,20.276616531977183
169,22.616476346471806,20.383926130973336
170,22.696111704434266,20.469938345517928
171,22.90495301995539,20.518135049728706
172,22.926013755723087,20.57422801861634
173,23.019660066778776,20.604944516064442
174,23.107378011917753,20.647131910478983
175,23.140932160793295,20.684918553428822
176,23.367194900030533,20.685024400689993
177,23.465113131513256,20.836553862199903
178,23.486173867280957,20.988158275075673
179,23.625421276179676,21.037079337255435
180,23.68872855766761,21.037185184516606
181,23.802559731958777,21.037291031777777
182,23.8647267607275,21.066055859432495
183,23.945003298689834,21.104561354727494
184,24.17420935492567,21.135986560457305
185,24.311087983461825,21.228484904961515
186,24.392719646087606,21.31322903486501
187,24.413780381855304,21.33873739655084
188,24.52097223745876,21.54015180939706
189,24.64792543808342,21.609154128792504
190,24.707477543732182,21.696984378126746
191,24.771472239599547,21.762004922591128
192,24.842231638156452,21.7621107698523
193,24.918108456298963,21.76221661711347
194,24.95688303270017,21.819301284019552
195,24.977943768467867,21.844809645705382
196,25.02146963385332,21.92917162560913
197,25.04253036962102,22.018028761275517
198,25.14754086442703,22.063627594080153
199,25.255566064516298,22.06373344134132
200,25.3968898648707,22.242685826585625
201,25.462086554667614,22.242791673846796
202,25.538517016070845,22.242897521107967
203,25.705068895996995,22.352108073172328
204,25.71983521118102,22.43091542757004
205,25.832524174233754,22.552412147603906
206,25.8948712313237,22.595546957374218
207,25.92508111966523,22.68025813882849
208,25.968051644040138,22.68036398608966
209,26.036833638579235,22.68046983335083
210,26.106546645346565,22.702028438130718
211,26.188358951256724,22.77106570616046
212,26.205125017368328,22.81819945134518
213,26.26527676881836,22.85479024827174
214,26.370908358583506,22.960132535907515
215,26.43342630934209,23.05760857509886
216,26.507220938108624,23.153895306349476
217,26.624639797099878,23.213520710841845
218,26.68812975102498,23.216145250343814
219,26.702896066209007,23.323401936121787
220,26.7436187747399,23.474707660958497
221,26.950532203667887,23.57268931617424
222,27.036110871318975,23.572795163435412
223,27.074261819434344,23.632773159237185
224,27.16513298267076,23.632879006498356
225,27.178316442315445,23.660627668625295
226,27.218519036625565,23.660733515886466
227,27.231702496270252,23.692243996773364
228,27.244885955914942,23.722387912017073
229,27.315102251548023,23.722493759278244
230,27.363040256737946,23.780493863362707
231,27.363040256737946,23.887482005289137
232,27.376223716382633,23.91657815078674
233,27.461115802747628,23.958303650700884
234,27.55722803936542,23.958409497962055
235,27.616468870029827,23.987464712114935
236,27.715318988875794,24.02513374109079
237,27.80604574526829,24.058426521513617
238,27.81922920491298,24.09642916896699
239,27.853134241679378,24.126787998112945
240,27.930987125398087,24.165566317780836
241,27.961608277150965,24.266168710139773
242,28.060278731243407,24.29689570915382
243,28.096144746154852,24.412252441721403
244,28.127772659927963,24.48374032322633
245,28.14095611957265,24.533111323522643
246,28.180414532923628,24.61899696531465
247,28.27686025565145,24.75165483051301
248,28.34922186274968,24.793276983215094
249,28.414249418031574,24.87813262560547
250,28.533765821149313,24.962359591931282
251,28.546949280794003,24.96246543919245
252,28.59866368976492,25.0339532876119
253,28.664714202451375,25.051923915028596
254,28.84263514961051,25.238074010633053
255,28.92900992709744,25.412275036855934
256,29.01292860595003,25.412380884117105
257,29.02769492113406,25.59377279406856
258,29.102089613201137,25.59387864132973
259,29.172051350602544,25.697375053243242
260,29.18681766578657,25.732588149060064
261,29.369238301397463,25.813063221509093
262,29.425807446380578,25.86178891921302
263,29.461928733962043,25.919100602186052
264,29.486378879515893,26.03307325695916
265,29.580870027095777,26.085195032647825
266,29.689496745348002,26.205446539707538
267,29.702680204992692,26.34741313448306
268,29.73837719546713,26.371609051731003
269,29.75314351065116,26.47786813689235
270,29.766326970295847,26.604961485454407
271,29.810946604643323,26.605067332715578
272,29.82581876708852,26.60517317997675
273,29.879116031598777,26.651355411044932
274,29.893882346782807,26.71003588050086
275,30.032579835179405,26.819501325830164
276,30.075550359554313,26.91359332846314
277,30.22260477349271,26.9501841253897
278,30.322147009230008,27.032666827031356
279,30.38847812445805,27.266307105971187
280,30.417136880369146,27.266412953232354
281,30.46946637726786,27.31570440397931
282,30.57057592858964,27.44748359186509
283,30.58534224377367,27.551192281984452
284,30.663045455320383,27.62769727464876
285,30.804657440617614,27.762969904673856
286,30.819423755801644,27.81315456793352
287,30.993301858774647,28.001671409698424
288,31.071716496322846,28.08076517190948
289,31.086482811506876,28.22127630229101
290,31.14097813479676,28.24275549718128
291,31.213212518813066,28.26503487153397
292,31.3310135576428,28.26514071879514
293,31.374449999172278,28.265246566056312
294,31.54659302063913,28.351952944468202
295,31.60139613293679,28.46221316973068
296,31.66650821273776,28.516984350203263
297,31.74436109645647,28.566275800950216
298,31.820028129268916,28.566381648211387
299,31.876192783048914,28.566487495472558
300,31.989622779059495,28.594484376244743
301,32.052546867608484,28.59459022350591
302,32.07577104928096,28.642232447382476
303,32.166105881861014,28.771247607333628
304,32.259803660831906,28.822041353040778
305,32.27309296773776,28.866480342684476
306,32.28796513018296,28.92610574717684
307,32.33214217595916,28.94228132467432
308,32.44227775710057,28.94238717193549
309,32.47958750806015,29.15589318491622
310,32.492770967704836,29.26254389032431
311,32.553118750283325,29.3343695783072
312,32.604974682334735,29.44794700805147
313,32.653781801368694,29.54716983866728
314,32.696536262801345,29.54727568592845
315,32.748962668873794,29.665373767304505
316,32.894454221854645,29.75560917891437
317,32.95102336683776,29.75571502617554
318,32.98558017411155,29.833508577028436
319,33.022853703743,29.86681661950032
320,33.12822484326029,29.912342730935308
321,33.18006981325837,29.972532774198818
322,33.2168455933045,30.03658097335811
323,33.230029052949185,30.03668682061928
324,33.34505664948702,30.05366279876575
325,33.35824010913171,30.053768646026917
326,33.37142356877639,30.053874493288088
327,33.45965281825017,30.10910259489544
328,33.50759082344009,30.13995509368212
329,33.57507324638533,30.170241700107066
330,33.64474662300432,30.28828242477648
331,33.69612518373111,30.302900106665525
332,33.7475037444579,30.398363653765955
333,33.76068720410259,30.480447436235984
334,33.84525266490555,30.51984399100586
335,33.85843612455024,30.51994983826703
336,33.94298920879929,30.656791313244575
337,34.09016273869906,30.674761940661273
338,34.12959964496963,30.695589365044157
339,34.14278310461432,30.80352717056178
340,34.24332989521447,30.859211426283316
341,34.28143961209418,30.902368804214866
342,34.36314207851218,30.958541117718834
343,34.37632553815688,31.048744313927557
344,34.48583324229092,31.048850161188728
345,34.700152658999556,31.068445828327935
346,34.76430122063591,31.12866296860604
347,34.77948443120817,31.199077622779924
348,34.82005750192919,31.248244979898022
349,34.977495143971595,31.304487352183934
350,35.02154528764579,31.433454571783773
351,35.10675721697875,31.433560419044944
352,35.15403108306521,31.487965229606665
353,35.333193749056825,31.538640252883578
354,35.34637720870151,31.635801976668223
355,35.41028636715831,31.737001311273026
356,35.42346982680299,31.870978314337275
357,35.48223427742603,31.990764625037677
358,35.49541773707072,32.067747851547125
359,35.58813595373363,32.07938626044465
360,35.70357308369716,32.09267556735051
361,35.77732747019993,32.1695094365365
362,35.790510929844615,32.17465709246238
363,35.90276196381599,32.1820520985086
364,35.988759687524386,32.21864289543516
365,36.009087153156365,32.21874874269633
366,36.1451016406498,32.28502533466103
367,36.158285100294485,32.29762459503004
368,36.19568977023808,32.34140922194117
369,36.24659984660862,32.48591138145044
370,36.29586499964377,32.49624562941123
371,36.416742216819344,32.63138775423472
372,36.5045788167496,32.63149360149589
373,36.58121280649703,32.67773955302257
374,36.594396266141715,32.76064844210979
375,36.60757972578641,32.78147586649267
376,36.620763185431095,32.781581713753845
377,36.692993313378814,32.84456968344891
378,36.77485219638733,32.92222015077598
379,36.788035656032015,32.95053020722803
380,36.858251951665096,32.993915892566456
381,36.89092523118782,33.13579540961594
382,36.93482518828061,33.148394669984945
383,37.02223697411468,33.280840365095244
384,37.263667739724994,33.28094621235641
385,37.36748656224554,33.28105205961758
386,37.42623308298403,33.30580923139277
387,37.5055864153174,33.30591507865394
388,37.56008173860729,33.363960591043266
389,37.71397547201796,33.462335639584026
390,37.755363140853525,33.50714637113677
391,37.76854660049821,33.558139136673425
392,37.85919495373135,33.58842574309837
393,37.91664873416765,33.63158312102992
394,38.037073413631354,33.695299567383
395,38.05025687327604,33.74154551890968
396,38.174414389502324,33.854895459034715
397,38.34915685819638,33.95066715639188
398,38.405029251956066,34.033700079259496
399,38.41821271160076,34.07261357686069
400,38.48341209967294,34.24641205958022
401,38.4985953102452,34.24651790684139
402,38.51177876988989,34.30614331133376
403,38.592659593309435,34.383177462021294
404,38.60584305295412,34.38328330928246
405,38.761057521863805,34.39566113457471
406,38.826256909935985,34.428953914997535
407,38.8967304865965,34.49209123787099
408,38.922381493119445,34.52214153468854
409,38.93556495276413,34.52728919061441
410,38.9994363108548,34.528977893414925
411,39.04240169446753,34.57652740022004
412,39.07759484851822,34.597354824602924
413,39.15202555899386,34.63518728858994
414,39.24415857357327,34.694263188923784
415,39.360444726051355,34.69436903618496
416,39.412051962488114,34.73314735585285
417,39.49140529482149,34.77206591924506
418,39.65872785500775,34.91268322563929
419,39.82612580001895,34.95051568962631
420,39.89167249422597,35.01530274091363
421,40.06883548704703,35.0154085881748
422,40.136616917445686,35.07094444080089
423,40.23749045284136,35.07105028806207
424,40.25067391248604,35.09213111193738
425,40.26385737213073,35.121913035905415
426,40.2812433065083,35.148166482531295
427,40.337455728662135,35.14827232979247
428,40.405455270681635,35.204683536736766
429,40.41863873032632,35.258708444046775
430,40.431822189971015,35.28175211924473
431,40.4450056496157,35.281857966505896
432,40.52137623911276,35.281963813767064
433,40.620311476477355,35.28206966102824
434,40.68275629203668,35.32085394717319
435,40.7158691145702,35.43767832940085
436,40.72905257421489,35.43778417666202
437,40.84884170139303,35.51667258026337
438,40.8995883427524,35.6233320299894
439,40.923136071593554,35.623437877250566
440,41.00525009962267,35.66888423087308
441,41.01843355926736,35.72529543781739
442,41.053626483774146,35.76464423150632
443,41.06680994341883,35.764750078767484
444,41.140365055271374,35.82542491874018
445,41.262720094793856,35.887282436795644
446,41.27590355443854,35.9307889742823
447,41.33782993855096,36.05648021189336
448,41.35259625373499,36.056586059154526
449,41.36577971337967,36.11458508043843
450,41.58113622524337,36.17772240331189
451,41.62417300405151,36.31001544597406
452,41.75265399798057,36.37514884851713
453,41.76583745762527,36.436495922312325
454,41.80527436389583,36.4366017695735
455,41.90510915739446,36.59280820809781
456,41.97686723923391,36.592914055358975
457,41.9900506988786,36.662456472008984
458,42.04423104762758,36.67707415389803
459,42.06591080573795,36.74763289293402
460,42.079094265382636,36.76152533366109
461,42.11136931346263,36.77131325535831
462,42.167400304245334,36.82578316710483
463,42.226303465738695,36.825889014366005
464,42.277682026465484,36.865237808054935
465,42.43151563253386,36.92928600721423
466,42.60378086832356,36.96834519610863
467,42.73587212252043,37.03923665805428
468,42.848157458349434,37.039342505315446
469,42.86134091799413,37.03944835257662
470,42.92551971283194,37.09585955952092
471,43.05033370187142,37.15921415062785
472,43.09382920026459,37.159319997889014
473,43.10701265990927,37.25514550741407
474,43.13958494268006,37.369548508864156
475,43.26527649765235,37.412683318634464
476,43.3038624717217,37.50047555879093
477,43.364969744099454,37.5005814060521
478,43.508889874521856,37.500687253313274
479,43.52207333416654,37.54888395752405
480,43.53525679381123,37.54898980478522
481,43.625317632704196,37.60536837287661
482,43.66017191676035,37.6541131687514
483,43.673355376405034,37.73486975234839
484,43.71203462741193,37.803411419046995
485,43.810827369481025,37.82645509424494
486,43.868351930662804,37.87099787401791
487,43.89380736833857,37.92160787901811
488,43.92664300892177,37.971981353837016
489,43.939826468566466,38.070771201822296
490,43.9823536352905,38.113404215807506
491,44.05610802179327,38.260169711831495
492,44.1248504546034,38.3529405877292
493,44.25146350198945,38.35304643499037
494,44.31355175397432,38.44640514778769
495,44.32673521361902,38.446510995048854
496,44.3399186732637,38.49734254112214
497,44.367613967536265,38.497448388383305
498,44.38079742718095,38.62992313897816
499,44.457719860191695,38.630028986239324
500,44.49910752902726,38.63013483350049
501,44.59511915775806,38.68727351675006
502,44.666934910121284,38.737458180009725
503,44.74307669516394,38.91007328559762
504,44.82302666498744,39.005653235587346
505,44.89324296062052,39.213855794239386
506,45.02553569631616,39.21396164150055
507,45.03871915596085,39.21406748876173
508,45.066395779640956,39.28492352372639
509,45.181098469844,39.323837021327584
510,45.22940715191725,39.32594261951633
511,45.24259061156194,39.3260484667775
512,45.25577407120663,39.40066130709327
513,45.327985844433826,39.40076715435444
514,45.34116930407851,39.5057411409319
515,45.3543527637232,39.50809433831341
516,45.367536223367885,39.50820018557458
517,45.408923892203454,39.5669033578544
518,45.44282892896986,39.6214338987985
519,45.456012388614546,39.630036044525355
520,45.54083946915742,39.63014189178652
521,45.578990417272784,39.68623486067416
522,45.65415531687026,39.69884409788262
523,45.667338776514946,39.75365039969484
524,45.738600407569706,39.779712640302876
525,45.909062970279,39.85421907126645
526,45.92224642992369,39.88270778541952
527,45.935429889568375,39.88281363268069
528,46.06741298976617,39.88291947994186
529,46.10375691355059,39.92316948171124
530,46.2383198350217,39.968768314515884
531,46.25150329466639,40.002553356535955
532,46.32771822992336,40.00517789603792
533,46.37046906194506,40.0938682373339
534,46.383652521589745,40.16461258525932
535,46.39683598123443,40.23379636472278
536,46.64080154968326,40.25383157487278
537,46.7297760683169,40.261081428121244
538,46.89205540450058,40.30954778870224
539,46.973133912453726,40.35523322645694
540,46.98631737209841,40.470929903105265
541,47.05908051369493,40.499687852247135
542,47.1761763438414,40.58220554999393
543,47.235280412357234,40.59188762442998
544,47.379054661921934,40.7345962525034
545,47.470626421974096,40.74438417420062
546,47.542387399427575,40.80879057289257
547,47.69693502440191,40.808896420153744
548,47.7494091915553,40.81404407607962
549,47.762592651199995,40.869270548003996
550,47.80702958371179,40.94625377451344
551,47.820213043356475,41.07527481381818
552,47.970783948251515,41.07538066107935
553,48.02222779696065,41.0877584863716
554,48.0739026264864,41.146911001935806
555,48.13627168961687,41.20799815826338
556,48.239473725142425,41.208104005524554
557,48.26515059789496,41.22607463294125
558,48.278334057539645,41.26468625523728
559,48.3992702562726,41.37119438207879
560,48.412453715917295,41.37130022933996
561,48.42563717556198,41.44610931520369
562,48.45791222364197,41.46915317825984
563,48.47109568328666,41.572331830096985
564,48.51518391675411,41.60704033581289
565,48.58907968769234,41.63264197443627
566,48.631606854416376,41.632747821697436
567,48.64479031406107,41.67166131929863
568,48.657973773705756,41.6717671665598
569,48.67115723335044,41.705913817670904
570,48.70702324826188,41.76354422611386
571,48.73271488285779,41.83497204924059
572,48.79551715548718,41.83507789650176
573,48.837690913368306,41.85205387464823
574,48.95068960124857,41.90242734946713
575,49.00533838456513,41.9025331967283
576,49.018521844209815,41.913146952013385
577,49.03170530385451,41.96519277887509
578,49.044888763499195,41.96529862613626
579,49.11321116567592,41.973900771863114
580,49.18208444088968,42.0603221047341
581,49.26462424518096,42.09612222891883
582,49.27780770482565,42.09847542630034
583,49.303494554417625,42.24273506244747
584,49.33354814494761,42.24284090970865
585,49.36416929670049,42.242946756969815
586,49.444483310436866,42.265043550669915
587,49.503248237476015,42.282035894883464
588,49.56669932467844,42.41158980443336
589,49.631213332150466,42.50255025613792
590,49.64439679179516,42.5026561033991
591,49.754752894473405,42.548902054925776
592,49.80629337331887,42.62196109836651
593,49.861096485616535,42.7289011641808
594,49.902932047141924,42.75962816319485
595,49.902932047141924,42.90724954821777
596,49.94591324127723,42.907355395478945
597,50.017051410567774,42.998533818777105
598,50.07186749294259,42.99863966603827
599,50.07186749294259,43.02367177053446
600,50.16212830763289,43.1424688718214
601,50.18705456486791,43.23094341321722
602,50.21594440030993,43.271925540478136
603,50.21594440030993,43.33438856232768
604,50.239104864449665,43.33449440958886
605,50.26982136189777,43.33684760697036
606,50.38310019306709,43.39842904132234
607,50.38310019306709,43.518663531728926
608,50.441477025257406,43.51876937899009
609,50.441477025257406,43.51887522625127
610,50.51692177833746,43.518981073512435
611,50.6047487658022,43.62059080516307
612,50.626419590213665,43.671265828439985
613,50.626419590213665,43.67137167570115
614,50.67698876622941,43.72577648626287
615,50.67698876622941,43.86511938807004
616,50.679507458470205,43.86522523533121
617,50.77906739298523,43.88140081282869
618,50.77906739298523,43.88150666008986
619,50.82147026112413,43.98777446786218
620,50.835982095752,44.140161671007995
621,50.835982095752,44.14026751826917
622,50.845664170188044,44.14457584026322
623,50.93522250525449,44.1446816875244
624,50.93522250525449,44.21145975241744
625,50.95024918302376,44.2438406477586
626,50.979198549915466,44.24394649501978
627,50.99170193986276,44.36550773159248
628,51.01014639399118,44.384058032982075
629,51.02611592630085,44.43208769297631
630,51.02611592630085,44.483431692225146
631,51.02611592630085,44.48353753948631
632,51.03634432700046,44.53558336634802
633,51.09192273546082,44.57792586391327
634,51.09192273546082,44.57803171117444
635,51.09192273546082,44.62625794296332
636,51.09192273546082,44.73783174902452
637,51.09192273546082,44.78850677230144
638,51.09192273546082,44.85813547731665
639,51.14917990572028,44.858241324577826
640,51.18772086101704,44.85834717183899
641,51.28559743744902,44.86691088558862
642,51.328578631584335,44.94502454545232
643,51.340751919411346,45.04597768138963
644,51.34233477495068,45.07575960535767
645,51.38069179415146,45.075865452618835
646,51.41451359776736,45.22820762999704
647,51.4694027421731,45.31665324440869
648,51.50712935889894,45.36594469515565
649,51.61355871242091,45.366050542416815
650,51.65284941992961,45.38288176360139
651,51.65284941992961,45.489655768215144
652,51.65284941992961,45.48976161547631
653,51.65284941992961,45.518857760973916
654,51.67888764808622,45.71832017830296
655,51.69042020972258,45.718426025564135
656,51.69042020972258,45.7185318728253
657,51.75546644952114,45.71863772008648
658,51.842396450330554,45.718743567347644
659,51.842396450330554,45.8031200900425
660,51.88426867719058,45.87745116355346
661,51.92294711607436,45.88882369672379
662,51.970589339950926,45.94750416617972
663,52.059107382471396,45.998496931716375
664,52.09138243055138,46.063692141070085
665,52.131643724974495,46.20183128137556
666,52.18090508088913,46.35779316293795
667,52.23159297933512,46.35789901019912
668,52.23159297933512,46.41459193354307
669,52.23159297933512,46.45034637006669
670,52.23159297933512,46.45045221732786
671,52.37073702974017,46.45280541470937
672,52.37073702974017,46.452911261970534
673,52.37073702974017,46.45977041834341
674,52.47842529850527,46.46662957471629
675,52.51598848021996,46.46673542197746
676,52.61335289039248,46.46684126923863
677,52.638320378863156,46.557775919890666
678,52.638320378863156,46.68177864334866
679,52.638320378863156,46.791364646236595
680,52.72786493362959,46.91010515156112
681,52.748381503632665,46.954673267377814
682,52.81141297924495,47.09376412340622
683,52.82643965701421,47.09386997066739
684,52.8640028387289,47.12717801313927
685,52.88349265860694,47.186472902810245
686,52.88349265860694,47.19811131170777
687,52.926529437415084,47.283108994737105
688,53.05093467836794,47.32372328421672
689,53.12503555131364,47.3926556080308
690,53.27638842570148,47.39276145529197
691,53.32378224672161,47.39538599479393
692,53.36246068560539,47.443612226582815
693,53.36246068560539,47.4700162047799
694,53.473378868703605,47.50941275954978
695,53.625739034029564,47.50951860681095
696,53.67385941855728,47.54781955515422
697,53.717746309196045,47.573963630572
698,53.717746309196045,47.66328832560538
699,53.76079783986643,47.696581106028205
700,53.897701345652784,47.69668695328937
701,53.897701345652784,47.73931996727458
702,53.95151533961841,47.76489526854358
703,54.20383412809622,47.838473616710225
704,54.3438557602704,47.88688814604464
705,54.353337127973745,47.94619025917636
706,54.51896634458043,47.99535761629446
707,54.51896634458043,47.99546346355563
708,54.51896634458043,48.14588511901948
709,54.51896634458043,48.25992174626931
710,54.525318092036215,48.31954715076168
711,54.525318092036215,48.52638960738371
712,54.603707125323545,48.52649545464489
713,54.71345658753169,48.5362833763421
714,54.777635382369496,48.586958399619014
715,54.84214938984153,48.62301757361551
716,54.858219120077834,48.69548463653734
717,54.858219120077834,48.69559048379851
718,54.891421315288554,48.69569633105968
719,54.89342106621613,48.7183456140964
720,54.95840549333455,48.793787924920785
721,55.01747779352693,48.919541053921456
722,55.034203167450336,49.08031332765308
723,55.034203167450336,49.08041917491425
724,55.098381962288144,49.08052502217542
725,55.16524809020869,49.16262856624734
726,55.16524809020869,49.2253666326641
727,55.16524809020869,49.23998431455315
728,55.21581726622444,49.240090161814315
729,55.21581726622444,49.3130102731392
730,55.21581726622444,49.36368529641611
731,55.28863153028815,49.414750060436596
732,55.33672238723775,49.469671990072584
733,55.35360888419012,49.534153820510156
734,55.463464014951356,49.53425966777133
735,55.497554421393126,49.545898076668855
736,55.545196645269684,49.61359544044372
737,55.63115999913593,49.65942098955357
738,55.699145459873094,49.659526836814734
739,55.699145459873094,49.71506268944083
740,55.699145459873094,49.715168536701995
741,55.699145459873094,49.71527438396317
742,55.739828185932346,49.745560990388114
743,55.954656664369736,49.775919819534074
744,55.98833585912863,49.77602566679524
745,55.99058320924896,49.77613151405642
746,56.04539929162378,49.835001811940614
747,56.09089227716724,49.83510765920179
748,56.10478471789431,49.96880313762856
749,56.10478471789431,49.96890898488973
750,56.11354211578407,50.01661500266043
751,56.11354211578407,50.09416522667043
752,56.11354211578407,50.24838016777807
753,56.21267023261478,50.30450645998527
754,56.21267023261478,50.35387746028159
755,56.30643555132648,50.43039336085783
756,56.33140303979716,50.58862686480722
757,56.33140303979716,50.58873271206839
758,56.39649240188969,50.639757985500076
759,56.45600338908459,50.64862123065101
760,56.45600338908459,50.64872707791218
761,56.507241541072254,50.699552595512486
762,56.507241541072254,50.7479671248469
763,56.561160601121095,50.74807297210807
764,56.561160601121095,50.79123035003962
765,56.62419207673338,50.791336197300794
766,56.67846028119753,50.79144204456196
767,56.742974288669565,50.859886336097006
768,56.742974288669565,50.88200164822028
769,56.742974288669565,50.88210749548145
770,56.742974288669565,50.910104376253635
