Time(Iteration),EpsilonGreedyLinearBandit,LinUCBBandit,LinPHEBandit
0,0.4215318175222502,0.38622912418612965,0.4298786240794573
200,27.3864415269721,14.561543494249515,88.32018981791185
400,41.85838901299493,15.825540095371466,176.06623395777527
600,52.42326727345194,16.410805480040164,263.29041217979045
800,61.50093196853853,16.717663786559573,351.1568384474507
1000,70.14440516924414,16.955670908806216,438.05753798729904
1200,79.70627859367453,17.261982902733898,525.5017702686337
1400,87.15507575747667,17.482740438166005,612.8432012287442
