Time(Iteration),EpsilonGreedyMultiArmedBandit,UCBMultiArmedBandit,TSMultiArmedBandit,PHEMultiArmedBandit
0,0.3499300601072275,0.41602170926312637,0.41602170926312637,0.41602170926312637
200,26.596945773702693,31.76326878259851,49.8727791968798,28.72607726482251
400,39.78879866402801,43.42742184806763,64.26326851525421,36.36343720018863
600,48.87799771758079,50.0699163184303,70.22816638770783,40.88161341101493
800,58.600494724441226,55.8798138213887,73.11282973830001,44.2938785213334
1000,67.02353056505802,59.83577422788373,75.66655881198156,46.93744852781216
1200,75.74836153812785,62.56704489522421,77.55919319779376,48.830334812564665
1400,83.65738340038871,64.91691313179282,79.46893524934931,50.53120329245984
1600,90.87180382768065,67.46114080907509,80.39632206925442,52.09302941525859
1800,97.42380251238522,69.97756468757585,81.76776972702153,53.68141660583535
2000,103.54280931987577,71.66413929329066,82.56731896767606,54.85375047129289
2200,109.83846341638669,73.30458574130147,83.6634671780275,56.05847512875931
2400,115.85115628582307,75.03891193152225,84.42733124769715,56.92887113398799
2600,121.50571458484356,76.08591343274969,84.99146257398868,57.665628868496285
2800,126.87292965273264,77.18469163923494,85.47648973311796,58.40674560072485
3000,131.73838272907932,78.28469683558333,85.91362229083776,59.17375111813652
3200,136.4500161483753,79.19658209369074,86.26860078243882,59.86335655532332
3400,142.06583454083892,80.448425941946,86.55863368044893,60.44770790404276
3600,146.91489708523335,81.19584357649052,86.89478337458203,61.26643052931312
3800,151.60840109102267,82.21099976927934,87.14993937453845,61.89208981443868
4000,155.50298985143178,83.03956851125841,87.65005066592445,62.514917515177714
4200,159.9035103479618,83.9991534699475,88.01642631511925,63.147909279766324
4400,164.43580408226038,84.75845076345001,88.33240278823584,63.60291261943348
4600,169.77602613565824,85.43284789635149,88.74221965028445,64.08499812363439
4800,174.68198290670222,85.94385840455865,89.02375482418773,64.54998861722889
5000,178.1588019642538,86.95805110556314,89.27055791753347,65.04751962690976
5200,182.73786316121786,87.46999780703194,89.56517972642129,65.57374959248554
5400,187.3174848467458,88.06451955968316,89.8017170803978,66.08538049969064
5600,191.69614121918585,88.89044110131088,89.99566724850828,66.3656115425834
5800,195.6109014384175,89.92601145667444,90.24443502864817,66.80269700974978
6000,199.40717105311916,90.64889372934196,90.58311956464,67.15708502183122
6200,203.05535498499745,91.26958135526328,90.79252265352355,67.5994195618706
6400,206.78732681769785,91.97188344987312,91.01884336831269,68.05240240393908
6600,210.55504688549186,92.39743781563264,91.18386903011641,68.36134121546601
6800,214.6097034937302,92.94086446829968,91.42847979381523,68.7154344708496
7000,218.8474459392584,93.25102095507762,91.70723030949425,69.03968678083427
7200,222.51066322234516,93.5671739039926,91.7815064080953,69.2991996751752
7400,225.91698011717494,93.91675889391298,92.07393287837492,69.68466020593057
7600,229.97447077764008,94.38973469927006,92.23619272213226,70.02152548590641
7800,233.49758304665806,94.91208326663323,92.40196492311534,70.23560097731544
8000,237.33829400515006,95.30102202643349,92.56787513686578,70.50645609066831
8200,241.25287922715953,95.75421499997859,92.77902851383446,70.83074586047044
8400,245.42360302197048,96.15357523312946,93.00628475158254,71.06121328714323
8600,248.68687892511753,96.7149918672208,93.07823578289432,71.4650080780829
8800,252.7389576560701,97.05544900846887,93.16158218877428,71.72510557208841
9000,255.58619895706528,97.47423435843687,93.33634973246801,71.95016004735946
9200,258.50490728668194,97.87888141765491,93.44472564255645,72.20238673149159
9400,261.6713681806233,98.23587303123851,93.62234038040262,72.43003144551145
9600,264.8642918845755,98.9292241269022,93.75237077196344,72.64101914092353
9800,268.7085590090452,99.37025138310972,93.86936341581837,72.91665093226193
10000,272.2320424872589,99.85903342857014,94.00654537992294,73.22105375247008
10200,275.4891302146625,100.38824462203011,94.1221669598138,73.45664470805966
10400,278.40386825388975,101.00141677979789,94.15538894766176,73.67934676102963
10600,282.30146854289984,101.25433066684664,94.25272570302742,73.89368244097629
10800,284.961141280387,101.45613269984175,94.29821410847057,74.18075342539164
11000,287.52783761487353,101.67662961680759,94.4025446424623,74.35424024539167
11200,291.0314501967629,102.04338632262342,94.45758596765877,74.4890646850606
11400,294.7430115845676,102.32957162293357,94.49653166667787,74.69439901083192
11600,297.7608953547075,102.72347331396983,94.51035685952317,74.92839162742025
11800,301.265314567773,102.99588844751167,94.56142692855602,75.02257408023533
12000,304.13360933479646,103.27979928809232,94.70939115595016,75.21618118468379
12200,307.80732164503144,103.598028121526,94.77068341273947,75.40849598948527
12400,311.2962925320695,103.95471433294801,94.99852805674945,75.56915184854076
12600,314.23417392326166,104.24148508327502,95.12759885496615,75.84810396972998
12800,317.9763565823938,104.5662238164618,95.30753517357537,76.0151106380162
13000,321.5403681484275,104.79325179732443,95.38839615086297,76.26104882537219
13200,324.6854699147592,105.00461871224543,95.4929901041689,76.44780345900186
13400,328.0486488620564,105.23541913957709,95.64646368758089,76.62634530336935
13600,331.2856970737463,105.38706507528812,95.77517438371065,76.80190087135045
13800,333.95043656802505,105.80275381838597,95.92058606942763,76.97090054199954
14000,336.9672936357792,105.94210682335435,96.01339201796033,77.0900871152881
14200,340.11195048801045,106.18282676649838,96.13412682783319,77.30307112481157
14400,342.7950185369022,106.38150469424741,96.188426960279,77.46394243178128
14600,345.5340707363805,106.4716643364228,96.26385447094991,77.6594257348785
14800,348.9387572886957,106.7114515348994,96.37639539346553,77.7850692059466
