Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit
85,13.223692945929312,16.376383552835357
86,13.311592396026004,16.561255077064576
87,13.461842755697853,16.672733064632943
88,13.57886224015366,16.85606592835879
89,13.726718601163952,16.97310520525422
90,13.82724159717338,17.104234349057414
91,13.867040338918358,17.209880933759973
92,14.037216527882668,17.23398281797121
93,14.11351314503959,17.33973333236147
94,14.260032906177113,17.45748679033282
95,14.373249744245172,17.629564915471473
96,14.477502747544182,17.6393417566238
97,14.558163188670122,17.75307290117384
98,14.692785345935771,17.846967230729337
99,14.867671681167545,17.89469622672712
100,15.010074482439816,18.050814632218618
101,15.185420461724103,18.20989104012262
102,15.317885064548628,18.248976265361726
103,15.490497995413213,18.31420922900994
104,15.644693229148615,18.40530053096334
105,15.712895196465478,18.56100613187129
106,15.858194031593746,18.66913777197116
107,15.891978242542589,18.741508830664575
108,15.975602705020043,18.766461970391042
109,16.09698040117814,18.84140272694838
110,16.320952147950642,18.90485065375355
111,16.50347029044124,19.15142845513086
112,16.704788108560066,19.198724012631068
113,16.73857231950891,19.387602686042555
114,16.77235653045776,19.523144904310797
115,16.90893940166159,19.685179335929497
116,17.072148949251652,19.797624550718407
117,17.13811525825432,19.86352620344656
118,17.22792876914732,19.88938346422743
119,17.29817702789436,19.97719136659945
120,17.389567393006043,20.037196334669535
121,17.502610527472143,20.066500910627838
122,17.562781779566045,20.112713223764224
123,17.63907839672297,20.122490064916548
124,17.742518070010124,20.165743357932136
125,17.776302280958966,20.22307277595836
126,17.810086491907814,20.26624926163398
127,17.849885233652792,20.50142520787915
128,17.981473037061157,20.549729790379562
129,18.08577087095179,20.624907288853912
130,18.16923584324152,20.63468413000624
131,18.278810798005576,20.667278765270225
132,18.367792820408006,20.87175042993358
133,18.49032936076857,20.90415415576943
134,18.58437138145988,21.015485827455073
135,18.656466695705255,21.07489534040572
136,18.74816959671424,21.261799581525437
137,18.850248158865902,21.315633439880813
138,18.89170393047885,21.325410281033136
139,19.00249754276119,21.438020305682024
140,19.10856129926493,21.52069600572866
141,19.237086170693843,21.55922464213239
142,19.31507864675256,21.6593749237096
143,19.471796650519398,21.75387627089797
144,19.662699621156854,21.79339179338914
145,19.78308302428355,21.953907112494754
146,19.86485175191075,21.963683953647077
147,19.99590871324041,22.03887332301722
148,20.029692924189256,22.07637319168596
149,20.126429862836634,22.219831019545566
150,20.215411885239064,22.288760518102087
151,20.25805027524101,22.377528870278958
152,20.427262744631456,22.427564534745976
153,20.542930494077027,22.499222274890904
154,20.57671470502587,22.628211500843452
155,20.693501206231055,22.65643982869303
156,20.833638355673493,22.756240314991828
157,20.94007821980357,22.808068551627336
158,21.00261422600382,22.93736957823495
159,21.036398436952666,22.94760868109649
160,21.12349112412128,22.966532767169973
161,21.20735831038604,23.043424986498902
162,21.326334155511596,23.091262394784437
163,21.40654731700656,23.10103923593676
164,21.48057645339798,23.29882601873186
165,21.624519463333844,23.39803013051573
166,21.758377470439257,23.46174650484866
167,21.936282160836097,23.679112268675034
168,22.043601808031823,23.75739746443912
169,22.12322082735496,23.80299188863419
170,22.1570050383038,23.890883230530175
171,22.229955522283007,23.99476342482025
172,22.345492005224067,24.119494177113662
173,22.45879411169104,24.19554510763167
174,22.53996133898914,24.333989239231787
175,22.61843225932824,24.382249844446942
176,22.7455216510003,24.455752460169027
177,22.841693784251554,24.500927864471148
178,22.971261285879,24.510704705623475
179,23.164049205124662,24.566910497321917
180,23.25893083406319,24.632091998843528
181,23.37100984251516,24.64186883999585
182,23.403941287643313,24.698024457353263
183,23.59492304458938,24.707801298505586
184,23.647382224523515,24.75667988039248
185,23.68031366965167,24.8771035821461
186,23.907257213210055,24.92655297285095
187,24.00070280355369,24.97166457707096
188,24.133041226732104,25.021862817780995
189,24.17198720265639,25.050053331977765
190,24.266107715471172,25.1228700012463
191,24.347628380475463,25.39969696286365
192,24.592699867307253,25.54866256840313
193,24.62563131243541,25.586551488224693
194,24.729832268198894,25.69799949304008
195,24.86845522918112,25.707776334192403
196,24.919800347353718,25.717553175344726
197,25.0960883446527,25.823806976537128
198,25.18469504116921,25.938998915147977
199,25.32965414898144,26.10568533597724
200,25.37980877000289,26.140573232824398
201,25.518109863927656,26.274417322547492
202,25.623307036939046,26.284194163699816
203,25.690116339076933,26.4763608428456
204,25.79232757418732,26.486137683997924
205,25.89600355252452,26.495914525150248
206,25.928934997652668,26.608607603387515
207,26.006553152171072,26.771067069418955
208,26.137546744010688,26.82945711657012
209,26.289159759252794,26.93182618439434
210,26.35396322704242,27.00151229188854
211,26.463954889010875,27.10887000540216
212,26.53913945881202,27.20780329261624
213,26.623387516747194,27.360582616525203
214,26.65717172769603,27.435434183015623
215,26.745280532889087,27.478701097199824
216,26.88677892261216,27.499289578885605
217,27.011955766316333,27.509066420037932
218,27.045739977265175,27.562500697058454
219,27.122347639747204,27.590729024908036
220,27.193851248718396,27.77907623065933
221,27.248343229504314,27.850398657836802
222,27.328093031230207,27.87832354377941
223,27.50556168773614,27.967178118521666
224,27.705617319412777,27.978001632044233
225,27.77504354051994,27.996737776216925
226,27.860803463329084,28.045616358103814
227,27.917111332302436,28.20653891606367
228,27.950895543251278,28.217362429586235
229,28.02068633546289,28.26602829737533
230,28.036361888526663,28.319369714383335
231,28.074278552460395,28.321269152574263
232,28.125476620781832,28.402091363943704
233,28.141152173845605,28.445655318433673
234,28.156827726909377,28.633736168179315
235,28.247973417397837,28.762104724521425
236,28.320065183631606,28.82446854710263
237,28.335740736695378,28.928294530588367
238,28.35141628975915,29.030293432643504
239,28.367091842822923,29.155059542012555
240,28.501104042109404,29.307480039209207
241,28.56768578276941,29.317256880361533
242,28.69298902910122,29.39964203478322
243,28.863546892779812,29.574550765150224
244,28.956175630688655,29.708751259796976
245,29.06977415978965,29.818570420083482
246,29.25479965988231,29.834361792031938
247,29.331245258868705,29.884326803170204
248,29.438559993496586,29.97942856541699
249,29.524270872732547,30.047968661196972
250,29.576463807572303,30.110662572672414
251,29.687418284135333,30.197429108400332
252,29.786766250371755,30.250559459935136
253,29.80048865190535,30.333558963252965
254,29.814211053438946,30.468929638951714
255,29.932307484098278,30.53175478280382
256,29.946029885631873,30.541531623956143
257,30.00570424747326,30.68813711187439
258,30.06931548289159,30.75017894538171
259,30.08303788442519,30.83232568287885
260,30.096760285958783,30.842102524031173
261,30.140525631254754,30.8518793651835
262,30.250222458235164,30.97514627215034
263,30.26394485976876,31.050020765513228
264,30.28555514110389,31.23950559180429
265,30.33791702166284,31.37448530748465
266,30.351639423196435,31.50608219899549
267,30.490750822311462,31.57529368426055
268,30.50447322384506,31.78345242936868
269,30.587654116604664,31.847803102487404
270,30.65750132971409,32.01486670105738
271,30.78195019150928,32.0246435422097
272,30.830912932008072,32.034420383362026
273,30.91514895648346,32.14651851065155
274,30.968187398775957,32.21711098261278
275,31.04177218568365,32.28251206094812
276,31.141699905475985,32.31510669621211
277,31.166725037779422,32.324883537364435
278,31.28963782765153,32.33466037851676
279,31.343032778737655,32.34443721966908
280,31.63117230501097,32.379456071328335
281,31.64489470654457,32.40311313538536
282,31.660570259608342,32.54673355145078
283,31.78804026035952,32.59070221764435
284,31.840402140918467,32.63021774013553
285,31.854124542452062,32.71290553996615
286,31.86784694398566,32.80739286429931
287,31.931975568482887,32.94983814038753
288,32.008119330811915,33.038120237394075
289,32.12862722886449,33.19525988226256
290,32.14234963039808,33.2622139821757
291,32.15607203193168,33.271990823328025
292,32.16979443346527,33.36205076085005
293,32.18351683499887,33.46956171394558
294,32.19723923653247,33.50605648992459
295,32.26706261867413,33.51583333107691
296,32.28078502020773,33.56100873537903
297,32.30239530154286,33.62934763015737
298,32.38416320004888,33.703341294083984
299,32.454414030400386,33.72973778680082
300,32.50210783413537,33.76111210348645
301,32.56293522436103,33.84435114825318
302,32.61597366665352,33.854127989405505
303,32.68797705046195,33.920029642133656
304,32.75208587125831,33.94910903767796
305,32.844103070295034,33.97321092188919
306,32.880729032127654,34.01721868705348
307,32.96788789908457,34.16126002340587
308,33.03876126360193,34.1710368645582
309,33.122656268504194,34.2025214885505
310,33.19651377490606,34.313486144230396
311,33.2254124750138,34.34144956318532
312,33.285915057947655,34.51014555441389
313,33.32223000238933,34.55248238253667
314,33.33595240392293,34.641390084193915
315,33.38144249268478,34.65116692534624
316,33.47684251139939,34.66094376649856
317,33.54462587616502,34.67072060765089
318,33.6468674304464,34.73418547719178
319,33.72568748419056,34.7439623183441
320,33.814237037584675,34.82099210572489
321,33.88729044732314,34.8661037099449
322,33.94811783754879,34.92895806088755
323,34.081527920930576,34.97598064096046
324,34.241920694631176,35.174666414307204
325,34.347151142310935,35.26428684186022
326,34.372083771879254,35.36927076669083
327,34.4183661603833,35.40064508337646
328,34.4320885619169,35.42558884934455
329,34.53515369039236,35.46527836203093
330,34.61821243732655,35.526729902821565
331,34.65004349674521,35.62282607449826
332,34.81058386977598,35.64341455618404
333,34.95794679684077,35.69974167152853
334,35.05181863686268,35.93305373923457
335,35.06554103839627,35.9428305803869
336,35.13079827875946,36.004852782603436
337,35.21817811558809,36.11378786446973
338,35.2819834924376,36.14580581649201
339,35.295705893971196,36.2587977263642
340,35.363543534652635,36.36112686944402
341,35.502830993384535,36.52124429791802
342,35.55634995652362,36.53102113907035
343,35.57007235805721,36.634976127752836
344,35.59509749036065,36.684869444486
345,35.74350416944877,36.75677464747228
346,35.793279110937284,36.808202992798975
347,35.87325242404269,36.8179798339513
348,35.980910680317685,36.865708829949085
349,36.1047182876926,36.929117683831436
350,36.1184406892262,37.00604937886218
351,36.13411624228997,37.0158262200145
352,36.216470694675486,37.089575555617316
353,36.27127974307207,37.22455901238335
354,36.286955296135844,37.34029829645159
355,36.321044522244065,37.37655140543293
356,36.390391160960675,37.46151086431092
357,36.45074518993701,37.586899963841205
358,36.54050213124594,37.622031747803206
359,36.55617768430971,37.631808588955536
360,36.62360237553584,37.7034199215415
361,36.71039622445476,37.75236303572418
362,36.726071777518534,37.7621398768765
363,36.790630628920574,37.78691256093919
364,36.846727581542055,37.90044020109176
365,36.86240313460583,37.910217042244085
366,36.8780786876696,37.93334789758022
367,36.944550600215095,37.98193534442764
368,37.01898940790653,38.04476048827975
369,37.07531546986456,38.144748939127666
370,37.18149127739861,38.26609732273836
371,37.2555071398317,38.29747163942399
372,37.32512222607608,38.33015204087533
373,37.35129763076297,38.37246094009855
374,37.4293177923382,38.38223778125087
375,37.5012148261995,38.43723541299635
376,37.51493722773309,38.447012254148675
377,37.55147742337835,38.456789095301005
378,37.58532450897914,38.529226985195706
379,37.72620912121748,38.61456775842708
380,37.78356115335717,38.6795047510945
381,37.857418659759034,38.71475844074211
382,37.897617329121644,38.746243064734415
383,37.970251444354666,38.85081171579844
384,38.02866055527851,38.93927955029818
385,38.07790547206977,38.949056391450505
386,38.09162787360337,39.03310608896894
387,38.198031943327834,39.0648845223046
388,38.247522118696345,39.17148132355097
389,38.27159389905418,39.23557339718915
390,38.29946101536273,39.38415801909674
391,38.372308914207025,39.47764837723208
392,38.465694198166815,39.60694403597623
393,38.51383435606842,39.75811264958833
394,38.58462913246415,39.84043196961262
395,38.59835153399775,39.94901844364331
396,38.63855020336035,39.99796561056186
397,38.654225756424125,40.05275790956316
398,38.76736192147964,40.062534750715486
399,38.79880863910663,40.11127032787148
400,38.81253104064022,40.21260432880808
401,38.82625344217382,40.305437188387415
402,38.8714991440405,40.575561973000546
403,38.8852215455741,40.585801075862086
404,38.898943947107696,40.59557791701441
405,38.95944653004155,40.715633954125906
406,39.05299688073739,40.72541079527823
407,39.18124516923039,40.82925331160828
408,39.329053620767496,40.8390301527606
409,39.342776022301095,40.84880699391293
410,39.462360035654115,40.858583835065254
411,39.52975352284055,40.939679763920694
412,39.607810046703534,41.052043136880414
413,39.66195384779484,41.17997633398763
414,39.72575922464435,41.223152819663255
415,39.746966248971056,41.23292966081558
416,39.79176491304356,41.35595821597929
417,39.89629469969213,41.40007517585057
418,39.96892881492515,41.40985201700289
419,40.12762590769637,41.4808487258187
420,40.18841881383472,41.50413421431175
421,40.202141215368314,41.51391105546407
422,40.26961205301404,41.55407986204366
423,40.306897688917594,41.60585521794116
424,40.3750369345158,41.686145682035274
425,40.447067835554215,41.82399363805325
426,40.51313403281977,41.85218415225002
427,40.569860379461964,41.89071278865375
428,40.58358278099556,42.03799432473543
429,40.65273345918375,42.098075414230536
430,40.66645586071735,42.15864861486459
431,40.68017826225095,42.20516616721896
432,40.753026161095235,42.326874622278524
433,40.80062641963857,42.39355453646466
434,40.87960809506222,42.482825477291506
435,40.940435485287864,42.61572859325445
436,40.95415788682146,42.625505434406776
437,41.09277386218366,42.635282275559106
438,41.1801237581473,42.64505911671143
439,41.20277023501254,42.68979579575686
440,41.33411124817998,42.69957263690918
441,41.42712979699551,42.75050837804578
442,41.47895596684468,42.76028521919811
443,41.61142937895656,42.8280430510884
444,41.62515178049016,43.01733858434598
445,41.63887418202375,43.0271154254983
446,41.65259658355735,43.09520076615544
447,41.66631898509094,43.14609037791124
448,41.68004138662454,43.20998245821141
449,41.732260262452584,43.31547046865407
450,41.83160510972466,43.419991281295275
451,41.859652554317165,43.44584854207614
452,41.936947382912486,43.51493135772007
453,42.006125173301875,43.58548315606147
454,42.076998537819236,43.637858672416506
455,42.090720939352835,43.64763551356883
456,42.15154832957848,43.81952305957949
457,42.24356552861521,43.82929990073181
458,42.27064194433261,43.87326856692538
459,42.29868938892512,43.928539963888795
460,42.364755586190675,43.982130821987326
461,42.378477987724274,44.07180122994008
462,42.48711131961731,44.08157807109241
463,42.528596864858116,44.09135491224473
464,42.68131144759848,44.19430764703487
465,42.812737459904305,44.26537516052915
466,42.923540971341886,44.34024965389204
467,43.024928708391116,44.35002649504436
468,43.12531470882654,44.460842994961084
469,43.13903711036013,44.47257298764359
470,43.15275951189373,44.48430298032609
471,43.26917459487916,44.53757274466329
472,43.28289699641276,44.67743411812305
473,43.343048348492474,44.728750730930074
474,43.356770750026065,44.72960349675076
475,43.41648454054222,44.73045626257145
476,43.47698712347608,44.73130902839215
477,43.55954895088747,44.8043975867416
478,43.71104361440738,44.83821182385069
479,43.89678480647035,44.87580530087343
480,43.98622701431235,44.91199282976181
481,43.99994941584594,44.912845595582496
482,44.05791723011145,45.01918181856208
483,44.1758736100387,45.02003458438277
484,44.30742363561338,45.031387201826576
485,44.33776568871149,45.14210621392037
486,44.413909451040524,45.15426171051091
487,44.42763185257412,45.236129119971
488,44.51860608077058,45.3390026748897
489,44.609113221810375,45.40525049244392
490,44.638011921918114,45.45743514876677
491,44.65173432345171,45.53409168321091
492,44.73068947701243,45.59369779128211
493,44.744411878546025,45.5945505571028
494,44.77876814661894,45.59540332292349
495,44.89638335992719,45.66114630227008
496,44.925733125384205,45.66199906809077
497,44.996059115735264,45.73284933856501
498,45.12775135790745,45.8123072853865
499,45.20862861331946,45.87718814037672
500,45.28719080092573,45.878040906197405
501,45.30091320245932,45.878893672018094
502,45.34437428533177,45.87974643783879
503,45.391496331388666,45.927766064323436
504,45.50219921426016,45.979025053107755
505,45.60694296097923,45.99677966956296
506,45.62066536251283,45.99763243538365
507,45.73067648380825,46.126134305509545
508,45.74439888534185,46.1644747546185
509,45.813577409371334,46.207350948218476
510,45.94550980787818,46.291619961549756
511,45.95923220941178,46.356445221820934
512,45.97295461094537,46.40380475007005
513,46.0187551981313,46.44910459926386
514,46.032477599664894,46.44995736508455
515,46.0978747008368,46.629957674274785
516,46.111597102370396,46.71273513318098
517,46.17766329963595,46.78123264298317
518,46.217786647143946,46.816599498247875
519,46.23209345933857,46.82985963807226
520,46.24640027153319,46.87858755629098
521,46.28555740849631,47.02199799096208
522,46.3566076106686,47.02285075678277
523,46.379006221498784,47.02370352260346
524,46.51677214461952,47.02455628842415
525,46.58344986662317,47.13311354904522
526,46.61984888620491,47.14205811350148
527,46.71300391485772,47.19444571815176
528,46.85004867350973,47.19529848397245
529,46.86377107504333,47.19615124979315
530,46.87749347657693,47.197004015613835
531,46.90536059288548,47.35347239247546
532,46.955518466403134,47.35432515829615
533,46.96924086793673,47.453512271273624
534,46.982963269470325,47.561935370251085
535,47.19824246043453,47.5880301465787
536,47.24019149169173,47.64313234239926
537,47.289991766021195,47.64398510821995
538,47.44289320801051,47.64894785902071
539,47.52983887199362,47.67417420097486
540,47.609807171020186,47.675026966795556
541,47.68158016172754,47.73830109341168
542,47.69530256326114,47.73915385923237
543,47.70902496479473,47.805158057560035
544,47.72274736632833,47.8451125641153
545,47.73646976786192,47.92615978822839
546,47.75019216939552,47.92701255404908
547,47.909351643481614,48.00194670811492
548,47.95494717370248,48.129105326968514
549,48.01167352034467,48.12995809278921
550,48.02539592187827,48.1308108586099
551,48.03911832341187,48.13166362443059
552,48.05284072494546,48.177309194052995
553,48.12532638110672,48.21693532487943
554,48.16621369581317,48.38644572667418
555,48.2498846092208,48.38729849249488
556,48.2636070107544,48.38815125831557
557,48.27732941228799,48.42133830850695
558,48.38140860388985,48.44637604180644
559,48.438484515805925,48.45471343042024
560,48.571251344222006,48.53277375866354
561,48.65618960445092,48.584090371470566
562,48.74223926754242,48.584943137291255
563,48.898059207325986,48.60276882296399
564,48.98448742950563,48.71093516489283
565,49.099286364841184,48.748223402697576
566,49.11300876637478,48.80356767223334
567,49.17411418425763,48.84018821188895
568,49.23772541967596,48.903666441188804
569,49.28643583661425,48.985882758871185
570,49.374380040375264,48.98673552469187
571,49.52308384643804,49.08431816956241
572,49.601074463169866,49.11490961672195
573,49.61479686470346,49.15918675130836
574,49.67071734320981,49.16003951712905
575,49.71266637446702,49.160892282949746
576,49.813290326298144,49.194654307811
577,49.881073691063776,49.2494466068123
578,49.94468492648211,49.372094514581
579,50.10695201217719,49.44553189672283
580,50.19422242046625,49.49233662285131
581,50.25961952163815,49.493189388672
582,50.32946673474758,49.49404215449269
583,50.41440499497649,49.49489492031338
584,50.50619478856008,49.60593385862839
585,50.51991719009368,49.60678662444908
586,50.716526976490286,49.60763939026977
587,50.730249378023885,49.60849215609046
588,50.74397177955748,49.71873292212221
589,50.80754388815115,49.79556548900831
590,50.96194724702586,49.858088514095414
591,51.005408329898316,50.00911051408093
592,51.06587601483242,50.1338125889519
593,51.15758203112211,50.18512920175892
594,51.20629244806039,50.33016212049583
595,51.275066472501315,50.33101488631652
596,51.32137995180627,50.39177691847909
597,51.40225720721829,50.42839745813469
598,51.501457572712376,50.42925022395538
599,51.55223642888465,50.45277960782422
600,51.69279464340822,50.45363237364491
601,51.76823591986524,50.4544851394656
602,51.893036262840745,50.4938969825666
603,51.94607470513324,50.49474974838729
604,52.067176196568354,50.56633688499502
605,52.112548241301305,50.616211246614704
606,52.25579681362706,50.6838756787839
607,52.269519215160656,50.72966217351191
608,52.28324161669425,50.7305149393326
609,52.33764178902055,50.77472121553577
610,52.392450837417144,50.832177570173926
611,52.46508495265016,50.95418784836339
612,52.574712292437184,51.064022083352356
613,52.65894831691257,51.10404517493927
614,52.738555302128916,51.11091247155609
615,52.752277703662514,51.154283140862226
616,52.83145260934566,51.21699820298561
617,52.84517501087926,51.217850968806296
618,52.91412859190823,51.24693036435059
619,52.9456363756435,51.30184409340332
620,53.041414643340076,51.3115510382771
621,53.128142765089066,51.351637590920504
622,53.141865166622665,51.438613216596444
623,53.155587568156264,51.43946598241713
624,53.169309969689856,51.489063988812276
625,53.206266608505395,51.489916754632965
626,53.29226091200737,51.49076952045365
627,53.30598331354097,51.64140155903865
628,53.33488201364871,51.69712454671263
629,53.37297799131577,51.69797731253332
630,53.38584762702868,51.80203149888015
631,53.44299439732801,51.86069804873074
632,53.47361864949612,51.99579759075645
633,53.50730382726439,51.99665035657714
634,53.521026228797986,51.99750312239782
635,53.5668268159839,52.04819613974712
636,53.67585404935663,52.09205285067641
637,53.75058377950484,52.09290561649709
638,53.81797726669127,52.16622551852991
639,53.94067009852803,52.24311282412593
640,54.02977918648668,52.24396558994662
641,54.04350158802028,52.327600801857066
642,54.18886810330673,52.35267394289353
643,54.32270071044788,52.35352670871422
644,54.527801115381166,52.35633262606508
645,54.541523516914765,52.357185391885764
646,54.568599932632175,52.41885378851534
647,54.58232233416577,52.47631014315349
648,54.595191969878684,52.47716290897417
649,54.608914371412276,52.47801567479486
650,54.622636772945874,52.5025649396067
651,54.72783735866852,52.50341770542739
652,54.786227586552116,52.50427047124807
653,54.85967042289908,52.50512323706876
654,54.923233075961285,52.531452851384735
655,55.041358285560975,52.53230561720542
656,55.05508068709457,52.533158383026105
657,55.196441219340294,52.569409711996585
658,55.30018087768675,52.570262477817266
659,55.31390327922035,52.66593538133676
660,55.37473066944599,52.790150964572106
661,55.43735780627412,52.94924091767251
662,55.52604055339158,52.97072755003251
663,55.60777983781374,53.02062086676566
664,55.656742578312524,53.02147363258634
665,55.68564127842027,53.091337016973135
666,55.69936367995386,53.11956534482272
667,55.85813477921755,53.159588436409635
668,55.90216933581005,53.183355564783675
669,55.97991982651316,53.20644944147432
670,56.02928423820507,53.207302207295
671,56.07852915499633,53.2615853675578
672,56.092251556529924,53.318562944954316
673,56.133349520092416,53.319415710775004
674,56.1984534193236,53.46115687262146
675,56.29559206836778,53.533894912886694
676,56.30931446990138,53.612574323358174
677,56.37962236237297,53.73031296933141
678,56.42332298244459,53.79900841911765
679,56.4959570976776,53.822764745237365
680,56.5096794992112,53.89965696456628
681,56.523401900744794,53.900509730386965
682,56.53712430227839,53.90136249620765
683,56.550846703811985,53.90416841355851
684,56.56456910534558,53.90697433090937
685,56.611031947846584,54.026207534979505
686,56.68905210942182,54.06824723915308
687,56.70277451095542,54.12650927899983
688,56.809192004327734,54.14073224835696
689,56.93621749195462,54.18045738602325
690,57.04077142139105,54.18326330337411
691,57.05449382292464,54.23399910998633
692,57.114996405858506,54.24606210384174
693,57.128718807392104,54.24691486966242
694,57.22308241831312,54.28054886059514
695,57.28555006042118,54.28140162641582
696,57.29927246195477,54.35617781038117
697,57.31299486348837,54.39316983657559
698,57.32671726502197,54.39402260239628
699,57.339977404846344,54.39487536821696
700,57.40936235624655,54.43658041076874
701,57.42262249607093,54.512558576485254
702,57.435882635895304,54.597268377462434
703,57.44914277571968,54.636308345845464
704,57.462402915544054,54.637161111666146
705,57.5763150794661,54.743018600462676
706,57.589575219290474,54.874474114802105
707,57.651718657453124,54.92364039857431
708,57.6649787972775,54.924493164394995
709,57.73128723980166,54.962833613503946
710,57.76811061399599,55.06141252365067
711,57.79859392971366,55.213355964212084
712,57.88505288999686,55.21420873003277
713,57.95311412766165,55.25532031916815
714,58.03080902364574,55.290364910030085
715,58.09993608554862,55.32768172364897
716,58.11365848708222,55.32768172364897
717,58.12738088861581,55.351161374153186
718,58.193555168656324,55.351161374153186
719,58.25392029717275,55.412102292960526
720,58.320039776123544,55.412102292960526
721,58.42024661756917,55.52415239758098
722,58.48385785298749,55.55849251629993
723,58.50792963334531,55.64924887435958
724,58.58687059238213,55.73293206644
725,58.667747847794146,55.73293206644
726,58.76325791663636,55.80941368910582
727,58.81863182234433,55.89589812901785
728,58.89110756612844,55.89589812901785
729,58.98715015204258,55.89589812901785
730,59.08030518069539,56.009267993990775
731,59.09402758222899,56.024684406987184
732,59.16066412397872,56.068929819719095
733,59.17438652551232,56.068929819719095
734,59.18810892704592,56.068929819719095
735,59.22111761213373,56.19079426111705
736,59.25650806507035,56.250703527458924
737,59.26976820489473,56.250703527458924
738,59.37081706513684,56.373353561792236
739,59.384077204961216,56.40308333860046
740,59.4473334453977,56.410567961393575
741,59.4610558469313,56.410567961393575
742,59.474778248464894,56.43009569619956
743,59.48850064999849,56.43009569619956
744,59.52404660154036,56.43009569619956
745,59.58326136335406,56.47309964130816
746,59.59698376488766,56.57098436636498
747,59.61070616642125,56.71060486647199
748,59.62442856795485,56.76193675697415
749,59.67794753109392,56.836326273314604
750,59.69768446342365,56.908012724036745
751,59.71140686495725,57.092981570738004
752,59.72512926649084,57.20985310608802
753,59.73885166802444,57.34704650870292
754,59.84964842748222,57.36140792186433
755,59.86337082901582,57.37725653059537
756,59.87709323054942,57.4322245355639
757,59.89081563208301,57.46130393110819
758,60.07498333288269,57.517584973583475
759,60.1193536199472,57.58524940575266
760,60.13502917301097,57.65119982378392
761,60.25695022170271,57.71880648983156
762,60.41494547663964,57.8184054051707
763,60.428667878173236,57.8596795705491
764,60.53916560017692,57.860532336369786
765,60.552888001710514,57.86138510219047
766,60.56661040324411,57.86223786801115
767,60.59163553554755,57.968089632402894
768,60.63722995974261,58.04474616684703
769,60.767438928554064,58.07382556239132
770,60.78116133008766,58.12601021871417
771,60.845883567440055,58.19366198833433
