Time(Iteration),EpsilonGreedyLinearBanditTheta
0,0.9921211605802149
1,0.9811661695681716
2,0.9708573617266344
3,0.9543450798850325
4,0.9474619050607271
5,0.9344717689678875
6,0.9184754751383746
7,0.9111120320966359
8,0.8996206548997057
9,0.8995661375814598
10,0.9005814270741936
11,0.8859821115132556
12,0.8835882526563721
13,0.8837470469556967
14,0.8699776499169178
15,0.8720014501512507
16,0.865990971247391
17,0.8585545553082756
18,0.8559283272067033
19,0.8536945247510556
20,0.8403654248620711
21,0.8399947115601003
22,0.834606870758748
23,0.8274491395159085
24,0.8240157765787417
25,0.8243457299820716
26,0.8187202898755258
27,0.8094599676704666
28,0.8088070006869501
29,0.8082802842684101
30,0.8050447809802046
31,0.7990732167586355
32,0.7985894152781614
33,0.797258115010728
34,0.7980183925709166
35,0.7985394236969932
36,0.7991786379373127
37,0.7964647789249127
38,0.7964560315603684
39,0.7951734588769609
40,0.7901922561940782
41,0.7877224830168081
42,0.7871778957698705
43,0.784239849481754
44,0.7856852342088506
45,0.7762189825117346
46,0.753428339173819
47,0.7535418598512024
48,0.7519517329657024
49,0.7496694954496167
50,0.7495691890313256
51,0.7502380389253507
52,0.7254205689151323
53,0.7252286449227651
54,0.7175657771068245
55,0.7063946550718166
56,0.7064099389795443
57,0.7065792594949267
58,0.7023525585376922
59,0.6904136522938591
60,0.6899102610439378
61,0.6859767580937949
62,0.6864290720727861
63,0.6795291942851925
64,0.6602368940364218
65,0.6597787609661879
66,0.6592882169250581
67,0.6591729164597727
68,0.646536240686228
69,0.6465732957341885
70,0.6466032577132339
71,0.6466148656596163
72,0.6466656295412289
73,0.6467021339829528
74,0.6466811910688814
75,0.6466184697669315
76,0.6455943449232211
77,0.6457671204157577
78,0.6457919461759208
79,0.6458539005016741
80,0.6465514319892697
81,0.6389766714990862
82,0.6370661856117561
83,0.6287201278072996
84,0.6285424441269074
85,0.6150989105481393
86,0.6103880703129412
87,0.6103588059116795
88,0.61020648388463
89,0.6066180562507884
90,0.6032431081309949
91,0.6036880637844925
92,0.603686999499113
