Time(Iteration),EpsilonGreedyLinearBanditTheta
0,0.9723203448376495
1,0.9687687757682971
2,0.9548951236813309
3,0.9482145940211488
4,0.9335611166393001
5,0.9226251204252213
6,0.9219476716298655
7,0.913971840828296
8,0.8864051822747839
9,0.8624645832841304
10,0.8574843295819324
11,0.846562576707432
12,0.8393412241941325
13,0.8399462252300216
14,0.8310598786646539
15,0.8312879429404946
16,0.832017792943202
17,0.8264829329538816
18,0.8257544811387504
19,0.8260864097541522
20,0.8228127027824244
21,0.8150913482626219
22,0.7941655456501391
23,0.7931296747390426
24,0.7929914185593092
25,0.7928986415909107
26,0.7892694089306149
27,0.7893070002378227
28,0.7796489938552096
29,0.7784074445235255
30,0.7547451618880118
31,0.7538109057879184
32,0.7494058171058691
33,0.737718632774369
34,0.7290458051759756
35,0.7258887441924792
36,0.7210714571963506
37,0.7211600431906079
38,0.7182314237936929
39,0.7111857128480675
40,0.702496955498557
41,0.6951885289959046
42,0.6900034031016248
43,0.6895144697616459
44,0.6826972784151906
45,0.6827603774455633
46,0.6588651533928693
47,0.6582957645850791
48,0.6585735096674993
49,0.6583588452657214
50,0.6579982824244265
51,0.6582695485228289
52,0.6569685219363703
53,0.6567994132331957
54,0.6558479028547278
55,0.6549178056283603
56,0.653563258714669
57,0.6495474570883676
58,0.6458688123249576
59,0.64543554375629
60,0.642769145196331
61,0.637748314207218
62,0.6377312050944656
63,0.6379369130170292
64,0.6377896997811238
65,0.6378379806191009
66,0.6354870442229166
67,0.6302725878675888
68,0.6301613634609087
69,0.6301633590240626
70,0.6301871240139536
71,0.6292358466258468
72,0.6292508968049274
73,0.6292536488857157
74,0.6164615630546412
75,0.6172027805772317
76,0.610559674076119
77,0.6107944609504535
78,0.6100261438478848
79,0.6100477741984323
80,0.6100753584735383
81,0.6095766515343001
82,0.6065082192948956
83,0.6069142748244059
84,0.6038523853101876
85,0.5966535887278485
86,0.5967402178424258
87,0.597179706207296
88,0.5895113249204164
89,0.5895632947037994
90,0.5878470684291186
91,0.5877315175684129
92,0.5885355627321225
93,0.5888183458120253
94,0.5884597191150844
95,0.5884214618648476
96,0.5859993418784512
97,0.5859688875726261
98,0.588259051460335
99,0.587220118816571
100,0.5873539584863063
101,0.5868637234381129
102,0.5884186598323342
103,0.5883246113898999
104,0.5870177197101588
105,0.5859386497458985
106,0.5863882520540507
107,0.5863847630393332
108,0.586106378354326
109,0.5865558562743016
110,0.5779715226613877
111,0.573350761872798
112,0.5737248277894865
113,0.5737436000465309
114,0.5737314287651882
115,0.5722575409734663
116,0.5708705165635057
117,0.5707917880841495
118,0.5684296134330824
119,0.5684154644416278
120,0.5676488702747867
121,0.5677051753848337
122,0.5677459891400632
123,0.5678065445091331
124,0.5641107557956295
125,0.5641096101610144
126,0.5641334119497226
127,0.5641020148482974
128,0.5576235335110593
129,0.5575450758601528
130,0.5576141983771863
131,0.5515798505820894
132,0.5515939513114063
133,0.5518206175082951
134,0.5508038313278024
135,0.5507274438867708
136,0.5522686654718244
137,0.5521420795227728
138,0.5451169150326374
139,0.5444841029268154
140,0.5436485888632906
141,0.5408663322690725
142,0.5406912813339864
143,0.531921291334923
144,0.5305935672536563
145,0.5258715955113689
146,0.5257000868168442
147,0.5247790103270236
148,0.5247826118330897
149,0.5183063876350448
150,0.5184672342427741
151,0.5184754486755657
152,0.5104223636397675
153,0.5092445764113657
154,0.5092565892851992
155,0.5096978061665469
156,0.5096251019402419
157,0.5112654741518596
158,0.5108351925971745
159,0.5108215626053756
160,0.5079610908054032
161,0.508120093903806
162,0.5076888273606518
163,0.5076755338722366
164,0.5075285255835886
165,0.5072858200044984
166,0.5072112722086203
167,0.5031172946020559
168,0.503212659933072
169,0.5039101850014396
170,0.50392122038256
171,0.5040378331673742
172,0.5014854668374696
173,0.5012857273442155
174,0.5014239595803918
175,0.5010607503387907
176,0.5005796344957459
177,0.49716885523361604
178,0.496575508975718
179,0.49661603957974443
180,0.49613371040325516
181,0.49601708846031595
182,0.49605243656316417
183,0.49594755023094156
184,0.4956139018095653
185,0.49561654892116813
186,0.4955935987656758
187,0.4956684513484847
188,0.4957356030173658
189,0.4957837843451924
190,0.4956626269253118
191,0.49390664357225444
192,0.4934418988122625
193,0.4934299358468941
194,0.4932535049399961
195,0.4931728866088707
196,0.49430066402247086
197,0.4867439117318644
