Time(Iteration),EpsilonGreedyMultiArmedBandit,UCBMultiArmedBandit,TSMultiArmedBandit
0,0.4394417836109997,0.5090085025154241,0.49484889063703513
100,20.23578864681584,39.22317629981721,37.25522825112472
200,32.20359732348958,73.95769324889368,55.540442822951
300,40.99015875094129,106.1715474388802,62.66874666100166
400,48.623737729304196,136.3796796349365,66.68678645848638
500,55.44777985032765,164.49939696171504,69.36668106305345
600,60.65946995011397,191.0324569460775,71.63060813489817
700,65.60130348092369,216.28126748905726,73.43771107469335
800,69.87245597701454,240.44010489109797,75.36628544992372
900,75.18998756835295,262.30491520716043,76.61815937818747
1000,80.62623680407678,283.67540242172106,77.35831348148953
1100,85.59364363074567,304.06565435522714,78.19225431790464
1200,89.73453762635718,323.32868763827685,78.884206932579
1300,94.12457844770941,340.9021813199512,80.05115256673882
1400,98.70427974167413,358.0509134731484,80.73127592522818
1500,103.08140391826154,373.52203051645745,81.25284075212484
1600,107.2022656976397,389.0250302951715,81.85296289188601
1700,111.30653126593793,403.67861218697834,82.01800267141991
1800,114.51882077644382,417.78470152488546,82.52109337207123
1900,118.1273378744357,431.4654912658999,82.87600457134758
2000,121.73676063591722,444.1076031687585,83.35030286126636
2100,125.28174442075165,455.60745025712174,83.55442501091082
2200,129.04548101010397,466.74042731527396,84.14289981525954
2300,132.6192211967039,478.28879342339377,84.49434135793601
2400,135.65721705509412,489.0081482523916,84.86892238449398
2500,138.3195643025297,499.2720986049593,85.24740970879427
2600,141.55325112738007,509.6529580203106,85.47127624201312
2700,144.5603714431875,518.7581159888065,85.5823122741548
2800,147.4868749651397,528.091422989465,85.85843703834146
2900,150.84671865937207,537.4800988975603,85.99172950265145
3000,153.63314251478786,546.0982221976734,86.35289075871242
3100,157.06027880458106,553.5822681828939,86.53622685334253
3200,160.25408961133186,561.6912414792913,86.74977977757312
3300,163.62868282849212,569.3167269081011,87.15093918962451
3400,166.8881859346937,576.7024342484912,87.26397902912261
3500,169.21229625278224,583.5765452283395,87.51225714711634
3600,172.6140613592217,591.4607764879745,87.76239209295065
3700,176.43129527755417,598.5966678746115,87.90983758575837
3800,179.13934727872885,605.8671961879045,88.02860782106704
3900,182.4412814664074,612.5751774811499,88.11671142795316
4000,185.04253225001398,618.6571848559853,88.52145474395498
4100,187.59760530984806,625.120940209142,88.65698879321845
4200,190.83562906471127,631.4855731975788,88.76604999330394
4300,193.90842362194127,637.4878696308473,88.89162550805638
4400,196.69000919943264,643.2473846470523,89.03238269354179
4500,199.3122467487614,649.6135539081203,89.17881762042609
4600,201.89861536675522,655.236666579784,89.41194649204127
4700,204.3279424911496,660.7746257392653,89.6074849625999
4800,207.26783833597,666.3598265246835,89.6972696459317
4900,210.46712704838563,671.5257157124895,89.80932854754266
5000,212.69309516053613,677.0928978998566,89.91487354382416
5100,215.41617193054032,681.7854536067035,90.01994403083873
5200,218.47909850379907,687.1203938177616,90.15289018500286
5300,221.11995133103673,691.737412121985,90.15289018500286
5400,223.50761484041695,696.7575830099329,90.24008703568389
5500,225.82345401157008,701.4534827919058,90.44990852442166
5600,228.35369683813497,705.76308496389,90.52716241929791
5700,231.50799585187346,710.420686330643,90.60582591209
5800,234.68753182760648,715.6747664274727,90.7516012112429
5900,236.89816647577126,720.2684970619791,90.88777529215392
6000,238.74300108431004,724.7219268512671,90.88777529215392
6100,241.1009388427464,728.5298037707337,90.99015293102265
6200,244.16880776120365,733.1555865107721,91.0582011087073
6300,246.77729001790658,736.8180356307652,91.16262733826873
6400,249.12695044970548,741.2297005271167,91.1657409591125
6500,251.29211599365985,745.1643868479166,91.28537196228403
6600,253.0890519272419,748.6518840403812,91.38111924104793
6700,255.3895005335885,752.3927422805705,91.43142308464711
6800,257.8235352308716,756.2121896942766,91.53423361213939
6900,259.8601898672879,759.8547438153661,91.5653074977524
7000,262.44580191952593,763.338307738365,91.76492109425644
7100,265.65753896714756,767.1188486436688,91.8411941544177
7200,267.20609299771854,770.6584776498468,91.97350999909817
7300,269.769183275867,774.1473727148638,92.10217928764061
7400,272.0656598800405,777.5623808962962,92.18305395185048
7500,274.48280784271384,780.589538449127,92.36036718841227
7600,276.8587908301846,783.8247963972058,92.49028639760351
7700,278.99904555812293,787.4115379349223,92.4933036374862
7800,281.1078746233524,790.7870637038384,92.62027126525342
7900,283.87371270344204,794.4017979673442,92.63361799969093
8000,286.57916611003776,797.2763034653295,92.6979866202288
8100,288.6828183673399,800.2012914112892,92.72829471142799
8200,290.8171135222457,803.7511515871072,92.8182573811164
8300,292.9238269133696,806.670104204744,92.87499139954892
8400,295.57636430358207,809.4934083238343,92.94459447417042
8500,297.88373585592234,811.7638590945382,93.01063086820025
8600,299.96742625443915,814.617249149248,93.21944871510107
8700,302.56463029759465,817.723492199749,93.23168110274094
8800,304.9936346364808,820.368823933493,93.31065253797097
8900,307.32612765089635,822.9131202068114,93.35927633345446
9000,309.8000114782186,825.8783731955966,93.38764521265604
9100,312.09664865544994,829.1082139645081,93.4694742331238
9200,314.66683772958027,831.5844868179516,93.49637740101853
9300,316.6708477038146,833.9662513977568,93.5220387529401
9400,318.8573383630409,836.3573002656797,93.58987221861042
9500,321.31956922013,838.7855393687499,93.59344629597675
9600,323.4457803581909,840.9353472124296,93.62171947260714
9700,324.96800694441,843.498522233057,93.71461082924466
9800,326.8454009257416,846.1215398753732,93.80591512693283
9900,329.21077279806315,848.9272796747977,93.80591512693283
