Time(Iteration),EpsilonGreedyLinearBandit,LinUCBBandit,LinPHEBandit
0,0.3021125830286995,0.4398285238056305,0.35900521284279413
200,22.510587914221304,15.341148837291195,73.11399924752445
400,33.94914715487752,17.634911513682255,146.03906755981887
600,44.3052572166365,18.82749042310794,218.7700149298008
800,54.13119331017667,19.763870211691373,292.0202887668283
1000,62.52758597959742,20.12749794947866,364.94541191335753
1200,70.69906694598134,20.226145106602765,437.8615534436598
1400,78.63548942909901,20.52954826293797,510.84901129656544
